,Time,Transaction Hash URL,Profit,Cost,Revenue
69227,2024-06-22 03:38:12,https://eigenphi.io/mev/bsc/tx/0x7ea9ae7109d84bcac7b2be43fa25eef66a6a5171f9d9e5b56ed2ce8a6386502e,<$0.01,$0.28,$0.29
69282,2024-06-22 03:19:08,https://eigenphi.io/mev/bsc/tx/0xabe85102f514af78eb07ccd6050df03111bea72701f901a1f54dd50ca511dc4c,<$0.01,$0.15,$0.15
69295,2024-06-22 03:16:58,https://eigenphi.io/mev/bsc/tx/0x2ceeb734bb4fdc67b37d4040500f3b5842c88e4edc9e36ec54f5ea2219fac05a,<$0.01,$0.14,$0.14
69305,2024-06-22 03:14:58,https://eigenphi.io/mev/bsc/tx/0x58b401de5cb8ec1ae45e53453c6f3c779ef1039db8c4405dbe230d717f274d98,<$0.01,$0.11,$0.12
69315,2024-06-22 03:12:19,https://eigenphi.io/mev/bsc/tx/0x73568f7cb0177508db40c6f8e54fb3c0edc90df2e20a0dc86dc5afcddfee7d84,<$0.01,$0.51,$0.52
69333,2024-06-22 03:05:23,https://eigenphi.io/mev/bsc/tx/0xadfbe4d0e0725ba7fabbd9a4e2d4ffb375036924d074331be37f65751074713e,<-$0.01,$0.37,$0.36
69393,2024-06-22 02:47:03,https://eigenphi.io/mev/bsc/tx/0xa7c266630a724266e6b8c391f85802621e815a1a035e01b61d7485e361651bb9,<$0.01,$0.12,$0.12
69403,2024-06-22 02:44:51,https://eigenphi.io/mev/bsc/tx/0x8c985ff0a4c1539be15a63c480c7661172aa5647bec023916517d238707b1aef,<$0.01,$0.32,$0.33
69511,2024-06-22 02:06:40,https://eigenphi.io/mev/bsc/tx/0x7d509a52d91b4c8ae784d2d07ef8d246ac46db56e8c4f2090f264c3450a0d1b6,<$0.01,$0.15,$0.15
69517,2024-06-22 02:02:46,https://eigenphi.io/mev/bsc/tx/0x919ea9c4ea3b01b6387ae0c55b8a17040081ace1f28d88b967f500cdf09d9906,<$0.01,$0.15,$0.16
69558,2024-06-22 01:49:38,https://eigenphi.io/mev/bsc/tx/0x53f978e4b17d80cefab4e397ccd725a975ee194b7e2f33d1fb10fdbda08b98ef,<$0.01,$0.13,$0.14
69560,2024-06-22 01:49:35,https://eigenphi.io/mev/bsc/tx/0xea9774359e358ca5a9ea0f4060f64a1058e55723e49d9994c453b090dc1999d1,<$0.01,$0.14,$0.15
69579,2024-06-22 01:42:32,https://eigenphi.io/mev/bsc/tx/0x284fe25b032b165316740fb63665ac589f04efa975a92e7831f161fc43f7be63,<$0.01,$0.23,$0.24
69592,2024-06-22 01:37:22,https://eigenphi.io/mev/bsc/tx/0x257387dc304cafcf89bdcea385b25beafdfa4afe68d9ea73a1ae739eba8fb67b,<$0.01,$0.12,$0.12
69593,2024-06-22 01:37:01,https://eigenphi.io/mev/bsc/tx/0x84b1d3a41c6c555533a91618f1bdb887bbd5410d8a702e085d3e0a2f0678e768,<$0.01,$0.11,$0.12
69662,2024-06-22 01:19:06,https://eigenphi.io/mev/bsc/tx/0x19e9c1004a7eed540fa6f6551daf2b10059a255d25e643d79cb01ba529e91ead,<$0.01,$0.32,$0.33
69783,2024-06-22 00:52:31,https://eigenphi.io/mev/bsc/tx/0x5ece541d54308c90ba867834bc73c623593d5fa1a15db360ff3d5bf01de312b1,<$0.01,$0.15,$0.16
69859,2024-06-22 00:34:15,https://eigenphi.io/mev/bsc/tx/0x7a3df37b569f75c73ced70e731d42ce08b3b5a92b625ff1233d2b190356b2032,<-$0.01,$0.20,$0.20
69863,2024-06-22 00:33:36,https://eigenphi.io/mev/bsc/tx/0x1851b0e7081c09da0f10ef8b73a0785e3a17d56ff385ece26b0ada4005987fc7,<$0.01,$0.11,$0.11
69869,2024-06-22 00:32:18,https://eigenphi.io/mev/bsc/tx/0xc98719f35c503cea623784b21a0b2ba15ee8c3ad6e3b7db3bc56ebd0ce7d0903,<$0.01,$0.17,$0.18
69941,2024-06-22 00:18:27,https://eigenphi.io/mev/bsc/tx/0xadb3c23f7891c3528ab7608e109b89cbe793c82cc80c18e9c771f0879aebcd74,<$0.01,$0.33,$0.34
70030,2024-06-23 23:58:19,https://eigenphi.io/mev/bsc/tx/0x4267cbd8b361e09c2256b903e5f0ab178a38b851351525f621a70270282bc4da,<$0.01,$0.17,$0.18
70039,2024-06-23 23:56:19,https://eigenphi.io/mev/bsc/tx/0x5e7003ba983d41a848c0fd4eff1c63168212f8c8894946f1628b3024b2217a6d,<$0.01,$0.15,$0.16
70067,2024-06-23 23:54:02,https://eigenphi.io/mev/bsc/tx/0xaf13791c9dfb12984d22ebadbd4ff474e200e85c196eb76fc65158633a1f280b,<$0.01,$0.14,$0.15
70088,2024-06-23 23:51:59,https://eigenphi.io/mev/bsc/tx/0x2361e1bdda2a443bc979387c66d94bd2628c7d1aad06984be4cf8e88b620757c,<-$0.01,$0.32,$0.32
70113,2024-06-23 23:49:32,https://eigenphi.io/mev/bsc/tx/0x8beabfbdd0566d940de4d0d38d5a7a3af86d56025b727c9bc6417689efd534cc,<$0.01,$0.20,$0.21
70163,2024-06-23 23:43:16,https://eigenphi.io/mev/bsc/tx/0xb46563db8c1ab5a4f8a3065df7fe1797a6ee261d2a8ea0f27a01c6f9dc93e3e2,<$0.01,$0.20,$0.21
70213,2024-06-23 23:32:17,https://eigenphi.io/mev/bsc/tx/0xd6ddc47bae9c0f6ce7b96aedc13a4c688860dbb68236c605910971fd7d3b1377,<$0.01,$0.13,$0.14
70224,2024-06-23 23:30:11,https://eigenphi.io/mev/bsc/tx/0xada27fa6b49c46cc905644e29a255f8a346bcac441e23659e4eb5b1dd02b02e5,<$0.01,$0.75,$0.75
70235,2024-06-23 23:28:29,https://eigenphi.io/mev/bsc/tx/0x69d7d63a96417e46638590838ef8053345490aa7d803a1e8747b30f8bd99b10a,<$0.01,$0.11,$0.12
70259,2024-06-23 23:26:26,https://eigenphi.io/mev/bsc/tx/0x414f60992e7d968603ec713e5dee262deee7e121166c8e5cd9b7de9271c58ba7,<$0.01,$0.27,$0.28
70355,2024-06-23 23:10:11,https://eigenphi.io/mev/bsc/tx/0x4f7f00c3b81b1a164c8e5c6996107944d4c98632f7955d60d7f1f06bd1730314,<$0.01,$0.14,$0.14
70361,2024-06-23 23:09:23,https://eigenphi.io/mev/bsc/tx/0x85c88f27b8f3503aeef3cb2fbe9694ac3e5a546d8edc4c9ddd2636bbdbf1d8ae,<-$0.01,$0.20,$0.20
70470,2024-06-23 22:50:23,https://eigenphi.io/mev/bsc/tx/0x0a6318eb146f623783a517cc83f59181baa8dfb6e3a4a5a5841e350225f736cc,<$0.01,$0.15,$0.16
70547,2024-06-23 22:33:49,https://eigenphi.io/mev/bsc/tx/0x3eef2bb1e6b3b3bcce1110b72e8e61eaf9a9dadfcde0e6a007ea9bad111dc037,<$0.01,$0.11,$0.12
70603,2024-06-23 22:25:13,https://eigenphi.io/mev/bsc/tx/0x71f862508962a5e5ab7d2c0186dc63e65aab626057f0fb6869b235043c64a1b3,<$0.01,$0.28,$0.29
70604,2024-06-23 22:25:13,https://eigenphi.io/mev/bsc/tx/0x3b89ba922c6741b755d5de590532c9efd5eb15bf508f55c16d2b9fdfc217f5a1,<-$0.01,$0.20,$0.20
70616,2024-06-23 22:23:52,https://eigenphi.io/mev/bsc/tx/0xf8869f4055c6e2d6c67341b80ea90b1cc64dcfd27b32f6951a9ef408178ce463,<$0.01,$0.12,$0.12
70620,2024-06-23 22:22:25,https://eigenphi.io/mev/bsc/tx/0x672bdbf022a34af1d4976e5b4aa62597d2572d0051d81d4d279106973ea47d13,<$0.01,$0.25,$0.25
70736,2024-06-23 22:03:01,https://eigenphi.io/mev/bsc/tx/0xd754f43449b38e69bdbbb507b81fc9ba1265ec8a10e7012a4793d1415f6afc89,<$0.01,$0.12,$0.13
70860,2024-06-23 21:34:41,https://eigenphi.io/mev/bsc/tx/0x30cd189fc092ed44f96c513653abe22f1da21cd1977a7f240ca3222bed328aca,<$0.01,$0.12,$0.13
70921,2024-06-23 21:26:08,https://eigenphi.io/mev/bsc/tx/0xa08139da61bf46d4c17e5d595f2bf43f7233d66e979a0ff7b90f7416e1716ea9,<-$0.01,$0.19,$0.19
70954,2024-06-23 21:19:11,https://eigenphi.io/mev/bsc/tx/0xfe51090f755f59cd07b7d7dfedc9c9407a403134637f4ef029a9206c64c16be0,<$0.01,$0.30,$0.31
71158,2024-06-23 20:47:14,https://eigenphi.io/mev/bsc/tx/0x2e112c261e89368c6c42bdd6acfdfdc65bd30e95d7e542e36212809cf3eb7e4d,<$0.01,$0.12,$0.13
71195,2024-06-23 20:39:35,https://eigenphi.io/mev/bsc/tx/0x5a07810261b1f37a9657b59b87b340aabc9cf47155d38184271329eaa1707ad0,<-$0.01,$0.42,$0.41
71319,2024-06-23 20:16:49,https://eigenphi.io/mev/bsc/tx/0xf17e979c06b7d9fbcf152bd86a038499f8003127ab28266b1e844bb57ac3e127,<$0.01,$0.15,$0.15
71345,2024-06-23 20:14:31,https://eigenphi.io/mev/bsc/tx/0x39f582d97a84c2787df919f008e9b9139326e7534a1414b4d334c9f408d06167,<$0.01,$0.25,$0.25
71417,2024-06-23 20:03:40,https://eigenphi.io/mev/bsc/tx/0x656b9a4c560d7eb05a7ca50d1b70d7128b07505ec0361839c849c2cef3cddeca,<$0.01,$0.32,$0.33
71429,2024-06-23 20:01:43,https://eigenphi.io/mev/bsc/tx/0x1f5b7464feb155c615a4c1bb74b9b2823ab8382207ee06eaaf37b31c680a0f4e,<$0.01,$0.30,$0.31
71518,2024-06-23 19:48:04,https://eigenphi.io/mev/bsc/tx/0x0b224601a996159053b859fe0a51584c6572db3ae4e33396ba030fdebf0d95f1,<$0.01,$0.10,$0.11
71520,2024-06-23 19:47:49,https://eigenphi.io/mev/bsc/tx/0x70a0dc7e84275caf546ff0d7256ca5f82f09f8317a549c07d9a5bb796099dbb5,<$0.01,$0.11,$0.12
71528,2024-06-23 19:47:28,https://eigenphi.io/mev/bsc/tx/0x949119509c68aff94fd5b7a0eb67559fb9f325ac81a43a40295bacf3681e0577,<$0.01,$0.15,$0.16
71618,2024-06-23 19:33:13,https://eigenphi.io/mev/bsc/tx/0x5f02c01deaa57ae16b511652dda3572a7e1b7fc128bffd943a3d672627ee7fb3,<$0.01,$0.12,$0.13
71647,2024-06-23 19:28:37,https://eigenphi.io/mev/bsc/tx/0xae2654ef369a0a2957a3f48b4fcee634c4a77a43f71db17db01731bfe7dd08f7,<-$0.01,$0.30,$0.30
71657,2024-06-23 19:23:58,https://eigenphi.io/mev/bsc/tx/0xf11d3a4310300ba70eeaf68dc54a1dfc8f0dec1bb89181f6c7b313a6f8572237,<$0.01,$0.14,$0.15
71736,2024-06-23 19:00:35,https://eigenphi.io/mev/bsc/tx/0x111b2da11f3732c9aab7853a6bd74560343f9f0b3515216bfb425eb973acab43,<$0.01,$0.17,$0.18
71758,2024-06-23 18:56:47,https://eigenphi.io/mev/bsc/tx/0x735246e20686b78d796892ed4b3d632ca9205412c46545c6f88f6cdc71eced0f,<$0.01,$0.12,$0.12
71794,2024-06-23 18:47:38,https://eigenphi.io/mev/bsc/tx/0x58c3eda54a4941d99acbde1efb45e7fd2c7ac3c2db8132bf3202c37b6beda1d6,<$0.01,$0.24,$0.24
71860,2024-06-23 18:36:14,https://eigenphi.io/mev/bsc/tx/0x3e5f3c22be2ba613799ca9a1ec399a43cbd4f51b6b0130dbcb888a76c057c3f3,<-$0.01,$0.20,$0.19
71902,2024-06-23 18:29:32,https://eigenphi.io/mev/bsc/tx/0x804879029303b759a9c19891f46159c2e657f399654ac53fb538426bb5b16c96,<$0.01,$0.20,$0.20
71935,2024-06-23 18:22:09,https://eigenphi.io/mev/bsc/tx/0x1c66577cbad706e9425d2af351acebd2270ac0f4e965c2c182cbe93de4c8d8be,<-$0.01,$0.20,$0.20
71970,2024-06-23 18:13:54,https://eigenphi.io/mev/bsc/tx/0xf293a8ee4e6b26da21c1a28d7bca1635d00ff0c6c61b7410cff82057f2e61580,<$0.01,$0.17,$0.17
71988,2024-06-23 18:09:47,https://eigenphi.io/mev/bsc/tx/0xaf7ad12de587d7e2eb6413e6a459ad95a9dfb152c40f4d4a5915221997e2f1d2,<-$0.01,$0.54,$0.54
72075,2024-06-23 17:51:32,https://eigenphi.io/mev/bsc/tx/0x88a2470e17faedc8ae84e64d05ca5f2128ed29038f74da5de55dcdc9232abd5d,<$0.01,$0.17,$0.17
72089,2024-06-23 17:48:47,https://eigenphi.io/mev/bsc/tx/0x6ed8741e10f3e26229cc2a9b7e3597059f55016b559384c4fc95291d1d7840b5,<$0.01,$0.15,$0.15
72093,2024-06-23 17:48:29,https://eigenphi.io/mev/bsc/tx/0x1a19bbc901ed30192fd47c8fcc5d63ba03ab7636a03c2054bc1cf52d3232268f,<-$0.01,$0.43,$0.42
72103,2024-06-23 17:46:02,https://eigenphi.io/mev/bsc/tx/0x1c8be8a9d1abb7a904019a75f83e16ff42ca34853a9ca8a533696ae149127870,<$0.01,$0.15,$0.15
72248,2024-06-23 17:17:17,https://eigenphi.io/mev/bsc/tx/0x27158cbbfcde235ca5d9839c372eb54dee51631df20a4215274bcf908f1768f5,<$0.01,$0.17,$0.17
72268,2024-06-23 17:13:32,https://eigenphi.io/mev/bsc/tx/0x444052abc67cf0926d8184efdfa729f1742fbd0ef57dd3a76a2e9e105baed75c,-$0.27,$0.27,<-$0.01
72402,2024-06-23 16:45:17,https://eigenphi.io/mev/bsc/tx/0xfba2e3655f69af67acce1f63132f55c24852274dff57b17714dfa85d4d71cfc0,<$0.01,$0.17,$0.18
72411,2024-06-23 16:43:50,https://eigenphi.io/mev/bsc/tx/0xf3ea884f521fc3fbc9c1f28313a4e80dcc94297fb506bc47c95a0dc91f2cd5fa,<$0.01,$0.22,$0.23
72453,2024-06-23 16:37:06,https://eigenphi.io/mev/bsc/tx/0x74d7f913b3555ead9cdd50eb34c87ddbe8046dbadc2487364cd9ffbed9b509eb,<$0.01,$0.11,$0.11
72476,2024-06-23 16:33:12,https://eigenphi.io/mev/bsc/tx/0xa1bfb51e8b8ed495c7abe1ba39b82eed277cce8ac752b7f4a714eb5c2fe580c2,<$0.01,$0.11,$0.12
72483,2024-06-23 16:31:44,https://eigenphi.io/mev/bsc/tx/0x8d4773c6baca38d140c8b7581c55bad34dddd548c549b3632b64129d33a5984a,<$0.01,$0.11,$0.12
72552,2024-06-23 16:13:43,https://eigenphi.io/mev/bsc/tx/0xe2dc81938a1ea5b6c20b991ce98b1d74b24d66fb839742e010807a0f7bdf2ca9,<$0.01,$0.15,$0.15
72638,2024-06-23 15:50:41,https://eigenphi.io/mev/bsc/tx/0xe423e9371d296aa6936ca29d96e271815cc120b91496cc962030e44beefbd681,<$0.01,$0.29,$0.29
72644,2024-06-23 15:48:59,https://eigenphi.io/mev/bsc/tx/0x64c5a0ace6d8aabecf364c332e74e6abed1dddac36cb6c99cab3a3553978eb76,<$0.01,$0.15,$0.16
72713,2024-06-23 15:30:33,https://eigenphi.io/mev/bsc/tx/0xc4f1bc79942967ae6b9e7227b137ed26489a5dbc2b4058913039c36f4da29979,<$0.01,$0.19,$0.19
72752,2024-06-23 15:21:15,https://eigenphi.io/mev/bsc/tx/0x228d4d71d287a53c2b342c2b1e687c6a459e47731f3569d70d75e4c4f3b5f7b4,<$0.01,$0.16,$0.17
72789,2024-06-23 15:16:28,https://eigenphi.io/mev/bsc/tx/0x357c49bb2cbfc608f45dc46c24991abe7ecaa46020dc09755a3ffd0209c7c158,<$0.01,$0.13,$0.13
73056,2024-06-23 14:24:04,https://eigenphi.io/mev/bsc/tx/0xd2f768a4b9e960a5a73b7140b3ce09d90cbc35d81b839e3aa7cb77aa5b07467b,<$0.01,$0.16,$0.17
73099,2024-06-23 14:14:05,https://eigenphi.io/mev/bsc/tx/0x77a65bee5da43e688243e72795c051894c88b340d4357c34a1c61b7927035048,<$0.01,$0.13,$0.13
73150,2024-06-23 13:58:11,https://eigenphi.io/mev/bsc/tx/0xb62b5465d06c354c72850b360f95bd826120db05c5a99955fa9b3865d78cf29c,<$0.01,$0.13,$0.14
73179,2024-06-23 13:50:54,https://eigenphi.io/mev/bsc/tx/0x03d984c616c41bff57859d307a3dc046c1761871a41d8e7e9cffc74eb7d8217e,<$0.01,$0.11,$0.12
73202,2024-06-23 13:43:54,https://eigenphi.io/mev/bsc/tx/0xde44fd2c675c14754ef65be1fe4f577a7028e3080b1612b067fcf0672483ba81,<-$0.01,$0.66,$0.66
73268,2024-06-23 13:22:20,https://eigenphi.io/mev/bsc/tx/0xa211b9b47688f273892d2fa9062ce19761fb63220f323296468202603016e03a,<$0.01,$0.15,$0.16
73331,2024-06-23 13:08:35,https://eigenphi.io/mev/bsc/tx/0xcef185b515cf695c1069929f293f2fdc3aea505d756f4fa5d44f521ac645f877,<$0.01,$0.15,$0.15
73341,2024-06-23 13:04:20,https://eigenphi.io/mev/bsc/tx/0x3e29fde100146e029902184514ecb80de2a8d1efb3b766d4218cf40678eb4a7f,<$0.01,$0.15,$0.16
73366,2024-06-23 13:00:20,https://eigenphi.io/mev/bsc/tx/0xddc0b70eb664152bcc1c3434650e2065e0ac15b6180b279ea35b6b0c03b5c66b,<$0.01,$0.15,$0.16
73379,2024-06-23 12:55:20,https://eigenphi.io/mev/bsc/tx/0xc234d515128ceaa6820cde90ecad9eb306bb271f91ef770a82379c60db151f85,<$0.01,$0.15,$0.16
73401,2024-06-23 12:50:20,https://eigenphi.io/mev/bsc/tx/0x2ab9bae3c7597bcf80e14aa8e10926ba5bd726629e40ad0e3ca57bc72741bb00,<$0.01,$0.15,$0.16
73407,2024-06-23 12:47:29,https://eigenphi.io/mev/bsc/tx/0x9b1791251eb3e2410e9e9b185d4be0f9d7de9f950bf2c315d01f25f139a51200,<$0.01,$0.19,$0.19
73417,2024-06-23 12:44:26,https://eigenphi.io/mev/bsc/tx/0xbb384384e602993817823a98abc0a71ef08e16ca64a54ba6e9fb97e9ffae9d9e,<$0.01,$0.20,$0.20
73418,2024-06-23 12:44:17,https://eigenphi.io/mev/bsc/tx/0xaa2e7f9a6b8e8b1fd6fc8108c2ffe3cb9432fef1f3900d3534f554a8369c58b2,<$0.01,$0.14,$0.15
73424,2024-06-23 12:43:20,https://eigenphi.io/mev/bsc/tx/0xcf81d9ea1452dfba44734bbaafbfc96a6f7feaed33d9ff76dfe354cb3ea3acd2,<$0.01,$0.15,$0.16
73430,2024-06-23 12:42:20,https://eigenphi.io/mev/bsc/tx/0x73c3efd933fbae5254d8b2635130aeffc1c808a84a45d963aacd55f0000afb6a,<$0.01,$0.15,$0.16
73444,2024-06-23 12:38:20,https://eigenphi.io/mev/bsc/tx/0x654cc4a3da18271c6d2ae6a4641baa06e6c1865d8b39f3e433d71c437da31959,<$0.01,$0.15,$0.16
73446,2024-06-23 12:38:05,https://eigenphi.io/mev/bsc/tx/0xd7d6a1539226f49027181c01a98deccda5c89596c6a5c5eff5acc1565bcaf5be,<$0.01,$0.15,$0.16
73466,2024-06-23 12:33:23,https://eigenphi.io/mev/bsc/tx/0x60f18caa5cfd5a36d187bdc3c59cf450a13a3d25f28b286dbaf0fc6640f1dc7d,<-$0.01,$0.12,$0.11
73476,2024-06-23 12:30:17,https://eigenphi.io/mev/bsc/tx/0x3323437d6d4d9ca3b4617682c1eeaa53445488eb07ce658ee135d78edd863b8b,<$0.01,$0.28,$0.28
73477,2024-06-23 12:30:14,https://eigenphi.io/mev/bsc/tx/0xc02553e8f1bfd26c8716679fcad3a1a1cf093811d7278c6f22a47c921ed64c77,<$0.01,$0.15,$0.16
73483,2024-06-23 12:28:20,https://eigenphi.io/mev/bsc/tx/0x9b063e2927314163746da56985c4d44140f2bcccd9f4bb759eb6744988a0409b,<$0.01,$0.15,$0.16
73506,2024-06-23 12:23:19,https://eigenphi.io/mev/bsc/tx/0xd87bd46b6398a66d8c992a4824b1b41ff34b5899d9447e0353b87fe46fadcd5e,<$0.01,$0.15,$0.16
73520,2024-06-23 12:19:36,https://eigenphi.io/mev/bsc/tx/0x7bd0c7027cb9c90fc28ee825da2f70a9a02019c6c71df6dd275fcdd13d7577b2,<$0.01,$0.17,$0.17
73538,2024-06-23 12:17:18,https://eigenphi.io/mev/bsc/tx/0xd5ff830e28ebc725b31e1b32779fd95fd6ecbe796692f78b7810a5792dce638f,<$0.01,$0.15,$0.16
73605,2024-06-23 12:01:19,https://eigenphi.io/mev/bsc/tx/0x6020da00bc02e3ae4b676f95bdd35192d92d17796a17a257698ad79ea86d9f50,<$0.01,$0.15,$0.16
73608,2024-06-23 12:00:58,https://eigenphi.io/mev/bsc/tx/0x34d01de6e254f7c6f8138793259d6ba81b7cbfd46285ac7501fb4b3b01450229,<-$0.01,$0.21,$0.21
73655,2024-06-23 11:49:25,https://eigenphi.io/mev/bsc/tx/0x0f1c67f3864c49ab327a04c0392de6367d989db4233da3ad17f0a7294f8ab8b9,-$0.23,$0.23,<-$0.01
73674,2024-06-23 11:45:25,https://eigenphi.io/mev/bsc/tx/0x4c614912c79a5600a495f58f2aeff8389cb9a49fb5ea6bc9318e5896fa1fee04,<-$0.01,$0.14,$0.13
73675,2024-06-23 11:45:19,https://eigenphi.io/mev/bsc/tx/0xa55adf83625209dae5bf49a986b41c53824ec98b4c7c92cdf92d63049f366807,<$0.01,$0.15,$0.16
73684,2024-06-23 11:44:19,https://eigenphi.io/mev/bsc/tx/0x81d6dd82e561eb73a058ce5426338ce469034edc9e490a66f6a71160bdaaa732,<$0.01,$0.15,$0.16
73711,2024-06-23 11:39:00,https://eigenphi.io/mev/bsc/tx/0x8665819b6a5f5169a3b30067121882168f2fcaa3da89a59ff39411abffd098f6,<-$0.01,$0.19,$0.19
73788,2024-06-23 11:27:36,https://eigenphi.io/mev/bsc/tx/0x1bdd8bad12623e7168edf54f300c32895be42be8f0c5059126ca2008ce12aa0b,<$0.01,$0.35,$0.35
73802,2024-06-23 11:24:31,https://eigenphi.io/mev/bsc/tx/0x5949614908b54afdc0d4b43348c85c62cd80e564106b610e546fd55091eab049,<$0.01,$0.23,$0.24
73804,2024-06-23 11:24:13,https://eigenphi.io/mev/bsc/tx/0xebb588a76351c1be88bc10cace0f3c518ab7bf1566bb024badf3d0ecb1d96a53,<$0.01,$0.18,$0.19
73810,2024-06-23 11:23:16,https://eigenphi.io/mev/bsc/tx/0x6cf88dbac2472639c95decfc0123a08ab61e4e196e9925185a514e52867438f4,<$0.01,$0.13,$0.14
73856,2024-06-23 11:15:52,https://eigenphi.io/mev/bsc/tx/0xd5b7916b851aadab81a54b71bc218857da38ff32fa4e6314a2cfcc8c68f870e2,<$0.01,$0.10,$0.11
73861,2024-06-23 11:14:10,https://eigenphi.io/mev/bsc/tx/0x5f77538803904868cb9847f697d98861981f3c227afd329a753aacf01715a0f1,<$0.01,$0.45,$0.46
73867,2024-06-23 11:12:16,https://eigenphi.io/mev/bsc/tx/0xdc95193c86cc5538d7ed3283f561d538c3f0458a906ff7cc66711431a715f035,<$0.01,$0.15,$0.16
73869,2024-06-23 11:11:46,https://eigenphi.io/mev/bsc/tx/0xfecf24a659ad156457f2bb943f39ec54ab0fd72d56d609271886c9c98cf2c694,-$0.25,$0.25,<$0.01
73872,2024-06-23 11:11:13,https://eigenphi.io/mev/bsc/tx/0x55ea68637935ea2e59e55575eafb0abdb4134705f0969bc22daec1e0cad1c998,<$0.01,$0.15,$0.16
73887,2024-06-23 11:06:24,https://eigenphi.io/mev/bsc/tx/0xe98404724131045a4561bf537e2a00ad98fa74a7a54081462c06167165bc3e35,-$0.24,$0.25,<$0.01
73904,2024-06-23 11:02:17,https://eigenphi.io/mev/bsc/tx/0xbb8d447c5da53b67fb417156f2b67e961a77651ae200125392ced1a888f3ef8e,<$0.01,$0.15,$0.16
73922,2024-06-23 10:59:05,https://eigenphi.io/mev/bsc/tx/0xaafa0ceadc3edd3d7dddea8ff70d3f4a989fa5a7a6961de673c8b1fa79e7c668,<-$0.01,$0.15,$0.15
73967,2024-06-23 10:51:47,https://eigenphi.io/mev/bsc/tx/0x98e38054a7397d83e4a239a64c6f2eeb6122b0389b22faab3ee1d24d12a6e6ec,-$0.23,$0.23,<$0.01
73978,2024-06-23 10:50:23,https://eigenphi.io/mev/bsc/tx/0xdd44dab849a59b6c6450a321519a7dd028b36604c0f90966b89ce08c50ed6eac,-$0.25,$0.25,<$0.01
74004,2024-06-23 10:43:16,https://eigenphi.io/mev/bsc/tx/0xd58009bf8c17910de44887482fd86282162aa0536c84b503e173b1e2037c3da8,<$0.01,$0.13,$0.14
74024,2024-06-23 10:39:19,https://eigenphi.io/mev/bsc/tx/0x33127f47fba9e9c6dba5bb13a198cc3a9914f3b5c3be20acc50021146887ba51,<-$0.01,$0.12,$0.11
74054,2024-06-23 10:34:04,https://eigenphi.io/mev/bsc/tx/0xca897f018b656b0834415da715bd5fd735be7647cbba5661459d36e313e6be68,<$0.01,$0.24,$0.25
74062,2024-06-23 10:32:13,https://eigenphi.io/mev/bsc/tx/0x9747be15c620371578ee41b43e93b84d77dd776fe4d58745c574b2359cf15cab,<$0.01,$0.17,$0.17
74115,2024-06-23 10:17:02,https://eigenphi.io/mev/bsc/tx/0x97afb5828718ee8cb0406f532cf990f6d6b31a929a6c792915f94341fd80d6cd,<$0.01,$0.12,$0.13
74126,2024-06-23 10:14:32,https://eigenphi.io/mev/bsc/tx/0x0be6261e4df6ea2ccffc4238fbf59f6fb1f01dc37ec7f61a65cbee455664290c,<-$0.01,$0.22,$0.22
74221,2024-06-23 09:50:30,https://eigenphi.io/mev/bsc/tx/0xa81d52fd5e8cbb73e6d4162b7c9b9bffa7ef2d7d6df27adf9541a4de4049b62d,<-$0.01,$0.19,$0.18
74235,2024-06-23 09:47:45,https://eigenphi.io/mev/bsc/tx/0xac873ecbe165d48551fa8cfe20823021dc21aac27c2e6c78130c029858731ce6,<-$0.01,$0.12,$0.11
74276,2024-06-23 09:35:45,https://eigenphi.io/mev/bsc/tx/0xb1ed252cf3ccb412b36dee9548314cf85e5c17dafab6fe1aa05c76e7f3e40372,<$0.01,$0.22,$0.22
74285,2024-06-23 09:35:03,https://eigenphi.io/mev/bsc/tx/0xd1e7fcd144cc3cfa6978a3759ab7b9b0d3a4597e8dde551ec179952657a10e42,<$0.01,$0.17,$0.18
74308,2024-06-23 09:29:30,https://eigenphi.io/mev/bsc/tx/0xc446d2c2b70d03520ed2c1f85c357e655bf78a8b284709c9d3ec5870be5617cc,<-$0.01,$0.17,$0.17
74368,2024-06-23 09:16:04,https://eigenphi.io/mev/bsc/tx/0xe338e4f041215761daa4d0ff5a4c433c72b2231a1397cdb45de4955183f9787c,<$0.01,$0.16,$0.17
74403,2024-06-23 09:09:06,https://eigenphi.io/mev/bsc/tx/0x1cbd3da82219490b289d95f28cf90803e7a4df4bd0234d6b2d50ce96764ef378,<$0.01,$0.27,$0.28
74406,2024-06-23 09:08:54,https://eigenphi.io/mev/bsc/tx/0x9137c225216972b7dd83ec4b9b58a6724a3c71c21a1e180796b37f855a3af023,<$0.01,$0.10,$0.11
74408,2024-06-23 09:08:15,https://eigenphi.io/mev/bsc/tx/0x7ec4e99d07e7d1206684c874b038e17ae9ec9b83ac3ceb435e7b59be7b37d89a,<$0.01,$0.15,$0.16
74409,2024-06-23 09:08:03,https://eigenphi.io/mev/bsc/tx/0x7a2a604aea089af1aba4f8dbda7ebb8f2115ca5c45e7763b932845154b308d26,<-$0.01,$0.14,$0.14
74412,2024-06-23 09:07:15,https://eigenphi.io/mev/bsc/tx/0x083a95195f0b6853a218e3afea31bbe4b0d320e85f45cef34933072757e77d04,<$0.01,$0.15,$0.16
