,Time,Transaction Hash URL,Profit,Cost,Revenue
12919,2024-06-18 10:16:28,https://eigenphi.io/mev/bsc/tx/0x4f42a8d8a64804a3bea96e174bd9befae83162f85dc1668fd09cbbd2759aeaa6,<-$0.01,$0.60,$0.59
12931,2024-06-18 10:15:40,https://eigenphi.io/mev/bsc/tx/0xdaa367fd7afafff2b213f720d66beb0f377af84b6f24d2513678188c6aab5548,<$0.01,$0.14,$0.14
12974,2024-06-18 10:10:43,https://eigenphi.io/mev/bsc/tx/0x7468a3b8fca294867465d5391504cac6d138237cbaa7dd20ac0ff4f9deaaaf4c,<$0.01,$0.18,$0.19
13026,2024-06-18 10:03:30,https://eigenphi.io/mev/bsc/tx/0x7220006d494bdbfe5d56b39c7a2cbcc622f3544ae149ecd584868c3ccf2c2765,<$0.01,$0.15,$0.15
13027,2024-06-18 10:03:21,https://eigenphi.io/mev/bsc/tx/0xd3c2eafafdb5f673b30cf416db28742cf01aeeecdfff1847ba33b7a83c60054a,<$0.01,$0.31,$0.32
13090,2024-06-18 09:57:33,https://eigenphi.io/mev/bsc/tx/0x132713deae3fc9f0d364a1a72ac999fb1366496b2faabd6a022ef382e575d2a6,<$0.01,$1.24,$1.24
13110,2024-06-18 09:55:42,https://eigenphi.io/mev/bsc/tx/0xcb7e8acd8a5c61db99c17bd0c4c071e1f3ad9e773c7fd8133e3346d31888ef18,<$0.01,$0.21,$0.22
13124,2024-06-18 09:54:42,https://eigenphi.io/mev/bsc/tx/0x627fa6ce76b92e8b9d1956b9c76b53260eb70d5249736b764fb78e8aeea3f2ac,<$0.01,$0.14,$0.14
13173,2024-06-18 09:51:00,https://eigenphi.io/mev/bsc/tx/0xbf01aeb32ede72ff970e4e0b065933d054814376a9c7d22748ccc83259d4378c,<$0.01,$0.88,$0.88
13209,2024-06-18 09:48:54,https://eigenphi.io/mev/bsc/tx/0x550c32912332c59d58a9ee23c5cb0779547bc8c346c0ebf2fbe908a11892e2d3,<$0.01,$0.13,$0.13
13211,2024-06-18 09:48:42,https://eigenphi.io/mev/bsc/tx/0x94708126069f296b6d26e27fb85d71e97e3e6335791f032a7b314720e09e8e03,<$0.01,$0.14,$0.14
13216,2024-06-18 09:48:15,https://eigenphi.io/mev/bsc/tx/0xba6612f118247e45a4223fbb094504214e22d10c7aac542922d3ae4249fd9848,<$0.01,$0.11,$0.12
13270,2024-06-18 09:45:27,https://eigenphi.io/mev/bsc/tx/0x54d546f8d90d8d1e4e931e1b0400d8af57ed9e0df7f3fad36b2fa13596ccf2d5,<$0.01,$0.12,$0.12
13281,2024-06-18 09:45:09,https://eigenphi.io/mev/bsc/tx/0xc6e631b162638e21e2bb3acc600d11dc0ea6160947b94a9a7350e755e739ddf2,<$0.01,$0.19,$0.20
13338,2024-06-18 09:42:18,https://eigenphi.io/mev/bsc/tx/0x3d2508f32763ac77d4986de05ff6d8669836f9db5a785a545e4c5701cad6115a,<$0.01,$0.15,$0.16
13349,2024-06-18 09:42:09,https://eigenphi.io/mev/bsc/tx/0x8c5d87621af4741e12bc32fb56d67338c49bac9663744a9a9e367d6ab420b98f,<$0.01,$1.73,$1.74
13421,2024-06-18 09:31:38,https://eigenphi.io/mev/bsc/tx/0x55d36d2f248fedad0bfe87ae67207b74a32534b3a867eb0239493d19b0de7398,<$0.01,$0.27,$0.27
13425,2024-06-18 09:30:47,https://eigenphi.io/mev/bsc/tx/0x87bb5fecfa69e6166814a18e4b189ce6398465040aaa5e40fc0f34d5b1eebd20,<$0.01,$0.16,$0.17
13428,2024-06-18 09:29:59,https://eigenphi.io/mev/bsc/tx/0xfb682dca9800f830e2682bb585142419af17dac8ae8b46336f7847c6a1f3d30f,<-$0.01,$0.30,$0.29
13513,2024-06-18 09:17:53,https://eigenphi.io/mev/bsc/tx/0xaf9f04a72c4b0d3d15220584dc82620e36aa31fefdc50f5e249ccd5686ba2677,<$0.01,$0.15,$0.16
13532,2024-06-18 09:15:02,https://eigenphi.io/mev/bsc/tx/0xb8fa385e26a06acba1e9cbff0c2a48e8f5239bf3df71c6c9ce7310167adadb47,<$0.01,$2.03,$2.03
13825,2024-06-18 08:15:16,https://eigenphi.io/mev/bsc/tx/0x3bf9f98a7f981462b7ce7ceb3a10dc22c72cd085652011ce922a915ba715e47c,<$0.01,$0.29,$0.30
13856,2024-06-18 08:09:10,https://eigenphi.io/mev/bsc/tx/0xbb0bd114213e9f775bf8ea410afc4b4179a1c4b6ada5c21f96d622a6036b2e42,<$0.01,$0.23,$0.24
13862,2024-06-18 08:07:08,https://eigenphi.io/mev/bsc/tx/0x533fb8919720c9344cfc282cb8bdc7078b25071a6fd6c862df181da4fb7d6c2f,<$0.01,$0.33,$0.34
13880,2024-06-18 08:03:58,https://eigenphi.io/mev/bsc/tx/0x5f759516b08a639e78c68772b4117b25abbcdaf9c4181757c253a35c2e1dfc69,<$0.01,$0.19,$0.19
13906,2024-06-18 08:00:10,https://eigenphi.io/mev/bsc/tx/0x36062c35387a5258eb1a803bdba92b865145572339f569b0c3e8965bb532c734,<$0.01,$0.50,$0.50
13939,2024-06-18 07:51:22,https://eigenphi.io/mev/bsc/tx/0xf3972de94e503173d710c5ca81a88f6e0191a1ae7162cdc5995187798c72408f,<$0.01,$0.15,$0.16
14249,2024-06-18 06:38:28,https://eigenphi.io/mev/bsc/tx/0x9917a415b017828c72b807fa20fcaf4c0319f2bfa4989cd536c36161999e1db6,<$0.01,$0.13,$0.14
14317,2024-06-18 06:22:28,https://eigenphi.io/mev/bsc/tx/0xa31469517ce8da793cb94eec583435ba95b29a7d060ae2517eaa177247b3e5c1,<$0.01,$0.23,$0.24
14338,2024-06-18 06:16:21,https://eigenphi.io/mev/bsc/tx/0x7f7e61e1b782e947fc3c0b4c88678da7869ab5bb918d661504fc38320ef47379,<-$0.01,$0.71,$0.70
14400,2024-06-18 05:58:53,https://eigenphi.io/mev/bsc/tx/0xde1ec7062b6b98d15f675c2d9aeaea3e684843b50035277bb7c6f84fb2c3dfc4,<$0.01,$0.15,$0.15
14415,2024-06-18 05:55:20,https://eigenphi.io/mev/bsc/tx/0x75c2d5c8e6a7646f3825b03c546bf5ae869a7ba73b01fea2b7a4a434468d23aa,<$0.01,$0.16,$0.16
14470,2024-06-18 05:40:08,https://eigenphi.io/mev/bsc/tx/0xd855b4edf3a9c361c572d796b4800e41d6e6c12272747b3851747691e78e20ea,<$0.01,$0.36,$0.36
14514,2024-06-18 05:28:53,https://eigenphi.io/mev/bsc/tx/0xa673277bdb233520e3a5b25bcb1a11d8b3d324ef9613ceee7efa1f404d60be31,<$0.01,$0.76,$0.76
14567,2024-06-18 05:16:41,https://eigenphi.io/mev/bsc/tx/0x39dfaa314d899b139c0e8839b73748e840ab7bac5f0114a6b786c231454852f5,<$0.01,$0.77,$0.77
14572,2024-06-18 05:14:44,https://eigenphi.io/mev/bsc/tx/0x9602f32427ec27959a868caab22205a3ff8fa7bb303a7afd7184bf91ac478692,<$0.01,$0.21,$0.21
14581,2024-06-18 05:11:53,https://eigenphi.io/mev/bsc/tx/0xfb4b6064db1a0d47d63d6c6f73ea5dec227e66104e99058f99ee4ae9ca04b551,<$0.01,$0.14,$0.14
14622,2024-06-18 05:04:48,https://eigenphi.io/mev/bsc/tx/0x6b3dd3bc20d3993a63eeda830174ea4cc13d008a6df8b4e8e4fde6420def0299,<$0.01,$0.18,$0.19
14633,2024-06-18 05:02:33,https://eigenphi.io/mev/bsc/tx/0x927606702fbb8011401fd57de52d5aaff1cd102d9be46f2c9f3895ecb4873dfe,<$0.01,$0.15,$0.16
14639,2024-06-18 05:01:15,https://eigenphi.io/mev/bsc/tx/0x374dc9726ed001ef6a067899ddc8291bc753d58c7abcc603d681aaa5c41bf4f0,<$0.01,$0.16,$0.17
14687,2024-06-18 04:50:30,https://eigenphi.io/mev/bsc/tx/0x383f378ddbc9895da6859d1743f9b45303e58a7e5a49e6322c200be0ce6755ed,<$0.01,$0.18,$0.19
14754,2024-06-18 04:35:36,https://eigenphi.io/mev/bsc/tx/0xb2e8bd4a647b3564f4182b1d592f7bb12ed10b5af139151c12bb427ae0ce1fc4,<-$0.01,$0.33,$0.33
14758,2024-06-18 04:34:33,https://eigenphi.io/mev/bsc/tx/0x6c79c057bcb8b45062cfd5e3bb3780dae4289dff4610ec936e1cf64c5f22c17a,<-$0.01,$0.22,$0.21
14811,2024-06-18 04:21:57,https://eigenphi.io/mev/bsc/tx/0x82bc05ca65e62c4f040dac09f882c9b0da01b2331369b1cebd0e34467eefbb4b,<$0.01,$0.12,$0.12
14815,2024-06-18 04:19:15,https://eigenphi.io/mev/bsc/tx/0xf6c2ddc41d6319218f99048132a89a8f2a64ea00f7a3f94a900de6e603154533,<$0.01,$0.37,$0.37
14840,2024-06-18 04:15:27,https://eigenphi.io/mev/bsc/tx/0x3e62d4659a036a6a8a981eed0302c909af5d3ac0d64c1f495c80f96180b5dcba,<$0.01,$0.14,$0.15
14854,2024-06-18 04:12:30,https://eigenphi.io/mev/bsc/tx/0x4246253ee20ca249528619ed96854e89857cca2f66ae31f217f6609ddd4d9e21,<$0.01,$0.13,$0.13
14968,2024-06-18 03:43:06,https://eigenphi.io/mev/bsc/tx/0x4dd7888d2b51a7c115742310806a3de9a551149edc824cd0366990a66f6039e5,<-$0.01,$0.29,$0.29
14976,2024-06-18 03:41:03,https://eigenphi.io/mev/bsc/tx/0x57931a681d6e963d40d848abe859baf8c410680ec97dee7f4c3f9e516c34e890,-$0.39,$0.39,<-$0.01
15017,2024-06-18 03:31:25,https://eigenphi.io/mev/bsc/tx/0x6da4258f4d39d4845724efe98fc5148f716b43eaeccab7ed1cdbc690869a3729,<$0.01,$0.27,$0.27
15018,2024-06-18 03:31:16,https://eigenphi.io/mev/bsc/tx/0xb3667833825c4802a015847f54dc752ffcdd8633fd895520fc1efa994a1d1de2,<$0.01,$0.14,$0.15
15039,2024-06-18 03:27:53,https://eigenphi.io/mev/bsc/tx/0x752f763c50d17404f66160cf5686aa5ff7de1dd7d49031a8410c70b678dc3de3,-$0.39,$0.38,<-$0.01
15043,2024-06-18 03:27:02,https://eigenphi.io/mev/bsc/tx/0xa8b9330d68363c49f6355d3b370b70ca53632fa5fff41c525459aecc54e1893a,<$0.01,$0.23,$0.24
15046,2024-06-18 03:25:41,https://eigenphi.io/mev/bsc/tx/0xab90a3155341ae2242b220707e891030bcb2f03f45806ca2c9c77a46c571e819,<$0.01,$0.36,$0.37
15075,2024-06-18 03:19:50,https://eigenphi.io/mev/bsc/tx/0xc230634764f86f28c8263bfe812b721653daa9a5a38e455726ebee9218982368,<$0.01,$0.17,$0.18
15081,2024-06-18 03:19:26,https://eigenphi.io/mev/bsc/tx/0x93497fa602ad0f69886ce0dc6a2bdf38692e2be26f14ddf27498882ae746b22a,<$0.01,$0.19,$0.20
15136,2024-06-18 03:10:23,https://eigenphi.io/mev/bsc/tx/0x23ab5aed2432d1b2b18ea8107ae10942677b7e79329e89fd795d956e18f8db59,-$0.39,$0.38,<-$0.01
15147,2024-06-18 03:08:02,https://eigenphi.io/mev/bsc/tx/0x63fae030b44a3f80f3c00d97ddbc1819abaa8cc07891d15377cdf9b8b688bb49,<$0.01,$0.33,$0.34
15222,2024-06-18 02:56:14,https://eigenphi.io/mev/bsc/tx/0xae07b1e36b31314c420ec46e778536200671a5731f0aff018585d1a2f9499ad7,<$0.01,$0.12,$0.13
15283,2024-06-18 02:45:11,https://eigenphi.io/mev/bsc/tx/0x4573621f4d347ca8cfa8d99bb90dbc275a4f93fc28c26dc4126bcb0a56580330,<-$0.01,$0.24,$0.24
15301,2024-06-18 02:39:41,https://eigenphi.io/mev/bsc/tx/0xa974bda8923669d3b1b510def910c124eb38f7a97109f960f7cd1005d90045fc,-$0.39,$0.38,<-$0.01
15378,2024-06-18 02:21:32,https://eigenphi.io/mev/bsc/tx/0xda56d4678113c02e91e5b748ab3cae7df870725ed9ab038f23b5eee84e557981,<$0.01,$0.18,$0.19
15427,2024-06-18 02:12:02,https://eigenphi.io/mev/bsc/tx/0x8d1eef66b42f046dcca168fa04bb61910eb321b71cc46d7bd779877ca185189d,<$0.01,$0.32,$0.32
15441,2024-06-18 02:10:17,https://eigenphi.io/mev/bsc/tx/0x41ffbc83a367594d23054b798d6c846e7aff8de749e854a5c12a246b32066af0,<$0.01,$0.29,$0.29
15483,2024-06-18 02:04:38,https://eigenphi.io/mev/bsc/tx/0x7ceb1e19f68db75d7ab7684a87f7580f87e4a9b451a8a57b2bb82018d83971c7,-$0.39,$0.38,<-$0.01
15577,2024-06-18 01:48:17,https://eigenphi.io/mev/bsc/tx/0x6a116c697d85e5e901697e323f1f530a668b406178304d44b3285eabfea734fc,<$0.01,$0.15,$0.15
15578,2024-06-18 01:48:02,https://eigenphi.io/mev/bsc/tx/0x81fb146e671fbd5ff25e9ab98f942c778c5715758b1ecb2244a686998878cac9,<$0.01,$0.48,$0.48
15639,2024-06-18 01:39:02,https://eigenphi.io/mev/bsc/tx/0x5d751bf3fee7208a82b3cecbec3f3cce5de18182f9de3efc8df205b4136ffe05,<-$0.01,$0.14,$0.14
15684,2024-06-18 01:33:02,https://eigenphi.io/mev/bsc/tx/0x56b8deebe4f3d551c1189bc2f404af129688f81f10c1910e2cf873c0458537df,<$0.01,$0.16,$0.16
15705,2024-06-18 01:28:41,https://eigenphi.io/mev/bsc/tx/0x881074c92f477489ec2ce349cc13fb5f3857f237a029fbb66d65ab28eae13a82,<$0.01,$0.41,$0.41
15743,2024-06-18 01:21:32,https://eigenphi.io/mev/bsc/tx/0x3f0d35b783770f2dcc723f6df66fecbb3ac515cf6e680a568d1ab3830ae4ed21,<$0.01,$0.13,$0.13
15808,2024-06-18 01:09:47,https://eigenphi.io/mev/bsc/tx/0xebc6423576cfce08bec331e335349c05819f766c36e0ca16249a1ee2fd0da356,<$0.01,$0.26,$0.27
15834,2024-06-18 01:07:14,https://eigenphi.io/mev/bsc/tx/0x230486fb8520b051b0d78bfe9727f391f3372fe842e9beced448b003481d15b5,<$0.01,$0.45,$0.45
15836,2024-06-18 01:06:47,https://eigenphi.io/mev/bsc/tx/0x57e7af09ded817d7409525c8b3415b5f24c1ac31875f579f9c29514ea6f73f1c,<$0.01,$0.12,$0.12
15848,2024-06-18 01:05:20,https://eigenphi.io/mev/bsc/tx/0x7ecc46a00055c7bb98225d9e01a97bdde076d5fabb3bdf8f6cc17107c133c659,<$0.01,$0.13,$0.13
15909,2024-06-18 00:54:59,https://eigenphi.io/mev/bsc/tx/0x9790614079dfce8c667f1b3d890373fef3e8d0baef84d2f52fd7225c3f0ee125,<$0.01,$0.19,$0.20
15925,2024-06-18 00:51:35,https://eigenphi.io/mev/bsc/tx/0xce39f447c0c15c84e723684772b46e7f9d2fc86a843b92ef16ad4fb286f9e708,<$0.01,$0.13,$0.13
15934,2024-06-18 00:50:38,https://eigenphi.io/mev/bsc/tx/0x7ca1d41f4aac0295115f13a3d4ffd0b5792520c2b6ffebdd48e591e170083333,<$0.01,$0.16,$0.16
15989,2024-06-18 00:43:44,https://eigenphi.io/mev/bsc/tx/0x954c79d06e89f4d800fc79e22bdc8b9e38c20d4349a93093fe3713c3848cb027,<-$0.01,$0.25,$0.25
16062,2024-06-18 00:31:05,https://eigenphi.io/mev/bsc/tx/0x4182cdf38224b066dc5a7dbce5f0efddb22c6aa41a7482a7bee0bb0cf58da34e,<$0.01,$0.20,$0.20
16072,2024-06-18 00:29:47,https://eigenphi.io/mev/bsc/tx/0xc76bf8c13fba98dc04b0f5c2556478bf6e3e40072097cc2ed0c1cc3765668051,<$0.01,$0.32,$0.32
16145,2024-06-18 00:19:26,https://eigenphi.io/mev/bsc/tx/0x6d56073bcb41298e61129864a62691d974dc946f5b19b5dfa982e6daf6eb13c5,<$0.01,$0.13,$0.14
16198,2024-06-18 00:10:47,https://eigenphi.io/mev/bsc/tx/0x3f00bf79855250caba688eb952d96d1fdcaaa1044fe5a2301c61a0b7d7b2bd0e,<$0.01,$0.19,$0.20
16204,2024-06-18 00:10:35,https://eigenphi.io/mev/bsc/tx/0xe7c1a03579452e2669304b2e6208c972bf5b6db1a0a75bf432ee0a4873f5013c,<-$0.01,$0.26,$0.26
16262,2024-06-18 00:00:02,https://eigenphi.io/mev/bsc/tx/0x84928ec152208b5fc2b53acb2b21d5bd1a12cfd82c23b03b16338bf7b86c1e62,<$0.01,$0.11,$0.12
39978,2024-06-20 23:59:04,https://eigenphi.io/mev/bsc/tx/0x8d4747b9e22ca44c176379b000f18fea6491c35347485346b61cc58f797a7fd2,<$0.01,$0.29,$0.29
40121,2024-06-20 23:32:19,https://eigenphi.io/mev/bsc/tx/0x3a78401914062541c132af8e4f1326589310cc2b150a26e22fbeaca6158aad25,<$0.01,$1.67,$1.68
40270,2024-06-20 23:02:28,https://eigenphi.io/mev/bsc/tx/0x405e335a2bd3e885319c4a3b7cc850cca507c9df535d8581ba5d74e4cd95e666,<$0.01,$0.14,$0.15
40348,2024-06-20 22:47:28,https://eigenphi.io/mev/bsc/tx/0xbe522fce46410b556c8fb1c19264cfa5388b845335bb878cae090a951ec715e0,<$0.01,$0.14,$0.14
40354,2024-06-20 22:46:34,https://eigenphi.io/mev/bsc/tx/0x2725d71c74adfeb1fc81be7228615b465ab56bc6066826b1b18785f6a5313dec,<-$0.01,$0.43,$0.42
40418,2024-06-20 22:31:45,https://eigenphi.io/mev/bsc/tx/0x50e336437db9ab835585c5f9206cf5ce0c5bb6d268078f5ac76dfcd67669bfa5,<$0.01,$0.16,$0.17
40460,2024-06-20 22:25:04,https://eigenphi.io/mev/bsc/tx/0x5105a51f4a198d06bee9375ee7ca93151e87951085bffb45e533acf4d27b42ce,<$0.01,$0.13,$0.13
40477,2024-06-20 22:22:31,https://eigenphi.io/mev/bsc/tx/0x82562977dd981e3b8490ad7766f36c03bef8b0fd5f1067ba99d4786f07785c79,<-$0.01,$0.30,$0.29
40643,2024-06-20 21:58:47,https://eigenphi.io/mev/bsc/tx/0xeda713125ba3753f21eb84f0b5b132acf5d5f0ed9cb0aaa5f12d53863582a5eb,<$0.01,$0.30,$0.31
40733,2024-06-20 21:39:50,https://eigenphi.io/mev/bsc/tx/0x6a603655b83f3013bf6dca7b146487c6edbb2fd782ea401d57aef5e8870c3354,<$0.01,$0.48,$0.48
40746,2024-06-20 21:38:44,https://eigenphi.io/mev/bsc/tx/0xfb89ff42415f7d6567a22efbd5c4de0c43e2c6ee688986b75e868ecc61cf6a6c,<$0.01,$0.14,$0.14
40749,2024-06-20 21:38:02,https://eigenphi.io/mev/bsc/tx/0xabaca47bf3ff8dbea66b384b91e6dcf6a44c16dd737def9b38687762dec8b6b8,<$0.01,$0.11,$0.12
40783,2024-06-20 21:32:08,https://eigenphi.io/mev/bsc/tx/0xc2720e9a827334794928335f48024dc4d50c976336246944a2e07a19ee4ffb7e,<-$0.01,$0.20,$0.20
40872,2024-06-20 21:20:21,https://eigenphi.io/mev/bsc/tx/0x778e789d42eb595e6e03ad30dcf063fb215f19c865417ef10c3829ed5f35a8d9,<$0.01,$0.22,$0.23
40881,2024-06-20 21:19:14,https://eigenphi.io/mev/bsc/tx/0xabc470143631f9fa49af092891cb74e8a5885d76eb8e3cbfb1e602741785e5da,<$0.01,$0.14,$0.14
40906,2024-06-20 21:14:50,https://eigenphi.io/mev/bsc/tx/0x61dc263e6c4c1a2204d7af005ed0430acaf38425c2be5796e4cfa46cfef8d707,<$0.01,$0.39,$0.39
40991,2024-06-20 21:03:25,https://eigenphi.io/mev/bsc/tx/0xd3ae0c7fee13a7f797a1bcf27f90e8d8791e97e47e55e76a2783c4f168ffae80,<$0.01,$0.17,$0.17
41010,2024-06-20 20:59:31,https://eigenphi.io/mev/bsc/tx/0x297d6e7f019984c0eaece30116bd48d4e36962f4d9dbe58404cf02357d030cb9,<$0.01,$0.51,$0.52
41019,2024-06-20 20:57:25,https://eigenphi.io/mev/bsc/tx/0x15c644f3c3a8b4671268ebbed5881a861897e29fbdb2c0f248b7968302b0fa0f,<-$0.01,$0.15,$0.15
41076,2024-06-20 20:47:47,https://eigenphi.io/mev/bsc/tx/0x6fc4a279b8c56058b54ae3f3f975acf3271cb9c89e59795ea242c3bc069c7dd5,<$0.01,$0.17,$0.17
41274,2024-06-20 20:21:30,https://eigenphi.io/mev/bsc/tx/0xd776c18d019c1d70af69942e0f2a53e4bbca7a86beb2f61a51aa55454fb1ac66,<$0.01,$0.16,$0.17
41314,2024-06-20 20:18:18,https://eigenphi.io/mev/bsc/tx/0xe5bb2c636104009fe5833422644b4f058ceacd515df4c03f59d4b6e92eef0b73,<-$0.01,$0.17,$0.16
41459,2024-06-20 19:48:03,https://eigenphi.io/mev/bsc/tx/0x5b9e2013690a3064e0c89e53c2559c94dd5309964dc618b574bd263a4233d5ba,<$0.01,$0.22,$0.23
41573,2024-06-20 19:20:55,https://eigenphi.io/mev/bsc/tx/0x1a164de7ad5923aa4c05fc5dba48008da2b0fd31a227d88589f8f3d6e693003c,<$0.01,$0.57,$0.58
41605,2024-06-20 19:12:10,https://eigenphi.io/mev/bsc/tx/0xdd4be0ec15d19c6f47032006dc4c08ef332e6c69ffec7cce8a9387c883259771,<$0.01,$0.21,$0.21
41613,2024-06-20 19:10:16,https://eigenphi.io/mev/bsc/tx/0x3862ff47185a8a163fa4f2370fac9df819d9939c6a30b42806dcc11b910ae879,<$0.01,$0.23,$0.24
41616,2024-06-20 19:10:13,https://eigenphi.io/mev/bsc/tx/0x93c8718a232e1f4108365b0b2391d070cc4f72fe2c4de6304c510580113e5719,<-$0.01,$1.03,$1.02
41623,2024-06-20 19:09:08,https://eigenphi.io/mev/bsc/tx/0x1d03392dc5b59e2ac31ce732ac6271cc106d714e27a90853728e06f009974ea7,<$0.01,$0.15,$0.16
41633,2024-06-20 19:07:16,https://eigenphi.io/mev/bsc/tx/0xe385e75841db0036a3245743435245ba250c9c9d89e9ccef530ed368ea0782e5,-$0.13,$0.13,<$0.01
41778,2024-06-20 18:44:51,https://eigenphi.io/mev/bsc/tx/0xedd88b4e20c0f8e26fb97f2158579d1e8807bb3d8b8c32aba565ca2ec9b19584,<$0.01,$0.16,$0.16
41787,2024-06-20 18:43:41,https://eigenphi.io/mev/bsc/tx/0xb9fda2f437bb891d0e4ade017162a530aa4954333d45968a346f0aa91fc399e3,<$0.01,$0.28,$0.29
41800,2024-06-20 18:41:27,https://eigenphi.io/mev/bsc/tx/0x7156f9e59cec45ee59ac42329bfc3e1298a300250a76a1570983646bbfc28c0a,<$0.01,$0.35,$0.36
41827,2024-06-20 18:38:20,https://eigenphi.io/mev/bsc/tx/0xfcb9bc2d07624edcabb97b3d7a5eae12489ee281df108afc3e6e9b11963687f2,<$0.01,$0.16,$0.16
41986,2024-06-20 18:13:07,https://eigenphi.io/mev/bsc/tx/0x69e11dc0110beb200f49aa2fb5aae7f1e26dd23188e9685ac09b9b1c8d5d0cd8,-$0.24,$0.25,<$0.01
42008,2024-06-20 18:09:03,https://eigenphi.io/mev/bsc/tx/0xd5199290daff184fa3d6c8a0f9c9a0923761e483ffcf88918485c36f7e97c7b4,<$0.01,$0.29,$0.30
42011,2024-06-20 18:08:42,https://eigenphi.io/mev/bsc/tx/0xdb826be40bdc9739fbd38ea945eb16e6bd486715afe4729799928dc8005fab77,<-$0.01,$0.25,$0.25
42083,2024-06-20 17:58:24,https://eigenphi.io/mev/bsc/tx/0x1a055e5c284a62418756b2f9937cb5f579810adb9cdf647c069c98f155d3c2a3,<-$0.01,$0.30,$0.30
42166,2024-06-20 17:44:44,https://eigenphi.io/mev/bsc/tx/0x2235edf338b506c5d37529a9ad9b1391afe141b95f8da7ded388fef0ec8fb39b,<$0.01,$0.20,$0.20
42272,2024-06-20 17:30:42,https://eigenphi.io/mev/bsc/tx/0x15b5462ba115300d48b3d5279029be04c4464f6aa8c7e9e9aef06f17700f18fc,<-$0.01,$0.29,$0.28
42302,2024-06-20 17:25:47,https://eigenphi.io/mev/bsc/tx/0xf8e5febe5e02f6afe04d0a592226774bedec88770ebc2e28a68c409365b5be02,<$0.01,$0.12,$0.12
42319,2024-06-20 17:23:39,https://eigenphi.io/mev/bsc/tx/0xa63cd5ae09f0afb4e00b49c0005babee3e6d724a21cf7ba609b56cd98de0ade7,<$0.01,$0.17,$0.18
42343,2024-06-20 17:19:15,https://eigenphi.io/mev/bsc/tx/0xb41c811991257ae30cd23776a33738f8d119a2f974dfa51b6c7fc75f830dab47,<-$0.01,$0.49,$0.48
42347,2024-06-20 17:18:27,https://eigenphi.io/mev/bsc/tx/0xe48f12bedffe50a18e6dfd285251ab7826f3aad3a56dc06b57e97212c8a5c591,<$0.01,$0.51,$0.51
42398,2024-06-20 17:11:00,https://eigenphi.io/mev/bsc/tx/0x4212d613ac04dcbcdeb6498c4ad6a041adb1899fe8368a07e55cec6a9e2041db,<$0.01,$0.38,$0.38
42570,2024-06-20 16:33:59,https://eigenphi.io/mev/bsc/tx/0x38db783d33536a7f551165069b509edad794044987ac2eae9840b2342d76b9bd,<-$0.01,$0.17,$0.16
42638,2024-06-20 16:15:39,https://eigenphi.io/mev/bsc/tx/0xd7d2b874670507c91521840e8ea3adb5072988dd7a0363c797c55faf8dafbfce,<-$0.01,$0.20,$0.19
42951,2024-06-20 14:01:33,https://eigenphi.io/mev/bsc/tx/0x9c9ddcd11aebf5aed9e07d881ea08d35e29390081de15e9d48aa09f1e200b4de,<$0.01,$0.15,$0.15
43101,2024-06-20 13:23:15,https://eigenphi.io/mev/bsc/tx/0x6e8653be60e707761f234e53f98684047f4eb80fb984277080034089c79c9807,<$0.01,$0.14,$0.14
43136,2024-06-20 13:14:24,https://eigenphi.io/mev/bsc/tx/0x4914a45d0e30938486c08acf92c4257aaffd3da74ba3e11d0669a96c012ac449,<$0.01,$0.30,$0.30
43141,2024-06-20 13:12:33,https://eigenphi.io/mev/bsc/tx/0x8b3895a974b58cbe698b7867634460107bfcf0abc8c5993776045005faa66632,<$0.01,$0.53,$0.53
43156,2024-06-20 13:08:48,https://eigenphi.io/mev/bsc/tx/0xf822bc7587ca040ced22dd2e4c232da267f9f7bf83c745abaa3e8f11853485fd,<$0.01,$0.11,$0.12
43192,2024-06-20 12:58:51,https://eigenphi.io/mev/bsc/tx/0xe247b62f10eda79d856bb540c9c82a4c714efcb6b3d269135e561f291f0f409b,<$0.01,$0.13,$0.13
43215,2024-06-20 12:53:03,https://eigenphi.io/mev/bsc/tx/0x5c0d4854777b4fcd0353bc2d7a4d3cdc4e9407b578ae92b6e4a137dfe58c81f1,<$0.01,$0.22,$0.23
43305,2024-06-20 12:30:30,https://eigenphi.io/mev/bsc/tx/0x52d378f463c747d1af50bb833c1646e95059d969126158c4055108e5e748ac04,<$0.01,$0.63,$0.63
43427,2024-06-20 11:46:33,https://eigenphi.io/mev/bsc/tx/0x9660284605773cbe55d5c47a43e13b1ea045455578d28cddf6cddcbf22d16cf9,<$0.01,$0.18,$0.19
43465,2024-06-20 11:34:36,https://eigenphi.io/mev/bsc/tx/0x90a501f72d363b57549b4115e3c514465fbbb22e90494a7ae95e6d3d0e2fb63d,<-$0.01,$0.91,$0.91
43468,2024-06-20 11:32:30,https://eigenphi.io/mev/bsc/tx/0x393e2e3eba43cf3ee51bb6ca4cd21e87d465ce57e81d88f0d75c40a9adc915b1,<-$0.01,$1.67,$1.67
43486,2024-06-20 11:27:09,https://eigenphi.io/mev/bsc/tx/0x315aa803a87dec828e6e794da70cd38a0e090ea0066b53242fa9576459708521,<$0.01,$0.18,$0.19
43587,2024-06-20 11:04:54,https://eigenphi.io/mev/bsc/tx/0x5fc4f150025249b667fed9221f9e7451b650f7182a5b6f2c5b160fea95fda65f,<$0.01,$0.15,$0.16
