Time,Tx,Transaction Hash URL,Token,Profit,Cost,Revenue
2024-06-21 23:58:51,0x756…51004,https://eigenphi.io/mev/bsc/tx/0x7560434b63ca794bc502afc0f922b478e6f204143993347a7bdc971c43851004,"…
…",$3.93,$0.47,$4.41
2024-06-21 23:58:48,0x7e0…af6af,https://eigenphi.io/mev/bsc/tx/0x7e0c15d31e006a671fc21f1472489109b42a43d533e556030644067344aaf6af,"…
…",$2.54,$17.21,$19.76
2024-06-21 23:58:42,0x80b…d3a42,https://eigenphi.io/mev/bsc/tx/0x80bebc8b17db791bbcc6c45aa0c717c8496b0f5f422a0aeec0a1a421d30d3a42,"…
…",$1.17,$0.75,$1.92
2024-06-21 23:58:36,0xa14…fdcb4,https://eigenphi.io/mev/bsc/tx/0xa1424fa77de8cb37b009b2b4a0f4dcd00c499bcc591f06f5dcadd6dd322fdcb4,"…
…",$0.64,$0.13,$0.77
2024-06-21 23:57:48,0xebf…0a6e0,https://eigenphi.io/mev/bsc/tx/0xebfcc8d6fa93b56b77c64e156a9bfc438fefae4b6a9df3c85ba96132ba40a6e0,"…
…",$7.12,$2.94,$10.06
2024-06-21 23:57:27,0x141…36780,https://eigenphi.io/mev/bsc/tx/0x141fb2ba36027332f748cd6df9a98116a8a2220c77c67d126ce115e53d336780,"…
…",$73.20,$2.79,$75.99
2024-06-21 23:57:27,0xf2f…d9918,https://eigenphi.io/mev/bsc/tx/0xf2f3e962dde754f051a986399daa3e2a9e2d475e1ed7ae9dc28927b8039d9918,"…
…",$0.94,$0.50,$1.45
2024-06-21 23:57:12,0xaf8…b8111,https://eigenphi.io/mev/bsc/tx/0xaf8d2043d912dcb61cd12060cb4b544592cc4ed7e5221e2ad4cf2bb8087b8111,"…
…",$2.39,$1.97,$4.36
2024-06-21 23:56:48,0x80c…a4d37,https://eigenphi.io/mev/bsc/tx/0x80cb99ea33bce8cf050faab6b6d7c02bd1d4a84f65f5e310d8c5a59a9e4a4d37,"…
…",$4.18,$0.20,$4.38
2024-06-21 23:56:30,0x981…b359a,https://eigenphi.io/mev/bsc/tx/0x981ed383643282f9de0246bab6bdaa4834b953ae6b3c2a2f735cecf7920b359a,"…
…",$1.14,$0.27,$1.41
"a few seconds ago
items per page:
0 - 10",,,,,,
2024-06-21 23:56:30,0x711…c3d9f,https://eigenphi.io/mev/bsc/tx/0x711c9bed114b7f8b1ded140a019fb6956afaf85a6d864b1eb65ef40ade4c3d9f,"…
…",$2.75,$0.24,$2.99
2024-06-21 23:55:20,0x2c5…3064e,https://eigenphi.io/mev/bsc/tx/0x2c598560c5254e72273e3a305b171cef80b453a5aa6b9a6c19d35314ec03064e,"…
…",$1.27,$0.14,$1.41
2024-06-21 23:54:23,0x673…fa493,https://eigenphi.io/mev/bsc/tx/0x673a6df7d792d62eaaadddcc68c398224cdbf685798147f3b9a51da5af4fa493,"…
…",$1.03,$0.23,$1.26
2024-06-21 23:54:08,0xe82…4ebca,https://eigenphi.io/mev/bsc/tx/0xe82c154ec44d06b5e9f80db081dd43891a1dc4c408672f722f9703d23704ebca,"…
…",$70.15,$1.12,$71.27
2024-06-21 23:54:08,0x30a…b77e9,https://eigenphi.io/mev/bsc/tx/0x30adafb3ab4dd4692991c98dcd59c8e41f0fc040e011cddbf3813b5c1b4b77e9,"…
…",$3.08,$0.48,$3.56
2024-06-21 23:53:39,0xe33…b1422,https://eigenphi.io/mev/bsc/tx/0xe3380ad1ee28248d6c7ef3f918532ce78013f844fc70d9f7dc755d87e36b1422,"…
…",$1.55,$0.18,$1.74
2024-06-21 23:53:24,0x786…31ea2,https://eigenphi.io/mev/bsc/tx/0x78649cbf789feec343223f3548af63b695a3cf72f67a1f86e0abe067fe731ea2,"…
…",$0.04,$0.12,$0.16
