Time,Tx,Transaction Hash URL,Token,Profit,Cost,Revenue
2024-06-19 23:59:58,0x768…92c13,https://eigenphi.io/mev/bsc/tx/0x76850ad5f47f60b8033dc2a85fb45fdba984c849be5a1b36633c589893092c13,"…
…",$0.98,$0.33,$1.31
2024-06-19 23:59:55,0xfee…ebdd7,https://eigenphi.io/mev/bsc/tx/0xfee489179516e6deb286ca4075b187be34d6433667c44c9b49f7aff0c9febdd7,"…
…",$0.38,$0.26,$0.64
2024-06-19 23:59:49,0xa28…08777,https://eigenphi.io/mev/bsc/tx/0xa2842358931637035fe57cd716b3e0fe46000b4b8b769913a390f925fdc08777,"…
…",$9.74,$0.16,$9.90
2024-06-19 23:59:43,0x438…d6f33,https://eigenphi.io/mev/bsc/tx/0x4387d783f4f1b843c3f0fc24290b6080be3de24e9aa1344587e7ff35dbcd6f33,"…
…",$34.88,$0.19,$35.07
2024-06-19 23:59:34,0x0ac…b300d,https://eigenphi.io/mev/bsc/tx/0x0ac5cbbb72fea5e8c82264968f16fdf183aba38eeb6783fa3a197d30aa1b300d,"…
…",$0.04,$0.72,$0.76
2024-06-19 23:59:19,0xad8…e546f,https://eigenphi.io/mev/bsc/tx/0xad843e38a14c84306b17b563e214bc9158653d5f969567e21ee040572a8e546f,"…
…",$8.93,$0.26,$9.19
2024-06-19 23:59:16,0xcaa…c0196,https://eigenphi.io/mev/bsc/tx/0xcaa0f9f091700c19bbc805ed06fe0915ca9eddf1585f2ecf32e29ed631fc0196,"…
…",$96.30,$0.66,$96.96
2024-06-19 23:58:55,0xe03…ec7e7,https://eigenphi.io/mev/bsc/tx/0xe035a76fd7ff97e6f128a538c6470b18ed54467c45066c87d37c68a0597ec7e7,"…
…",$3.31,$0.29,$3.60
2024-06-19 23:58:55,0xa82…2c86c,https://eigenphi.io/mev/bsc/tx/0xa82bffe6f1410555141395db07db9fb0d693d30cbbc6e007fc634139e2b2c86c,"…
…",$1.11,$0.24,$1.35
2024-06-19 23:58:40,0x847…3f829,https://eigenphi.io/mev/bsc/tx/0x84735a1699a820feb09de7cc7d4a42174c3f8e99f078c809502e912ece33f829,"…
…",$0.17,$5.44,$5.61
"a few seconds ago
items per page:
0 - 10",,,,,,
2024-06-19 23:58:31,0xefb…8ebb4,https://eigenphi.io/mev/bsc/tx/0xefbd2318b5f1a6747d8521dd9257837687877f1dece6da24fe9b4bb9ab78ebb4,"…
…",$0.10,$0.35,$0.45
2024-06-19 23:58:25,0xa60…2086f,https://eigenphi.io/mev/bsc/tx/0xa60741b73ff7227f965557913616cd4b02724b2c50b42971164f3f28f0b2086f,"…
…",$0.18,$3.28,$3.46
