Time,Tx,Transaction Hash URL,Token,Profit,Cost,Revenue
2024-06-21 23:59:59,0xe40…f0e91,https://eigenphi.io/mev/ethereum/tx/0xe409e6e405741bad5d4c16f71a7f2bf53cf678f0a4fb8bed8c187473d74f0e91,"…
…",<$0.01,$27.09,$27.09
2024-06-21 23:59:47,0x4f0…55bb1,https://eigenphi.io/mev/ethereum/tx/0x4f05e63ffd1219b24eaeff5382ccb3757a2008482662a1f39c0d6d2e74655bb1,"…
…",$0.08,$7.79,$7.87
2024-06-21 23:59:35,0x744…a9d2d,https://eigenphi.io/mev/ethereum/tx/0x74482206fcdc608897c714317f049ab6225788bd237f1176c05ced420b9a9d2d,"…
…",$8.65,$38.39,$47.04
2024-06-21 23:59:11,0x3fa…63cc1,https://eigenphi.io/mev/ethereum/tx/0x3fac674e87baf5fe7113990844bd25a3bb1b61154f2c5ead6f5f157ab7b63cc1,"…
…",<$0.01,$6.67,$6.67
2024-06-21 23:58:11,0x3aa…f90e7,https://eigenphi.io/mev/ethereum/tx/0x3aafc66f9241fd20f79a5096a40bd42b7a7dc274b6c02b5bde54ebc4ce4f90e7,"…
…",<$0.01,$8.24,$8.24
2024-06-21 23:57:59,0xa64…8f3bd,https://eigenphi.io/mev/ethereum/tx/0xa645aecde9c9a7fb898a03425e46dec2f99b04c290a0bcb4a565c539c6c8f3bd,"…
…",$2.03,$25.77,$27.80
2024-06-21 23:56:59,0xb37…44da0,https://eigenphi.io/mev/ethereum/tx/0xb37fad245866f0614acd8b68e0b1bd2e2023fc8c20cc5e74dc00979255144da0,"…
…",$1.86,$19.62,$21.49
2024-06-21 23:56:47,0xf99…fb410,https://eigenphi.io/mev/ethereum/tx/0xf99ba31ae4412fd94c0d9499c7cd70a100acaa9c13515b7e11782c97161fb410,"…
…",$4.66,$56.90,$61.56
2024-06-21 23:56:35,0xaeb…afe82,https://eigenphi.io/mev/ethereum/tx/0xaeb79c8bc898f702e2533d6076dd7952de3ebe862a4d5e13031c7a6da07afe82,"…
…",<$0.01,$179.82,$179.82
2024-06-21 23:56:23,0xb60…8bec4,https://eigenphi.io/mev/ethereum/tx/0xb60bff4311e9aba0034ace68894f1ee24cf0f93c1d4e97aa4b82c21a8548bec4,"…
…",$1.76,$6.80,$8.55
"a few seconds ago
items per page:
0 - 10",,,,,,
2024-06-21 23:55:47,0xb72…58118,https://eigenphi.io/mev/ethereum/tx/0xb72f145f3abfb5809fbc1854f957f07b3cfd71a93f51daebe0ad13501fd58118,"…
…",-$0.03,$5.80,$5.77
2024-06-21 23:55:35,0xd3f…8c3e0,https://eigenphi.io/mev/ethereum/tx/0xd3fbf5e52b34565eb9a19ce5abbec78b04a8915ccbb7e0a0687e8d79a778c3e0,"…
…",$0.16,$15.85,$16.01
2024-06-21 23:55:11,0xde8…d2a22,https://eigenphi.io/mev/ethereum/tx/0xde88f00b9e0a2655023677fe0616238b666f5c724c3f53175ca5e1f7dd0d2a22,"…
…",$3.24,$45.26,$48.50
2024-06-21 23:54:47,0x08d…d879b,https://eigenphi.io/mev/ethereum/tx/0x08d7f46ed78976f67eac98f22daa89b6d7d6d1444f8da0da11c7a0e316dd879b,"…
…",$2.58,$19.26,$21.84
2024-06-21 23:53:59,0x875…7fc5e,https://eigenphi.io/mev/ethereum/tx/0x875d49dd0e0c667a44a58bdd274ee6c5f09ec706fbc5273b1c46d7810bf7fc5e,"…
…",<$0.01,$50.78,$50.78
2024-06-21 23:53:47,0x8da…f5e6c,https://eigenphi.io/mev/ethereum/tx/0x8dafe5a2bf285519893f23207aa43fba71f94e8a80c34ad95f4412c4ba7f5e6c,"…
…",$2.24,$49.18,$51.42
2024-06-21 23:53:35,0x219…4aca4,https://eigenphi.io/mev/ethereum/tx/0x219c2c226e928755e7d291a4f1161548be8ff1eb8218254b7b235d094104aca4,"…
…",<$0.01,$39.97,$39.98
2024-06-21 23:53:23,0xba8…00650,https://eigenphi.io/mev/ethereum/tx/0xba8c5bb8520f4e2b7579e6446673eda43853798f425020cf7f6092cfd4800650,"…
…",$0.90,$28.34,$29.24
2024-06-21 23:53:11,0x4c4…0e725,https://eigenphi.io/mev/ethereum/tx/0x4c46e801647c1f7583a1cd05e13e67684b977fba8d0f5f3164f9142df700e725,"…
…",-$0.03,$6.35,$6.32
2024-06-21 23:52:47,0xf94…a2554,https://eigenphi.io/mev/ethereum/tx/0xf9465d97a2bbf855a9af9b32cb7c90503314179dc10b30a18da0653b8a9a2554,"…
…",$1.01,$201.18,$202.19
"a few seconds ago
items per page:
10 - 20",,,,,,
2024-06-21 23:51:47,0xb30…92083,https://eigenphi.io/mev/ethereum/tx/0xb30f3742c17c6d7d93f7043cea9d7ff1286ff8bce4e221b8a2fdc664fe292083,"…
…",$1.98,$25.34,$27.32
2024-06-21 23:50:59,0xf43…85385,https://eigenphi.io/mev/ethereum/tx/0xf436962f40bdad7b5097efa4aafea2902194033e91bfc85e8f521da4a4285385,"…
…",$3.14,$311.29,$314.43
2024-06-21 23:50:35,0xa15…abe00,https://eigenphi.io/mev/ethereum/tx/0xa152228d1f0e846cd8e96c0893dce2d50e0474254f258edab185d577c71abe00,"…
…",$2.15,$103.59,$105.74
2024-06-21 23:50:35,0x508…09634,https://eigenphi.io/mev/ethereum/tx/0x5085ef5e7defcb32f7869efa2aa4ec29b2a5814767e42573f566261a04a09634,"…
…",<$0.01,$69.45,$69.46
2024-06-21 23:50:35,0x341…3b42c,https://eigenphi.io/mev/ethereum/tx/0x3416741503b9805a57011ecd6168df5b78584693277d6d17ff00ce5603e3b42c,"…
…",$1.22,$120.94,$122.16
2024-06-21 23:49:59,0x934…f9ed0,https://eigenphi.io/mev/ethereum/tx/0x93400a23147b2123bff14c773ff9a4b81667f93932e2ec2fc5c34de131df9ed0,"…
…",<$0.01,$28.43,$28.43
2024-06-21 23:49:11,0x6c4…678e3,https://eigenphi.io/mev/ethereum/tx/0x6c4ed854f265c426295aecb5f8b18308e89b189b3dddef64b91c0c8bb20678e3,"…
…",<$0.01,$26.51,$26.51
2024-06-21 23:48:35,0x126…7b0af,https://eigenphi.io/mev/ethereum/tx/0x12623fdfc18db7ee4c9e6057c35a3c810c64f886da361eed05c72aac6dd7b0af,"…
…",$1.25,$50.80,$52.05
2024-06-21 23:48:11,0x9e2…a0ecc,https://eigenphi.io/mev/ethereum/tx/0x9e2f185b6726161bc25f45cf7bdf8ed62d1f1a406240ad71095bbd476dea0ecc,"…
…",$3.54,$33.72,$37.26
2024-06-21 23:47:59,0x0be…67fa3,https://eigenphi.io/mev/ethereum/tx/0x0befe4559eb0d9d0985653f41a793cbee79a92793b0857f2e0919f85f9b67fa3,"…
…",$5.85,$65.77,$71.62
"a few seconds ago
items per page:
20 - 30",,,,,,
2024-06-21 23:47:35,0x09d…1a691,https://eigenphi.io/mev/ethereum/tx/0x09d95f46dd6776717912f46491a6c284f3acf6197d94b764b433642ac7f1a691,"…
…",$0.04,$390.58,$390.62
