Time,Tx,Transaction Hash URL,Token,Profit,Cost,Revenue
2024-06-17 23:59:23,0xce0…fa910,https://eigenphi.io/mev/ethereum/tx/0xce04e5b91ad6b57015a542ae9ba518b59b95abf820a8446af3d081d0bb6fa910,"…
…",<$0.01,$18.68,$18.68
2024-06-17 23:59:11,0xeb9…a209a,https://eigenphi.io/mev/ethereum/tx/0xeb913d33deafaa9a8ee74fc963d5b92470d0c9aaeb35c1db54640ea3b71a209a,"…
…",$2.59,$255.94,$258.53
2024-06-17 23:58:59,0xf10…256f9,https://eigenphi.io/mev/ethereum/tx/0xf108112e6b95191de929e7dcd5b7c673db1fea8c4cc7eb9fff9e7d0a1c4256f9,"…
…",$59.79,$61.46,$121.25
2024-06-17 23:58:47,0x659…21dfc,https://eigenphi.io/mev/ethereum/tx/0x6592cdd721562abeea801a987d020853e2197c95127b296f9e3d162188721dfc,"…
…",-$0.71,$74.06,$73.35
2024-06-17 23:58:35,0x3d5…93a45,https://eigenphi.io/mev/ethereum/tx/0x3d5d929413f467746d178bd52473872f73b43dc167ee2da63518fcec79c93a45,"…
…",$0.01,$21.82,$21.83
2024-06-17 23:58:23,0x1e4…eb9e0,https://eigenphi.io/mev/ethereum/tx/0x1e42ba7eac6801ad2e8e416e6e10dc68832097e4a3bfd8c24fd438543f0eb9e0,"…
…",$2.22,$62.44,$64.66
2024-06-17 23:57:59,0xe75…1ed23,https://eigenphi.io/mev/ethereum/tx/0xe752ae2ff0b75bc6fa8071c7184524e5f29257902cbe08e57e2259a3a561ed23,"…
…",$0.09,$841.93,$842.02
2024-06-17 23:57:47,0xc5e…085af,https://eigenphi.io/mev/ethereum/tx/0xc5e7d1ed86cb9f9f689f83964957cf130d6d4b4e99b57319f5c2e750ba8085af,"…
…",$0.35,"$3,456.62","$3,456.96"
2024-06-17 23:57:35,0x432…b8504,https://eigenphi.io/mev/ethereum/tx/0x4323f34445e599549bcaea691ea7af203bb7b1683f50d7582c30fc7b7a2b8504,"…
…",$1.30,$47.21,$48.51
2024-06-17 23:56:47,0x277…9fdbe,https://eigenphi.io/mev/ethereum/tx/0x2771e1075186e8912aa3fb29dd6514ca9955dd3b30a00946d7b849905f69fdbe,"…
…",$1.31,$24.30,$25.62
"a few seconds ago
items per page:
0 - 10",,,,,,
