Time,Tx,Transaction Hash URL,Token,Profit,Cost,Revenue
2024-06-19 23:59:59,0xe5f…79d45,https://eigenphi.io/mev/ethereum/tx/0xe5f570b51cc09bcd052b4c3ea2345b84cff36d6d8afc08194103f5073e379d45,"…
…",$39.43,$39.09,$78.52
2024-06-19 23:59:47,0xba9…d5371,https://eigenphi.io/mev/ethereum/tx/0xba93b5a2c674b5bd7c4b934811136b902fcd4bebe0e689acf8365df7146d5371,"…
…",<$0.01,$22.93,$22.93
2024-06-19 23:59:35,0xe6a…2d73d,https://eigenphi.io/mev/ethereum/tx/0xe6a0142a012c30a1027cf5a8e8796dfefe1331559e0c2524c01d0c3beb92d73d,"…
…",$1.88,$41.57,$43.45
2024-06-19 23:59:23,0x7c7…1975d,https://eigenphi.io/mev/ethereum/tx/0x7c77ab9f6141ae06a94359c2526cf3720217b3064e45142da1d6a5eb01e1975d,"…
…",$1.60,$47.48,$49.08
2024-06-19 23:59:11,0x271…b5a37,https://eigenphi.io/mev/ethereum/tx/0x271a2c447d9f765844cfe98e53c18471d5ff91c632385565ae06dc8e59ab5a37,"…
…",<$0.01,$18.37,$18.37
2024-06-19 23:58:59,0xcc3…7b863,https://eigenphi.io/mev/ethereum/tx/0xcc342e5d66b3e0c567a862bd2722d2752b005794487f48eb970fd0e20137b863,"…
…",-$9.35,$9.35,<$0.01
2024-06-19 23:58:59,0x4b6…7f6c9,https://eigenphi.io/mev/ethereum/tx/0x4b666e5bbd6bec091e3991122add50deab3a039cfde8cc319733f85cc0f7f6c9,"…
…",$0.02,$32.20,$32.23
2024-06-19 23:58:35,0xbc9…e4f87,https://eigenphi.io/mev/ethereum/tx/0xbc92590c4b7457bcbca4f94e2f27544a0b9949a07693c94c067ae8ad2b1e4f87,"…
…",$12.95,$21.08,$34.03
2024-06-19 23:58:35,0x211…68699,https://eigenphi.io/mev/ethereum/tx/0x211720f4624af790d4c12231abc02037387965afe1dfad1d5169b95852468699,"…
…",$6.25,$34.42,$40.67
2024-06-19 23:58:23,0x046…4fd93,https://eigenphi.io/mev/ethereum/tx/0x046ae0a6842cc9a1214b892a51ebc30d5dcafdc3187ef99eeed31e871054fd93,"…
…",-$3.51,$68.59,$65.08
"a few seconds ago
items per page:
0 - 10",,,,,,
2024-06-19 23:57:47,0x27a…d1463,https://eigenphi.io/mev/ethereum/tx/0x27a7a718502e1b13145e3d850cf7509f5f89c235759c8018486330970b5d1463,"…
…",$3.51,"$1,462.01","$1,465.52"
2024-06-19 23:57:23,0xffb…3df3e,https://eigenphi.io/mev/ethereum/tx/0xffb827e7ea0ed21cc5c08dd3a0df29dfd4218a4ecef11eb9c9e769813a13df3e,"…
…",-$0.03,$30.89,$30.85
2024-06-19 23:57:11,0xa2c…150c1,https://eigenphi.io/mev/ethereum/tx/0xa2c5a92861d9b03f485a7b48909fc1bf86ed82391221a3a2e54dc4af602150c1,"…
…",$0.98,$11.01,$11.99
2024-06-19 23:56:59,0xf44…3d947,https://eigenphi.io/mev/ethereum/tx/0xf44d55d41a63d2781aa2c02911a3b0579059dd23c7d79a7aa536bcfa8ae3d947,"…
…",<$0.01,$114.62,$114.62
2024-06-19 23:56:47,0x81a…94b5c,https://eigenphi.io/mev/ethereum/tx/0x81aa0c97da45c4d8a3bfc6dfa91903ab59f9c50b3f8c980da4cba0044b294b5c,"…
…",$3.55,$84.95,$88.50
2024-06-19 23:56:35,0xb12…ec5f6,https://eigenphi.io/mev/ethereum/tx/0xb129e8fd987e06eb130c47948573d4f96134c39dcb846ae13505e01a6beec5f6,"…
…",-$0.59,$59.84,$59.25
2024-06-19 23:56:11,0xd45…7ab24,https://eigenphi.io/mev/ethereum/tx/0xd456af3bc21beba7e2d0855d4dd87685895e59f5d36c865c9cf6cf57cc77ab24,"…
…",$4.42,$22.45,$26.87
2024-06-19 23:55:59,0xb76…1a969,https://eigenphi.io/mev/ethereum/tx/0xb7654b5e9ed401f4535f828c50a121bc0764dd41b64e693add3e0eb386b1a969,"…
…",<$0.01,$85.39,$85.40
2024-06-19 23:55:47,0x052…24a12,https://eigenphi.io/mev/ethereum/tx/0x052f04dfaf5e20bf78568203382a3a775fe5d73ecab9d3e49d38b40121c24a12,"…
…",$1.99,$24.32,$26.30
2024-06-19 23:55:35,0x3a5…4583b,https://eigenphi.io/mev/ethereum/tx/0x3a57e49ab0692396e55df95860c86b97020c91739bb544bb5741611463d4583b,"…
…",$1.78,$83.95,$85.73
"a few seconds ago
items per page:
10 - 20",,,,,,
2024-06-19 23:55:23,0x944…82cff,https://eigenphi.io/mev/ethereum/tx/0x944ccb0f252f697cc6b73c3894efe393490665d72c5d27c34970e25f2d682cff,"…
…",$0.75,$13.27,$14.02
2024-06-19 23:55:11,0xeb6…69320,https://eigenphi.io/mev/ethereum/tx/0xeb6ffe6b732aa55905c7e491e3f1a06ce032e9328b7e21470832bb41ec169320,"…
…",<$0.01,$20.73,$20.73
2024-06-19 23:54:47,0x993…50584,https://eigenphi.io/mev/ethereum/tx/0x9937ff1e58424656c5318cbeee35242f2f0c0142e81ae179b86f82dd6a750584,"…
…",-$0.02,$168.60,$168.57
2024-06-19 23:54:23,0x6bf…d12c0,https://eigenphi.io/mev/ethereum/tx/0x6bf084e9b99242fcf0808dd38c9a38ed90aad5b10b81cbcfa702e134776d12c0,"…
…",$4.54,$82.59,$87.12
