,id,asset,marketKey,isActive,asset_str,marketKey_str
54,0x77da808032dcdd48077fa7c57afbf088713e09ad,0x574c440000000000000000000000000000000000000000000000000000000000,0x73574c4450455250000000000000000000000000000000000000000000000000,True,WLD,sWLDPERP
55,0x852210f0616ac226a486ad3387dbf990e690116a,0x494e4a0000000000000000000000000000000000000000000000000000000000,0x73494e4a50455250000000000000000000000000000000000000000000000000,True,INJ,sINJPERP
56,0x86bbb4e38ffa64f263e84a0820138c5d938ba86e,0x4f4e450000000000000000000000000000000000000000000000000000000000,0x734f4e4550455250000000000000000000000000000000000000000000000000,True,ONE,sONEPERP
57,0x87ae62c5720dab812bdacba66cc24839440048d1,0x4555520000000000000000000000000000000000000000000000000000000000,0x7345555250455250000000000000000000000000000000000000000000000000,True,EUR,sEURPERP
58,0x88c8316e5cccce2e27e5bfcdac99f1251246196a,0x454e4a0000000000000000000000000000000000000000000000000000000000,0x73454e4a50455250000000000000000000000000000000000000000000000000,True,ENJ,sENJPERP
59,0x8b9b5f94aac2316f048025b3cbe442386e85984b,0x444f540000000000000000000000000000000000000000000000000000000000,0x73444f5450455250000000000000000000000000000000000000000000000000,True,DOT,sDOTPERP
60,0x90c9b9d7399323fffe63819788eed7cde1e6a78c,0x414e4b5200000000000000000000000000000000000000000000000000000000,0x73414e4b52504552500000000000000000000000000000000000000000000000,True,ANKR,sANKRPERP
61,0x91cc4a83d026e5171525afcaed020123a653c2c9,0x524e445200000000000000000000000000000000000000000000000000000000,0x73524e4452504552500000000000000000000000000000000000000000000000,True,RNDR,sRNDRPERP
62,0x9615b6bfff240c44d3e33d0cd9a11f563a2e8d8b,0x4150540000000000000000000000000000000000000000000000000000000000,0x7341505450455250000000000000000000000000000000000000000000000000,True,APT,sAPTPERP
63,0x96690aae7cb7c4a9b5be5695e94d72827decc33f,0x4243480000000000000000000000000000000000000000000000000000000000,0x7342434850455250000000000000000000000000000000000000000000000000,True,BCH,sBCHPERP
64,0x96f2842007021a4c5f06bcc72961701d66ff8465,0x414c474f00000000000000000000000000000000000000000000000000000000,0x73414c474f504552500000000000000000000000000000000000000000000000,True,ALGO,sALGOPERP
65,0x98ccbc721cc05e28a125943d69039b39be6a21e9,0x444f474500000000000000000000000000000000000000000000000000000000,0x73444f4745504552500000000000000000000000000000000000000000000000,True,DOGE,sDOGEPERP
66,0x9de146b5663b82f44e5052dede2aa3fd4cbcdc99,0x4155440000000000000000000000000000000000000000000000000000000000,0x7341554450455250000000000000000000000000000000000000000000000000,True,AUD,sAUDPERP
67,0x9f1c2f0071bc3b31447aeda9fa3a68d651eb4632,0x4f50000000000000000000000000000000000000000000000000000000000000,0x734f500000000000000000000000000000000000000000000000000000000000,False,OP,sOP
68,0x9f231dbe53d460f359b2b8cc47574493caa5b7bf,0x444f474500000000000000000000000000000000000000000000000000000000,0x73444f4745000000000000000000000000000000000000000000000000000000,False,DOGE,sDOGE
69,0xa1ace9ce6862e865937939005b1a6c5ac938a11f,0x424c555200000000000000000000000000000000000000000000000000000000,0x73424c5552504552500000000000000000000000000000000000000000000000,True,BLUR,sBLURPERP
70,0xaa94c874b91ef16c8b56a1c5b2f34e39366bd484,0x4c444f0000000000000000000000000000000000000000000000000000000000,0x734c444f50455250000000000000000000000000000000000000000000000000,True,LDO,sLDOPERP
71,0xad44873632840144ffc97b2d1de716f6e2cf0366,0x4555520000000000000000000000000000000000000000000000000000000000,0x7345555200000000000000000000000000000000000000000000000000000000,False,EUR,sEUR
72,0xae90e9bb73b32505fb56a0f4fd4ec8cf94bab730,0x4a544f0000000000000000000000000000000000000000000000000000000000,0x734a544f50455250000000000000000000000000000000000000000000000000,True,JTO,sJTOPERP
73,0xaf2e4c337b038eafa1de23b44c163d0008e49ead,0x5045525000000000000000000000000000000000000000000000000000000000,0x7350455250504552500000000000000000000000000000000000000000000000,True,PERP,sPERPPERP
74,0xb147c69bee211f57290a6cde9d1babfd0dcf3ea3,0x5841470000000000000000000000000000000000000000000000000000000000,0x7358414700000000000000000000000000000000000000000000000000000000,False,XAG,sXAG
75,0xb25529266d9677e9171beaf333a0dea506c5f99a,0x4c54430000000000000000000000000000000000000000000000000000000000,0x734c544350455250000000000000000000000000000000000000000000000000,True,LTC,sLTCPERP
76,0xb3422e49db926f7c5f5d7daf5f1069abf1b7e894,0x424f4e4b00000000000000000000000000000000000000000000000000000000,0x73424f4e4b504552500000000000000000000000000000000000000000000000,True,BONK,sBONKPERP
77,0xb7059ed9950f2d9fdc0155fc0d79e63d4441e806,0x434f4d5000000000000000000000000000000000000000000000000000000000,0x73434f4d50504552500000000000000000000000000000000000000000000000,True,COMP,sCOMPPERP
78,0xb815eb8d3a9da3eddd926225c0fbd3a566e8c749,0x554d410000000000000000000000000000000000000000000000000000000000,0x73554d4150455250000000000000000000000000000000000000000000000000,True,UMA,sUMAPERP
79,0xbb16c7b3244dfa1a6bf83fcce3ee4560837763cd,0x41544f4d00000000000000000000000000000000000000000000000000000000,0x7341544f4d504552500000000000000000000000000000000000000000000000,True,ATOM,sATOMPERP
80,0xbbd74c2c8c89d45b822e08fce400f4dde99e600b,0x494d580000000000000000000000000000000000000000000000000000000000,0x73494d5850455250000000000000000000000000000000000000000000000000,True,IMX,sIMXPERP
81,0xbcb2d435045e16b059b2130b28be70b5ca47bfe5,0x4d41544943000000000000000000000000000000000000000000000000000000,0x734d415449430000000000000000000000000000000000000000000000000000,False,MATIC,sMATIC
82,0xbdb26bfb6a229d7f254faf1b2c744887ec5f1f31,0x5452420000000000000000000000000000000000000000000000000000000000,0x7354524250455250000000000000000000000000000000000000000000000000,True,TRB,sTRBPERP
83,0xc18f85a6dd3bcd0516a1ca08d3b1f0a4e191a2c4,0x46544d0000000000000000000000000000000000000000000000000000000000,0x7346544d50455250000000000000000000000000000000000000000000000000,True,FTM,sFTMPERP
84,0xc203a12f298ce73e44f7d45a4f59a43dbffe204d,0x4156415800000000000000000000000000000000000000000000000000000000,0x7341564158504552500000000000000000000000000000000000000000000000,True,AVAX,sAVAXPERP
85,0xc645a757dd81c69641e010add2da894b4b7bc921,0x58545a0000000000000000000000000000000000000000000000000000000000,0x7358545a50455250000000000000000000000000000000000000000000000000,True,XTZ,sXTZPERP
86,0xc8fcd6fb4d15dd7c455373297def375a08942ece,0x4e45415200000000000000000000000000000000000000000000000000000000,0x734e454152504552500000000000000000000000000000000000000000000000,True,NEAR,sNEARPERP
87,0xcf853f7f8f78b2b801095b66f8ba9c5f04db1640,0x534f4c0000000000000000000000000000000000000000000000000000000000,0x73534f4c00000000000000000000000000000000000000000000000000000000,False,SOL,sSOL
88,0xd325b17d5c9c3f2b6853a760afcf81945b0184d3,0x44656274526174696f0000000000000000000000000000000000000000000000,0x7344656274526174696f00000000000000000000000000000000000000000000,False,DebtRatio,sDebtRatio
89,0xd4e9e0784c3ce4796f54f2ea0d337c7cfccfd645,0x50454e444c450000000000000000000000000000000000000000000000000000,0x7350454e444c4550455250000000000000000000000000000000000000000000,True,PENDLE,sPENDLEPERP
90,0xd5faaa459e5b3c118fd85fc0fd67f56310b1618d,0x31494e4348000000000000000000000000000000000000000000000000000000,0x7331494e43485045525000000000000000000000000000000000000000000000,True,1INCH,s1INCHPERP
91,0xd5fbf7136b86021ef9d0be5d798f948dce9c0dea,0x4352560000000000000000000000000000000000000000000000000000000000,0x7343525650455250000000000000000000000000000000000000000000000000,True,CRV,sCRVPERP
92,0xd5fccd43205cef11fbaf9b38df15adbe1b186869,0x4554484254430000000000000000000000000000000000000000000000000000,0x7345544842544350455250000000000000000000000000000000000000000000,True,ETHBTC,sETHBTCPERP
93,0xd91db82733987513286b81e7115091d96730b62a,0x5354455448000000000000000000000000000000000000000000000000000000,0x7353544554485045525000000000000000000000000000000000000000000000,True,STETH,sSTETHPERP
94,0xdcb8438c979fa030581314e5a5df42bbfed744a0,0x5841470000000000000000000000000000000000000000000000000000000000,0x7358414750455250000000000000000000000000000000000000000000000000,True,XAG,sXAGPERP
95,0xdccda0cfbee25b33ff4ccca64467e89512511bf6,0x5355534849000000000000000000000000000000000000000000000000000000,0x7353555348495045525000000000000000000000000000000000000000000000,True,SUSHI,sSUSHIPERP
96,0xe698ccc3cd4f2172a848094ea6d28d89d750c16f,0x4f52444900000000000000000000000000000000000000000000000000000000,0x734f524449504552500000000000000000000000000000000000000000000000,True,ORDI,sORDIPERP
97,0xeaf0191bca9dd417202cef2b18b7515abff1e196,0x52554e4500000000000000000000000000000000000000000000000000000000,0x7352554e45504552500000000000000000000000000000000000000000000000,True,RUNE,sRUNEPERP
98,0xee8804d8ad10b0c3ad1bd57ac3737242ad24bb95,0x7342544300000000000000000000000000000000000000000000000000000000,0x7342544300000000000000000000000000000000000000000000000000000000,False,sBTC,sBTC
99,0xf7d9bd13f877171f6c7f93f71bdf8e380335dc12,0x4d4b520000000000000000000000000000000000000000000000000000000000,0x734d4b5250455250000000000000000000000000000000000000000000000000,True,MKR,sMKRPERP
