,id,asset,marketKey,isActive,asset_str,marketKey_str
0,0x001b7876f567f0b3a639332ed1e363839c6d85e2,0x4141564500000000000000000000000000000000000000000000000000000000,0x7341415645000000000000000000000000000000000000000000000000000000,False,AAVE,sAAVE
1,0x01a43786c2279dc417e7901d45b917afa51ceb9a,0x5a494c0000000000000000000000000000000000000000000000000000000000,0x735a494c50455250000000000000000000000000000000000000000000000000,True,ZIL,sZILPERP
2,0x031a448f59111000b96f016c37e9c71e57845096,0x5452580000000000000000000000000000000000000000000000000000000000,0x7354525850455250000000000000000000000000000000000000000000000000,True,TRX,sTRXPERP
3,0x074b8f19fc91d6b2eb51143e1f186ca0ddb88042,0x4d41544943000000000000000000000000000000000000000000000000000000,0x734d415449435045525000000000000000000000000000000000000000000000,True,MATIC,sMATICPERP
4,0x08388dc122a956887c2f736aaec4a0ce6f0536ce,0x5354455448455448000000000000000000000000000000000000000000000000,0x7353544554484554485045525000000000000000000000000000000000000000,True,STETHETH,sSTETHETHPERP
5,0x0940b0a96c5e1ba33aee331a9f950bb2a6f2fb25,0x424e420000000000000000000000000000000000000000000000000000000000,0x73424e4250455250000000000000000000000000000000000000000000000000,True,BNB,sBNBPERP
6,0x09f9d7aaa6bef9598c3b676c0e19c9786aa566a8,0x5355490000000000000000000000000000000000000000000000000000000000,0x7353554950455250000000000000000000000000000000000000000000000000,True,SUI,sSUIPERP
7,0x0ea09d97b4084d859328ec4bf8ebcf9ecca26f1d,0x534f4c0000000000000000000000000000000000000000000000000000000000,0x73534f4c50455250000000000000000000000000000000000000000000000000,True,SOL,sSOLPERP
8,0x10305c1854d6db8a1060df60bdf8a8b2981249cf,0x4459445800000000000000000000000000000000000000000000000000000000,0x7344594458000000000000000000000000000000000000000000000000000000,False,DYDX,sDYDX
9,0x105f7f2986a2414b4007958b836904100a53d1ad,0x4943500000000000000000000000000000000000000000000000000000000000,0x7349435050455250000000000000000000000000000000000000000000000000,True,ICP,sICPPERP
10,0x1228c7d8bbc5bc53db181bd7b1fce765aa83bf8a,0x734c494e4b000000000000000000000000000000000000000000000000000000,0x734c494e4b000000000000000000000000000000000000000000000000000000,False,sLINK,sLINK
11,0x139f94e4f0e1101c1464a321cba815c34d58b5d9,0x4459445800000000000000000000000000000000000000000000000000000000,0x7344594458504552500000000000000000000000000000000000000000000000,True,DYDX,sDYDXPERP
12,0x152da6a8f32f25b56a32ef5559d4a2a96d09148b,0x4b4e430000000000000000000000000000000000000000000000000000000000,0x734b4e4350455250000000000000000000000000000000000000000000000000,True,KNC,sKNCPERP
13,0x1681212a0edaf314496b489ab57cb3a5ad7a833f,0x5553445400000000000000000000000000000000000000000000000000000000,0x7355534454504552500000000000000000000000000000000000000000000000,True,USDT,sUSDTPERP
14,0x1dad8808d8ac58a0df912adc4b215ca3b93d6c49,0x4742500000000000000000000000000000000000000000000000000000000000,0x7347425050455250000000000000000000000000000000000000000000000000,True,GBP,sGBPPERP
15,0x2292865b2b6c837b7406e819200ce61c1c4f8d43,0x43454c4f00000000000000000000000000000000000000000000000000000000,0x7343454c4f504552500000000000000000000000000000000000000000000000,True,CELO,sCELOPERP
16,0x27665271210acff4fab08ad9bb657e91866471f0,0x464c4f5700000000000000000000000000000000000000000000000000000000,0x73464c4f57504552500000000000000000000000000000000000000000000000,True,FLOW,sFLOWPERP
17,0x296286ae0b5c066cbcfe46cc4ffb375bccafe640,0x5059544800000000000000000000000000000000000000000000000000000000,0x7350595448504552500000000000000000000000000000000000000000000000,True,PYTH,sPYTHPERP
18,0x2b3bb4c683bfc5239b029131eef3b1d214478d93,0x7345544800000000000000000000000000000000000000000000000000000000,0x7345544850455250000000000000000000000000000000000000000000000000,True,sETH,sETHPERP
19,0x2c5e2148bf3409659967fe3684fd999a76171235,0x46494c0000000000000000000000000000000000000000000000000000000000,0x7346494c50455250000000000000000000000000000000000000000000000000,True,FIL,sFILPERP
20,0x2ea06e73083f1b3314fa090eae4a5f70eb058f2e,0x584d520000000000000000000000000000000000000000000000000000000000,0x73584d5250455250000000000000000000000000000000000000000000000000,True,XMR,sXMRPERP
21,0x2f0f0865dfdd52adefb583ae824dde7d60b76a3b,0x5354524b00000000000000000000000000000000000000000000000000000000,0x735354524b504552500000000000000000000000000000000000000000000000,True,STRK,sSTRKPERP
22,0x2f0fe4b621e7e54110446ce2df699004c6194636,0x4356580000000000000000000000000000000000000000000000000000000000,0x7343565850455250000000000000000000000000000000000000000000000000,True,CVX,sCVXPERP
23,0x2fd9a39acf071aa61f92f3d7a98332c68d6b6602,0x4658530000000000000000000000000000000000000000000000000000000000,0x7346585350455250000000000000000000000000000000000000000000000000,True,FXS,sFXSPERP
24,0x31a1659ca00f617e86dc765b6494afe70a5a9c1a,0x4c494e4b00000000000000000000000000000000000000000000000000000000,0x734c494e4b504552500000000000000000000000000000000000000000000000,True,LINK,sLINKPERP
25,0x33d4613639603c845e61a02cd3d2a78be7d513dc,0x474d580000000000000000000000000000000000000000000000000000000000,0x73474d5850455250000000000000000000000000000000000000000000000000,True,GMX,sGMXPERP
26,0x35b0ed8473e7943d31ee1eeead06c8767034ce39,0x5449410000000000000000000000000000000000000000000000000000000000,0x7354494150455250000000000000000000000000000000000000000000000000,True,TIA,sTIAPERP
27,0x3a52b21816168dfe35be99b7c5fc209f17a0adb1,0x4158530000000000000000000000000000000000000000000000000000000000,0x7341585350455250000000000000000000000000000000000000000000000000,True,AXS,sAXSPERP
28,0x3d3f34416f60f77a0a6cc8e32abe45d32a7497cb,0x5045504500000000000000000000000000000000000000000000000000000000,0x7350455045504552500000000000000000000000000000000000000000000000,True,PEPE,sPEPEPERP
29,0x3ed04ceff4c91872f19b1da35740c0be9ca21558,0x584d520000000000000000000000000000000000000000000000000000000000,0x73584d5200000000000000000000000000000000000000000000000000000000,False,XMR,sXMR
30,0x3f957df3ab99ff502ee09071dd353bf4352bbefe,0x4752540000000000000000000000000000000000000000000000000000000000,0x7347525450455250000000000000000000000000000000000000000000000000,True,GRT,sGRTPERP
31,0x4272b356e7e406eeef15e47692f7f4de86370634,0x4645540000000000000000000000000000000000000000000000000000000000,0x7346455450455250000000000000000000000000000000000000000000000000,False,FET,sFETPERP
32,0x4308427c463caeaab50fff98a9dec569c31e4e87,0x554e490000000000000000000000000000000000000000000000000000000000,0x73554e4950455250000000000000000000000000000000000000000000000000,True,UNI,sUNIPERP
33,0x442b69937a0daf9d46439a71567fabe6cb69fbaf,0x4f50000000000000000000000000000000000000000000000000000000000000,0x734f505045525000000000000000000000000000000000000000000000000000,True,OP,sOPPERP
34,0x4434f56ddbde28fab08c4ae71970a06b300f8881,0x5841550000000000000000000000000000000000000000000000000000000000,0x7358415500000000000000000000000000000000000000000000000000000000,False,XAU,sXAU
35,0x48beadab5781af9c4fec27ac6c8e0f402f2cc3d6,0x4d454d4500000000000000000000000000000000000000000000000000000000,0x734d454d45504552500000000000000000000000000000000000000000000000,True,MEME,sMEMEPERP
36,0x4aa0dabd22bc0894975324bec293443c8538bd08,0x424e420000000000000000000000000000000000000000000000000000000000,0x73424e4200000000000000000000000000000000000000000000000000000000,False,BNB,sBNB
37,0x4bf3c1af0faa689e3a808e6ad7a8d89d07bb9ec7,0x4554430000000000000000000000000000000000000000000000000000000000,0x7345544350455250000000000000000000000000000000000000000000000000,True,ETC,sETCPERP
38,0x4ff54624d5fb61c34c634c3314ed3bfe4dbb665a,0x4156415800000000000000000000000000000000000000000000000000000000,0x7341564158000000000000000000000000000000000000000000000000000000,False,AVAX,sAVAX
39,0x509072a5ae4a87ac89fc8d64d94adcb44bd4b88e,0x4152420000000000000000000000000000000000000000000000000000000000,0x7341524250455250000000000000000000000000000000000000000000000000,True,ARB,sARBPERP
40,0x50a40d947726ac1373dc438e7aadede9b237564d,0x454f530000000000000000000000000000000000000000000000000000000000,0x73454f5350455250000000000000000000000000000000000000000000000000,True,EOS,sEOSPERP
41,0x5374761526175b59f1e583246e20639909e189ce,0x4141564500000000000000000000000000000000000000000000000000000000,0x7341415645504552500000000000000000000000000000000000000000000000,True,AAVE,sAAVEPERP
42,0x549dbdffbd47bd5639f9348ebe82e63e2f9f777a,0x5841550000000000000000000000000000000000000000000000000000000000,0x7358415550455250000000000000000000000000000000000000000000000000,True,XAU,sXAUPERP
43,0x572f816f21f56d47e4c4fa577837bd3f58088676,0x4d41560000000000000000000000000000000000000000000000000000000000,0x734d415650455250000000000000000000000000000000000000000000000000,True,MAV,sMAVPERP
44,0x59b007e9ea8f89b069c43f8f45834d30853e3699,0x7342544300000000000000000000000000000000000000000000000000000000,0x7342544350455250000000000000000000000000000000000000000000000000,True,sBTC,sBTCPERP
45,0x5af0072617f7f2aeb0e314e2fad1de0231ba97cd,0x554e490000000000000000000000000000000000000000000000000000000000,0x73554e4900000000000000000000000000000000000000000000000000000000,False,UNI,sUNI
46,0x5b6beb79e959aac2659bee60fe0d0885468bf886,0x4150450000000000000000000000000000000000000000000000000000000000,0x7341504550455250000000000000000000000000000000000000000000000000,True,APE,sAPEPERP
47,0x5ed8d0946b59d015f5a60039922b870537d43689,0x464c4f4b49000000000000000000000000000000000000000000000000000000,0x73464c4f4b495045525000000000000000000000000000000000000000000000,True,FLOKI,sFLOKIPERP
48,0x6110df298b411a46d6edce72f5caca9ad826c1de,0x5852500000000000000000000000000000000000000000000000000000000000,0x7358525050455250000000000000000000000000000000000000000000000000,True,XRP,sXRPPERP
49,0x66fc48720f09ac386608fb65ede53bb220d0d5bc,0x5345490000000000000000000000000000000000000000000000000000000000,0x7353454950455250000000000000000000000000000000000000000000000000,True,SEI,sSEIPERP
50,0x6940e7c6125a177b052c662189bb27692e88e9cb,0x5946490000000000000000000000000000000000000000000000000000000000,0x7359464950455250000000000000000000000000000000000000000000000000,True,YFI,sYFIPERP
51,0x69f5f465a46f324fb7bf3fd7c0d5c00f7165c7ea,0x5348494200000000000000000000000000000000000000000000000000000000,0x7353484942504552500000000000000000000000000000000000000000000000,True,SHIB,sSHIBPERP
52,0x71f42ca320b3e9a8e4816e26de70c9b69eaf9d24,0x42414c0000000000000000000000000000000000000000000000000000000000,0x7342414c50455250000000000000000000000000000000000000000000000000,True,BAL,sBALPERP
53,0x76bb1edf0c55ec68f4c8c7fb3c076b811b1a9b9f,0x5a52580000000000000000000000000000000000000000000000000000000000,0x735a525850455250000000000000000000000000000000000000000000000000,True,ZRX,sZRXPERP
