,x,open,high,low,close
0,2024-04-30 13:00:00,0.013257010277823777,0.013257010277823777,0.013257010277823777,0.013257010277823777
1,2024-04-30 14:00:00,0.015147051533839662,0.015147051533839662,0.015147051533839662,0.015147051533839662
2,2024-04-30 15:00:00,0.01760927399717982,0.01760927399717982,0.01760927399717982,0.01760927399717982
3,2024-04-30 16:00:00,0.018835100895899126,0.018837753883208297,-0.09968124837347103,-0.09968124837347103
4,2024-04-30 17:00:00,-0.060476542621293206,-0.054348532076553435,-0.08784995458250011,-0.054348532076553435
5,2024-04-30 18:00:00,0.08288879166612095,0.08392251433460896,-0.1528124124939514,-0.1528124124939514
6,2024-04-30 19:00:00,-0.15206319241115707,-0.1295923393086824,-0.15206319241115707,-0.1353190417376129
7,2024-04-30 20:00:00,-0.014940849009898338,0.013617219845852624,-0.014940849009898338,0.013617219845852624
8,2024-04-30 21:00:00,0.38872915671913777,0.4752708941232968,0.38872915671913777,0.4752708941232968
9,2024-04-30 22:00:00,0.4565384482895638,0.4565384482895638,-0.03237875991824024,-0.03237875991824024
10,2024-04-30 23:00:00,-0.19119105134684877,-0.19119105134684877,-0.19165392723891783,-0.19157889525309968
11,2024-05-01 00:00:00,-0.18545298104963026,0.08143780673244994,-0.1907794586922631,0.08143780673244994
12,2024-05-01 01:00:00,0.2507356188830383,0.2738626254381207,0.2507356188830383,0.2738626254381207
13,2024-05-01 02:00:00,0.5098967770808518,0.5104252232729922,0.5098967770808518,0.5104252232729922
14,2024-05-01 03:00:00,0.5427233453413538,0.5576757025460095,0.5427233453413538,0.5576757025460095
15,2024-05-01 04:00:00,0.5610038656218141,0.5756550503369087,0.5610038656218141,0.5756550503369087
16,2024-05-01 05:00:00,0.601256509015585,0.601256509015585,0.601256509015585,0.601256509015585
17,2024-05-01 06:00:00,0.6341568608213155,0.6435213689572314,0.6341568608213155,0.6435213689572314
18,2024-05-01 07:00:00,0.6611129187848768,0.6672063182292127,0.6611129187848768,0.6672063182292127
19,2024-05-01 09:00:00,0.7390653993446452,0.758086626142358,0.7390653993446452,0.758086626142358
20,2024-05-01 10:00:00,0.7908562179281231,0.7910664799741494,0.7908562179281231,0.7910664799741494
21,2024-05-01 11:00:00,0.7910695646457948,0.7910695692043579,0.7910695646457948,0.7910695692043579
22,2024-05-01 12:00:00,0.7614272110367701,0.7614272110367701,0.7614272110367701,0.7614272110367701
23,2024-05-01 13:00:00,0.7405794223500628,0.7405794223500628,0.7383908192378539,0.7389174752537175
24,2024-05-01 14:00:00,0.7463121031979836,0.7463121031979836,0.7463121031979836,0.7463121031979836
25,2024-05-01 15:00:00,0.7478209563663014,0.7501329534649728,0.7478209563663014,0.7501329534649728
26,2024-05-01 16:00:00,0.7763692919840663,0.7777242132215401,0.11462378059559564,0.11462378059559564
27,2024-05-01 17:00:00,-0.15488618200214122,-0.15488618200214122,-0.15549750404351914,-0.15542000941142697
28,2024-05-01 18:00:00,-0.14270436526829178,-0.1426875090164179,-0.14270436526829178,-0.1426875090164179
29,2024-05-01 19:00:00,0.24544955006387603,0.24661034157993922,0.24544955006387603,0.24661034157993922
30,2024-05-01 20:00:00,0.3064574110160361,0.306680724991617,0.11863794889697887,0.1921574237235355
31,2024-05-01 21:00:00,0.09186739764344654,0.09186739764344654,0.09172208734272425,0.09183896903995326
32,2024-05-01 22:00:00,0.09664187855189144,0.09790908251864572,0.09664187855189144,0.09790908251864572
33,2024-05-01 23:00:00,0.12812942716704634,0.12812942716704634,0.12812942716704634,0.12812942716704634
34,2024-05-02 00:00:00,0.1865314431274523,0.1865868243311759,0.1865314431274523,0.1865868243311759
35,2024-05-02 02:00:00,0.2321705841829873,0.26103270645094256,0.2321705841829873,0.26103270645094256
36,2024-05-02 03:00:00,0.2627321364392057,0.2628077196486487,0.2618484422931524,0.2618639042432487
37,2024-05-02 06:00:00,0.2644973210456891,0.26587169037739544,0.25405790868617295,0.26587169037739544
38,2024-05-02 07:00:00,0.3652566265156161,0.36541693220675064,0.30978421656134736,0.30978421656134736
