,x,open,high,low,close
0,2024-04-30 12:00:00,-0.08571230071706637,-0.08569042902234858,-0.08571230071706637,-0.08569042902234858
1,2024-04-30 13:00:00,-0.08297367783914633,-0.07279336546672543,-0.08297367783914633,-0.07279336546672543
2,2024-04-30 14:00:00,-0.05613442515804079,-0.056112368082164465,-0.05613442515804079,-0.056112368082164465
3,2024-04-30 15:00:00,-0.03832613162870768,-0.027402429452275445,-0.03832613162870768,-0.027402429452275445
4,2024-04-30 16:00:00,-0.02100896138939512,-0.011488329419237497,-0.02100896138939512,-0.011488329419237497
5,2024-04-30 17:00:00,-0.0025421254317345987,0.005183999570481657,-0.0025421254317345987,0.005183999570481657
6,2024-04-30 18:00:00,0.011612271763770554,0.028006437616541202,0.011612271763770554,0.028006437616541202
7,2024-04-30 19:00:00,0.028384076152913496,0.030026581695190124,0.018720990243498825,0.018720990243498825
8,2024-04-30 20:00:00,0.018250230317269134,0.018250230317269134,0.0068939367700220355,0.0068939367700220355
9,2024-04-30 21:00:00,0.0012317978186933143,0.0012317978186933143,-0.01073996289658441,-0.01073996289658441
10,2024-04-30 22:00:00,-0.011059704431478856,-0.011059704431478856,-0.02539807483217804,-0.02539807483217804
11,2024-04-30 23:00:00,-0.02698499664958387,-0.02698499664958387,-0.04242461422233046,-0.04242461422233046
12,2024-05-01 00:00:00,-0.04324519513112479,-0.04324519513112479,-0.05119445447473148,-0.05119445447473148
13,2024-05-01 01:00:00,-0.05213251170648714,-0.05213251170648714,-0.05646467458875981,-0.05646467458875981
14,2024-05-01 02:00:00,-0.05667837950107801,-0.05667837950107801,-0.05737970141848048,-0.05737970141848048
15,2024-05-01 03:00:00,-0.05738568174994696,-0.05255738375735308,-0.057397642299405804,-0.05255738375735308
16,2024-05-01 04:00:00,-0.05251668525919051,-0.044532728946441336,-0.05251668525919051,-0.044532728946441336
17,2024-05-01 05:00:00,-0.044188909356404626,-0.03683947652742192,-0.044188909356404626,-0.03683947652742192
18,2024-05-01 06:00:00,-0.03417608364784608,-0.026492451954553742,-0.03417608364784608,-0.026492451954553742
19,2024-05-01 07:00:00,-0.02320190499510366,-0.014104016896883342,-0.02320190499510366,-0.014104016896883342
20,2024-05-01 08:00:00,-0.01262881905010893,-0.004498088996243044,-0.01262881905010893,-0.004498088996243044
21,2024-05-01 09:00:00,-3.5295889603936814e-05,0.006407983094581793,-3.5295889603936814e-05,0.006407983094581793
22,2024-05-01 10:00:00,0.009145007368523084,0.01599760769435421,0.009145007368523084,0.01599760769435421
23,2024-05-01 11:00:00,0.01737049991886286,0.023400228693965408,0.01737049991886286,0.023400228693965408
24,2024-05-01 12:00:00,0.024674473522629414,0.028379454294405138,0.024674473522629414,0.028379454294405138
25,2024-05-01 13:00:00,0.031158386358633106,0.03408420901478504,0.031158386358633106,0.03408420901478504
26,2024-05-01 14:00:00,0.03514486367518699,0.03769527896818414,0.03514486367518699,0.03769527896818414
27,2024-05-01 15:00:00,0.03855900605536089,0.044764880687333974,0.03855900605536089,0.044764880687333974
28,2024-05-01 16:00:00,0.04496001021151197,0.04590610798254091,0.04496001021151197,0.04590610798254091
29,2024-05-01 17:00:00,0.0461147743037198,0.047698534354111644,0.0461147743037198,0.047698534354111644
30,2024-05-01 18:00:00,0.04926920684259506,0.05254079180405835,0.04926920684259506,0.05254079180405835
31,2024-05-01 19:00:00,0.05390678960945028,0.05711680942910946,0.05390678960945028,0.05711680942910946
32,2024-05-01 20:00:00,0.0595792936308952,0.0634728882814326,0.0595792936308952,0.0634728882814326
33,2024-05-01 21:00:00,0.06598582145547693,0.06791035504032616,0.06598582145547693,0.06791035504032616
34,2024-05-01 22:00:00,0.06849840802980678,0.0704102235280275,0.06849840802980678,0.0704102235280275
35,2024-05-01 23:00:00,0.07081308455979474,0.07168577898373352,0.06665896442588459,0.06665896442588459
36,2024-05-02 00:00:00,0.06624969278993809,0.06624969278993809,0.06082455181592494,0.06082455181592494
37,2024-05-02 01:00:00,0.05856707766075697,0.05856707766075697,0.054419249197001474,0.054419249197001474
38,2024-05-02 02:00:00,0.05426261815362121,0.0570706490477626,0.052638033082326174,0.0570706490477626
39,2024-05-02 03:00:00,0.057408835303350836,0.06452979962031113,0.057408835303350836,0.06452979962031113
40,2024-05-02 04:00:00,0.06454888120968305,0.06699389504697861,0.06454888120968305,0.06699389504697861
41,2024-05-02 05:00:00,0.07419274425085964,0.0807100773621292,0.07419274425085964,0.0807100773621292
42,2024-05-02 06:00:00,0.08316598642143824,0.09050192807234425,0.08316598642143824,0.09050192807234425
43,2024-05-02 07:00:00,0.09104389265532453,0.09385275516079172,0.09104389265532453,0.09385275516079172
44,2024-05-02 08:00:00,0.09386688796792608,0.09387861292101563,0.09371061382780299,0.09371061382780299
45,2024-05-02 09:00:00,0.09350278419500269,0.09405478267967848,0.09296623033926776,0.09405478267967848
46,2024-05-02 10:00:00,0.09405903182946895,0.09411581259901514,0.09309186467691455,0.09309186467691455
47,2024-05-02 11:00:00,0.09270585806206699,0.09270585806206699,0.09153086043119485,0.09153086043119485
48,2024-05-02 12:00:00,0.0908919572528859,0.09115876772168496,0.09087297658513505,0.09115876772168496
49,2024-05-02 13:00:00,0.0921882341998368,0.09218995078553882,0.0921882341998368,0.09218995078553882
