,market_id,timestamp,funding_rate,time_hour,funding_rate_apy,Binance,Bybit,OKX,dYdX,Synthetix
0,BTC-USD,1717992000,2.9702247055488858e-05,2024-06-10 04:00,0.2971736991376172,0.1157139627916732,0.1157139627916732,-0.0679939366232031,,1.17863273609293
1,BTC-USD,1717988400,2.7228196160980204e-05,2024-06-10 03:00,0.2693636998918072,0.1157139627916732,0.1157139627916732,-0.0573774891535242,,1.1817744435899908
2,BTC-USD,1717984800,2.0895626642795067e-05,2024-06-10 02:00,0.2008669772718323,0.1157139627916732,0.1157139627916732,-0.0572781185505002,,1.1872603272348337
3,BTC-USD,1717981200,2.0681773067048948e-05,2024-06-10 01:00,0.1986194768910061,0.1157139627916732,0.1157139627916732,-0.0400127297537417,,1.1871801355681333
4,BTC-USD,1717977600,1.2096595660273104e-05,2024-06-10 00:00,0.1117835605317694,0.1157139627916732,0.1157139627916732,-0.0182540735252143,0.0099002646013828,1.184491437261737
5,BTC-USD,1717974000,1.7060194775713756e-05,2024-06-09 23:00,0.1611908013372367,0.1157139627916732,0.1157139627916732,-0.0041902436431852,,1.1853601278845585
6,BTC-USD,1717970400,2.945990336683973e-05,2024-06-09 22:00,0.2944228915438198,0.1157139627916732,0.1157139627916732,0.0024339839002287,,1.1861708910408733
7,BTC-USD,1717966800,4.0884325935226634e-05,2024-06-09 21:00,0.4306650042305722,0.1157139627916732,0.1157139627916732,-0.0084605215904086,,1.1858532852099135
8,BTC-USD,1717963200,3.4601964519765966e-05,2024-06-09 20:00,0.3540606479236985,0.1157139627916732,0.1157139627916732,0.0113411805741074,,1.1819324576679793
9,BTC-USD,1717959600,1.582963920815394e-05,2024-06-09 19:00,0.1487409791973695,0.1157139627916732,0.1157139627916732,0.0019364159973607,,1.1707570876978075
10,BTC-USD,1717956000,1.5374081512581182e-05,2024-06-09 18:00,0.1441659215870308,0.1157139627916732,0.1157139627916732,-0.0146942958530983,,1.1772408971222912
11,BTC-USD,1717952400,2.7471829049054845e-05,2024-06-09 17:00,0.2720756252189671,0.1157139627916732,0.1157139627916732,-0.0063696102984421,,1.184989900048517
12,BTC-USD,1717948800,2.561322232272816e-05,2024-06-09 16:00,0.2515326924390799,0.1157139627916732,0.1157139627916732,-0.0153632328291718,,1.1951224246192864
13,BTC-USD,1717945200,2.706319071775635e-05,2024-06-09 15:00,0.2675302762201894,0.1157139627916732,0.1157139627916732,-0.0192629170200346,,1.1996353925429517
14,BTC-USD,1717941600,2.3746895275090973e-05,2024-06-09 14:00,0.2312382036924174,0.1157139627916732,0.1157139627916732,-0.006283007672818,,1.2058184370884104
15,BTC-USD,1717938000,2.5595704325915324e-05,2024-06-09 13:00,0.2513406548226158,0.1157139627916732,0.1157139627916732,0.0090591098920238,,1.215149831866441
16,BTC-USD,1717934400,3.966145242538787e-05,2024-06-09 12:00,0.4154215947727524,0.1157139627916732,0.1157139627916732,0.013989100898144,,1.217837421542041
17,BTC-USD,1717930800,7.195563274359889e-05,2024-06-09 11:00,0.8781902232197094,0.1157139627916732,0.1157139627916732,0.0230303600481986,,1.2177197559297688
18,BTC-USD,1717927200,7.422749027506802e-06,2024-06-09 10:00,0.0671836121775599,0.1157139627916732,0.1157139627916732,0.0235305235426273,,1.2173680215226843
19,BTC-USD,1717923600,3.543606495751031e-05,2024-06-09 09:00,0.3639902743134273,0.1157139627916732,0.1157139627916732,0.0010480535380714,,1.2160099215954134
20,BTC-USD,1717920000,4.829785263795794e-05,2024-06-09 08:00,0.5266548546322793,0.1157139627916732,0.1157139627916732,-0.0105298720337845,,1.213478862538769
21,BTC-USD,1717916400,4.2214141736413336e-05,2024-06-09 07:00,0.4474278382177215,0.1157139627916732,0.1157139627916732,-0.0186743215526435,,1.2122316442759744
22,BTC-USD,1717912800,3.22656951870446e-05,2024-06-09 06:00,0.3266313770054321,0.1157139627916732,0.1157139627916732,-0.029243724226007,,1.2104633102521407
23,BTC-USD,1717909200,3.2441669764067276e-05,2024-06-09 05:00,0.3286779395578569,0.1157139627916732,0.1157139627916732,-0.0381599650847043,,1.207787566188396
24,BTC-USD,1717905600,4.885999291940594e-05,2024-06-09 04:00,0.5341908092520646,0.1157139627916732,0.1157139627916732,-0.0597146140308565,,1.2198721901987135
25,BTC-USD,1717902000,5.5218793710267485e-05,2024-06-09 03:00,0.6220702707388892,0.1157139627916732,0.1157139627916732,-0.0641339903021053,,1.227080585685353
26,BTC-USD,1717898400,4.6891089025884736e-05,2024-06-09 02:00,0.5079578368354989,0.1157139627916732,0.1157139627916732,-0.0498597224515181,,1.2375583162147197
27,BTC-USD,1717894800,6.694158446047109e-05,2024-06-09 01:00,0.7974853371104846,0.1157139627916732,0.1157139627916732,-0.0214250399018413,,1.250926000494521
28,BTC-USD,1717891200,5.469852212087613e-05,2024-06-09 00:00,0.6146947824358484,0.1157139627916732,0.1157139627916732,0.0045772329401889,0.0474435144695735,1.2639493431666282
29,BTC-USD,1717887600,4.394264013237904e-05,2024-06-08 23:00,0.4695100857204051,0.1157139627916732,0.2612928823580562,0.007490089328304,,1.2726401249782913
30,BTC-USD,1717884000,4.0953149647024765e-05,2024-06-08 22:00,0.4315277707819378,0.1157139627916732,0.2612928823580562,0.0214898984513165,,1.2853455472870077
31,BTC-USD,1717880400,4.9974301618813814e-05,2024-06-08 21:00,0.5492391567426109,0.1157139627916732,0.2612928823580562,0.0563191699808511,,1.2967201951430107
32,BTC-USD,1717876800,5.42319885578306e-05,2024-06-08 20:00,0.608109616948628,0.1157139627916732,0.2612928823580562,0.0758895077644254,,1.3043708321936465
