snapped_at,price,market_cap,total_volume
2024-02-23 00:00:00 UTC,0.020396457569405058,39412385.7567311,16705359.653921437
2024-02-24 00:00:00 UTC,0.020396457569405058,39412385.7567311,16705359.653921437
2024-02-25 00:00:00 UTC,0.017781574454823094,35892388.0753706,1543463.4354905703
2024-02-26 00:00:00 UTC,0.01656588729381435,32862735.83022342,1447955.0287942458
2024-02-27 00:00:00 UTC,0.014470657688127633,28941315.37625526,1701352.482886977
2024-02-28 00:00:00 UTC,0.014688412979194772,29230431.16186266,865486.3067039711
2024-02-29 00:00:00 UTC,0.014004316864030218,27980852.71618128,1106013.916950666
2024-03-01 00:00:00 UTC,0.012509655698279762,25068448.39627822,557547.4883290998
2024-03-02 00:00:00 UTC,0.013827918526107796,27647542.00759748,505131.1182117505
2024-03-03 00:00:00 UTC,0.01364494288354226,27290730.61001942,347610.2260426568
2024-03-04 00:00:00 UTC,0.013383604098232166,26703608.32525868,308644.84792919207
2024-03-05 00:00:00 UTC,0.012131847953353125,24209165.15540858,1205103.431654159
2024-03-06 00:00:00 UTC,0.013875211979309297,27679787.06874238,1011321.3932565737
2024-03-07 00:00:00 UTC,0.01456899206646054,29135555.90193232,773863.7175349412
2024-03-08 00:00:00 UTC,0.01521792701094371,30455016.39366028,2855447.1074150912
2024-03-09 00:00:00 UTC,0.01507269428220203,29893786.46163312,468247.0694166523
2024-03-10 00:00:00 UTC,0.01495653751751382,29888366.39663348,553629.622151606
2024-03-11 00:00:00 UTC,0.01980040826264952,39602138.02206884,1135532.2401772381
2024-03-12 00:00:00 UTC,0.022596441947187646,45143169.26335446,1256969.286069863
2024-03-13 00:00:00 UTC,0.02190106423652529,43765030.66242866,1394975.278070115
2024-03-14 00:00:00 UTC,0.023048245600080886,46204066.1382572,904402.4045849527
2024-03-15 00:00:00 UTC,0.022413189812614177,44819708.10189966,712616.0851285561
2024-03-16 00:00:00 UTC,0.022828502662031316,45642415.30345906,1085443.8503966876
2024-03-17 00:00:00 UTC,0.02203449198867434,44092892.2502526,586155.6025932594
2024-03-18 00:00:00 UTC,0.024380758837013974,48970455.13712508,459162.3976748502
2024-03-19 00:00:00 UTC,0.02211936497705645,44264479.5515703,505228.1880495981
2024-03-20 00:00:00 UTC,0.024242858017409292,48693920.50923986,1076649.4799199142
2024-03-21 00:00:00 UTC,0.024598465506156464,48319991.14466848,652144.5654167342
2024-03-22 00:00:00 UTC,0.025471080095135074,51058322.97638982,457079.1255816422
2024-03-23 00:00:00 UTC,0.022571771382282325,45180062.59758466,297118.02625220275
2024-03-24 00:00:00 UTC,0.022816333998649047,45468833.22829458,290978.56287182315
2024-03-25 00:00:00 UTC,0.022306303466805906,44267354.04763966,265797.73580149433
2024-03-26 00:00:00 UTC,0.02208236491410508,43824519.21214442,464480.43255749886
2024-03-27 00:00:00 UTC,0.034560129896136334,27429115.27957244,3679665.3591668527
2024-03-28 00:00:00 UTC,0.035063580591534756,28076428.92864325,4145741.8687606067
2024-03-29 00:00:00 UTC,0.041852396641745705,33501257.31070683,2532534.6244496675
2024-03-30 00:00:00 UTC,0.049851964628088344,40116335.03330879,2935465.2065476067
2024-03-31 00:00:00 UTC,0.040297543417494655,32240764.447489563,1539631.3333305889
2024-04-01 00:00:00 UTC,0.040454373319565605,32414616.323112212,1439829.2488668272
2024-04-02 00:00:00 UTC,0.04162639211729502,33397038.530396458,1264622.096909877
