snapped_at,price,market_cap,total_volume
2022-03-10 00:00:00 UTC,0.16453317922694607,0.0,825240.4620638391
2022-03-11 00:00:00 UTC,0.16453317922694607,0.0,825240.4620638391
2022-03-12 00:00:00 UTC,0.15161216888658804,0.0,941433.9643430657
2022-03-13 00:00:00 UTC,0.1305184447529214,0.0,999204.3792163737
2022-03-14 00:00:00 UTC,0.2660275383196047,0.0,3428867.569662063
2022-03-15 00:00:00 UTC,0.19757285710551248,0.0,3036323.247041949
2022-03-16 00:00:00 UTC,0.18338478683812268,0.0,1437023.6927957174
2022-03-17 00:00:00 UTC,0.2115540928014058,0.0,1017570.4039661167
2022-03-18 00:00:00 UTC,0.2878122174701382,0.0,2105435.235650861
2022-03-19 00:00:00 UTC,0.2544108135718987,0.0,2068701.0077844376
2022-03-20 00:00:00 UTC,0.2327397833251841,0.0,1752751.696045377
2022-03-21 00:00:00 UTC,0.2053390175911787,0.0,1344879.9728876904
2022-03-22 00:00:00 UTC,0.19079407371682144,0.0,1396927.9522890195
2022-03-23 00:00:00 UTC,0.20478731783926457,0.0,1677545.0768176187
2022-03-24 00:00:00 UTC,0.20061093511543493,0.0,1310954.502537686
2022-03-25 00:00:00 UTC,0.19770456183550694,0.0,1400275.5249812917
2022-03-26 00:00:00 UTC,0.19395047853632882,0.0,1072107.1074179057
2022-03-27 00:00:00 UTC,0.19371465312611863,0.0,1514940.0298930947
2022-03-28 00:00:00 UTC,0.18730403563767506,0.0,1283689.3167589786
2022-03-29 00:00:00 UTC,0.19120530905304117,0.0,1566533.4196650104
2022-03-30 00:00:00 UTC,0.20634514887994843,0.0,832298.6222120799
2022-03-31 00:00:00 UTC,0.1783720680667749,0.0,473543.0757263047
2022-04-01 00:00:00 UTC,0.1761919123832333,0.0,1487533.7121579878
2022-04-02 00:00:00 UTC,0.17413896090464878,0.0,1457172.2969629706
2022-04-03 00:00:00 UTC,0.20489700660699964,0.0,1135153.2014033857
2022-04-04 00:00:00 UTC,0.18618602040911517,0.0,1377720.0520141188
2022-04-05 00:00:00 UTC,0.2174646704733011,0.0,1557618.1283686464
2022-04-06 00:00:00 UTC,0.26170619185819366,0.0,1856261.2443797637
2022-04-07 00:00:00 UTC,0.24305320841717531,0.0,3162547.2085076063
2022-04-08 00:00:00 UTC,0.27132743971902995,0.0,903686.5585310432
2022-04-09 00:00:00 UTC,0.2413235581399594,0.0,470912.2936490075
2022-04-10 00:00:00 UTC,0.23449918910800377,0.0,546798.0108987791
2022-04-11 00:00:00 UTC,0.22944830871486846,0.0,496683.36732232687
2022-04-12 00:00:00 UTC,0.21254819511250356,0.0,132230.04208688572
2022-04-13 00:00:00 UTC,0.20733934642014643,0.0,89952.3195811401
2022-04-14 00:00:00 UTC,0.2018286802374411,0.0,82883.80426617817
2022-04-15 00:00:00 UTC,0.20945865518503717,0.0,103003.80815762111
2022-04-16 00:00:00 UTC,0.2050869370209418,0.0,64412.31050669583
2022-04-17 00:00:00 UTC,0.20469352704056903,0.0,57294.65760130345
2022-04-18 00:00:00 UTC,0.20296269472136744,0.0,65078.583206505675
2022-04-19 00:00:00 UTC,0.196060985505537,0.0,140236.7320622029
2022-04-20 00:00:00 UTC,0.23991508528217836,0.0,708770.2108265759
2022-04-21 00:00:00 UTC,0.2750700200457221,0.0,1045901.600069504
2022-04-22 00:00:00 UTC,0.35340233247406966,0.0,1961809.4345859746
2022-04-23 00:00:00 UTC,0.4942774032298893,0.0,5815887.0924651
2022-04-24 00:00:00 UTC,0.38749410121576816,0.0,1379046.3325837771
2022-04-25 00:00:00 UTC,0.35623291841024785,0.0,292389.7945064921
2022-04-26 00:00:00 UTC,0.3336595345226858,0.0,1117268.9160412392
2022-04-27 00:00:00 UTC,0.3308516893622623,0.0,1502391.4370723458
2022-04-28 00:00:00 UTC,0.3230532026452779,0.0,1886047.7929772798
2022-04-29 00:00:00 UTC,0.34307981407252663,0.0,2522686.423142234
2022-04-30 00:00:00 UTC,0.30770021964797695,0.0,1914938.5067981428
2022-05-01 00:00:00 UTC,0.2766029101103479,0.0,1904303.6402394252
2022-05-02 00:00:00 UTC,0.267953882399075,0.0,1954286.2029564304
2022-05-03 00:00:00 UTC,0.2551587410843031,0.0,1960393.9201251117
2022-05-04 00:00:00 UTC,0.25946613133370006,0.0,1587252.5634545411
2022-05-05 00:00:00 UTC,0.25926452154309515,0.0,989331.3214390787
2022-05-06 00:00:00 UTC,0.25245608521779933,0.0,992642.5643000529
2022-05-07 00:00:00 UTC,0.24962015773063548,0.0,941686.7629854385
2022-05-08 00:00:00 UTC,0.24623818782447124,0.0,923893.8049218415
2022-05-09 00:00:00 UTC,0.24186171762412526,0.0,927727.8498597688
2022-05-10 00:00:00 UTC,0.23582523207419984,0.0,988345.2990253259
2022-05-11 00:00:00 UTC,0.23341795438186017,0.0,914488.4869798891
2022-05-12 00:00:00 UTC,0.2267043568012819,0.0,985302.3106007762
2022-05-13 00:00:00 UTC,0.1902782702269609,0.0,138950.18836960054
2022-05-14 00:00:00 UTC,0.19092540049313708,0.0,1084954.6916089186
2022-05-15 00:00:00 UTC,0.19091942152757144,0.0,981839.9391225235
2022-05-16 00:00:00 UTC,0.19162744954220984,0.0,1024339.3874085685
2022-05-17 00:00:00 UTC,0.2162819594426575,0.0,1188909.0607246936
2022-05-18 00:00:00 UTC,0.21654950909161955,0.0,1014411.6150698749
2022-05-19 00:00:00 UTC,0.22172914892947887,0.0,978087.6194465142
2022-05-20 00:00:00 UTC,0.22757076513123567,0.0,993799.1467090774
