,blockNumber,timeStamp,hash,from,to,contractAddress,tokenName,tokenSymbol,value,tokenDecimal,gas,gasPrice,gasUsed,evt_block_time,cex_name,distinct_name,gasFee,timeStamp_midnight,TokenPrice_traded,ETH-USD,Volume,gasFee_inUSD,gasFee_percentage_bp
967,19399009,1710005015,0x697f6a9f13bd4e270c1e39b132bd42505347eb4c63e5939bf3f2de4c1b732537,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xc00e94cb662c3520282e6f5717214004a7f26888,Compound,COMP,1004000000000000000000,18,69894,73026378986,40322,2024-03-09 17:23:35.000 UTC,OKX,OKX 81,0.002944569653473492,1709942400,86.31,3891.97,86655.24,11.460176754229227,1.3225024538884464
968,19399005,1710004967,0xaa07a8dd31a48c9d2e2d000de55713b9aaf68441fb171766de3398859de48154,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x111111111117dc0aa78b770fa6a738034120c302,1INCH Token,1INCH,86821000000000000000000,18,62427,77197973741,34518,2024-03-09 17:22:47.000 UTC,OKX,OKX 81,0.002664719657591838,1709942400,0.6084,3891.97,52821.8964,10.371008965757705,1.963392015921205
969,19398928,1710004031,0x207da0d5bed0ef6508d538e317202f98b0f623701eb10fcf35359af2f77d4bdc,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x163f8c2467924be0ae7b5347228cabf260318753,Worldcoin,WLD,9032000000000000000000,18,62419,81976104706,34511,2024-03-09 17:07:11.000 UTC,OKX,OKX 81,0.0028290773495087663,1709942400,7.541,3891.97,68110.312,11.010684171967632,1.6165957618822289
970,19398822,1710002747,0xd8603a5c9711494d0f1a158522ca98dc37611cd6985ec1d925ce16500f473336,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,198918000000000,8,76807,71561744193,63160,2024-03-09 16:45:47.000 UTC,OKX,OKX 81,0.004519839763229881,1709942400,0.04387,3891.97,87265.3266,17.591080763297796,2.0158156106984415
971,19398780,1710002231,0x7f37720aca358affe9f122c5f9d334a32e9ef5218e7eac51bab092889790ae2e,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x163f8c2467924be0ae7b5347228cabf260318753,Worldcoin,WLD,5217000000000000000000,18,62419,71976175255,34511,2024-03-09 16:37:11.000 UTC,OKX,OKX 81,0.0024839697842253053,1709942400,7.541,3891.97,39341.397000000004,9.66753588111136,2.4573443289549073
972,19398730,1710001631,0x4e9504cb051bddd2345b3b2ca9537b17278fe0e0513116c5eaf25c085d020969,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x6982508145454ce325ddbe47a25d4ec3d2311933,Pepe,PEPE,14281239066000000000000000000,18,73570,70514169790,43374,2024-03-09 16:27:11.000 UTC,OKX,OKX 81,0.0030584816004714604,1709942400,9.05e-06,3891.97,129245.2135473,11.90351863458691,0.9210026667819746
973,19398635,1710000491,0x1671b92eda9987efa5bb5be76859c1b9f390cdb5b60a37162b313e9a6c183295,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,191380100000000,8,76807,81352788369,63160,2024-03-09 16:08:11.000 UTC,OKX,OKX 81,0.0051382421133860405,1709942400,0.04387,3891.97,83958.44987,19.997884158035067,2.3818786779650516
974,19398569,1709999699,0x31a576d90b83fce24a0d44fd492d7fa3ad91a41a9bf51963abb2ea26044034fd,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,111358700000000,8,76807,67828605810,46060,2024-03-09 15:54:59.000 UTC,OKX,OKX 81,0.0031241855836086,1709942400,0.04387,3891.97,48853.06169,12.159236565837162,2.488940538260287
975,19398532,1709999255,0x26dc135e2172f92ed19e418003d2094b71fc3dbba0795460c6ad54e195ea6f40,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x163f8c2467924be0ae7b5347228cabf260318753,Worldcoin,WLD,6013000000000000000000,18,62419,69834371903,34511,2024-03-09 15:47:35.000 UTC,OKX,OKX 81,0.002410054008744433,1709942400,7.541,3891.97,45344.033,9.379857900413072,2.0685980667871053
976,19398403,1709997695,0xabe355efe4e384a82f5e620f336073a59f1b52993414290794bfceb9d52c686f,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,197832600000000,8,76807,66618802594,63160,2024-03-09 15:21:35.000 UTC,OKX,OKX 81,0.00420764357183704,1709942400,0.04387,3891.97,86789.16162,16.376022552282603,1.8868741495607273
977,19398205,1709995319,0x452638bef94330cfdbfe71a809043a6683196c2867f7985104b6edc04034b148,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,175259400000000,8,76807,69433108480,63160,2024-03-09 14:41:59.000 UTC,OKX,OKX 81,0.0043853951315968006,1709942400,0.04387,3891.97,76886.29878,17.0678262903208,2.219878776992261
978,19398082,1709993843,0x54558fbc3b755f612c504f96c948f47a30c080f91d6d1db53fd6c0d6043f0b56,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,157472900000000,8,76807,69464473965,63160,2024-03-09 14:17:23.000 UTC,OKX,OKX 81,0.0043873761756294,1709942400,0.04387,3891.97,69083.36123,17.075536454264356,2.4717292485834013
979,19398066,1709993651,0x1e143551f2e79c32eadbdd4faffc23ec44a01622213fcc48142789ab242a26c1,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x163f8c2467924be0ae7b5347228cabf260318753,Worldcoin,WLD,5284000000000000000000,18,62419,55817353817,34511,2024-03-09 14:14:11.000 UTC,OKX,OKX 81,0.001926312697578487,1709942400,7.541,3891.97,39846.644,7.497151229594544,1.8815012952143582
980,19397933,1709992055,0x81df1dfd19290515fc9904793c24739061be4b8326f24e874a68df52fe1c44d4,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,184483500000000,8,76807,54959711572,63160,2024-03-09 13:47:35.000 UTC,OKX,OKX 81,0.00347125538288752,1709942400,0.04387,3891.97,80932.91145,13.510021812536742,1.6692865202165839
981,19397879,1709991407,0x06e25320fe2edd616f0d95ba88073162edde5b9b724179d906501ad6a53585db,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,101137400000000,8,76807,45656527647,63160,2024-03-09 13:36:47.000 UTC,OKX,OKX 81,0.00288366628618452,1709942400,0.04387,3891.97,44368.97738,11.223142675841567,2.529502219472061
982,19397785,1709990279,0x0da33b92968aa9af87f4e4cd05113625ab53b479cf0b70b0de8649bbd908abad,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,158597100000000,8,76807,55043752242,63160,2024-03-09 13:17:59.000 UTC,OKX,OKX 81,0.0034765633916047202,1709942400,0.04387,3891.97,69576.54777,13.530680423223822,1.944718566369856
983,19397604,1709988071,0x84a45da59b74b3d79c8e7addef6e58512f1cc575c4a9abc5e79bb0770446aa52,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,158007600000000,8,76807,39635616043,63160,2024-03-09 12:41:11.000 UTC,OKX,OKX 81,0.00250338550927588,1709942400,0.04387,3891.97,69317.93412,9.743101300536447,1.4055671774161127
984,19397542,1709987327,0xe2f216ddbb9ec860357f215d9546cbbf40577906345d01380fd325970d4b301c,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,114839100000000,8,76807,49629857040,63160,2024-03-09 12:28:47.000 UTC,OKX,OKX 81,0.0031346217706464,1709942400,0.04387,3891.97,50379.91317,12.19985389270267,2.4215710439071145
985,19397404,1709985671,0x2acd8726b7718876a4ee92dc62fdcdda625b3ff5711c53ffb5a2537a66f76275,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,160630100000000,8,76807,46433169266,63160,2024-03-09 12:01:11.000 UTC,OKX,OKX 81,0.0029327189708405602,1709942400,0.04387,3891.97,70468.42487,11.414054252942334,1.6197402274847148
986,19397318,1709984639,0x2b8d68166ec870cec307404568ccdcb5214dfb4f76d2bdefdfdee54fd3c3669a,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,119436800000000,8,76807,43916502034,63160,2024-03-09 11:43:59.000 UTC,OKX,OKX 81,0.00277376626846744,1709942400,0.04387,3891.97,52396.92416,10.795415103887223,2.060314661013724
987,19396886,1709979407,0x4781c4813f02557e2f7053fd9660ca031951beb8e12e11f4ecec29af54c20a5e,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x163f8c2467924be0ae7b5347228cabf260318753,Worldcoin,WLD,5674000000000000000000,18,62419,53620662184,34511,2024-03-09 10:16:47.000 UTC,OKX,OKX 81,0.001850502672632024,1709942400,7.541,3891.97,42787.634,7.202100886803659,1.683220176839799
988,19396826,1709978687,0x1436f02fa05b07fad2a8ea9ea279b1e96b612d261db95fe6ad61a7fb33a3d762,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x163f8c2467924be0ae7b5347228cabf260318753,Worldcoin,WLD,7882000000000000000000,18,62419,50592032329,34511,2024-03-09 10:04:47.000 UTC,OKX,OKX 81,0.001745981627706119,1709942400,7.541,3891.97,59438.162,6.795308115583384,1.1432567708912977
989,19396722,1709977439,0x98aea0d66187232264bb408a070aa6c749324a517646a0c7c3ef4dc278c91c24,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x25f8087ead173b73d6e8b84329989a8eea16cf73,Yield Guild Games Token,YGG,174303000000000000000000,18,62539,46845613983,34611,2024-03-09 09:43:59.000 UTC,OKX,OKX 81,0.001621373545565613,1709942400,0.6633,3891.97,115615.1799,6.310337198134999,0.5458052483759529
990,19396661,1709976695,0x1e0d7382f5c405a209f08ab7be611aad3396bcaa064212ed2e6468bcb7755dc6,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,175238700000000,8,76807,52256183830,63160,2024-03-09 09:31:35.000 UTC,OKX,OKX 81,0.0033005005707028,1709942400,0.04387,3891.97,76877.21769,12.845449206158177,1.670904540010308
991,19396500,1709974739,0xb67145683164899d05677a8fc47e9cd398cc8bddd5bb9b40a01f7814b6b2a825,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x163f8c2467924be0ae7b5347228cabf260318753,Worldcoin,WLD,8065000000000000000000,18,62419,46695322620,34511,2024-03-09 08:58:59.000 UTC,OKX,OKX 81,0.00161150227893882,1709942400,7.541,3891.97,60818.165,6.271918524561519,1.031257441680708
992,19396480,1709974499,0x87c2582b482c1327b229dd6f2b18e74d7821c4bf5dec9cff799f6d38605c76b0,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x6982508145454ce325ddbe47a25d4ec3d2311933,Pepe,PEPE,15735043892000000000000000000,18,73570,44388800370,43374,2024-03-09 08:54:59.000 UTC,OKX,OKX 81,0.00192531982724838,1709942400,9.05e-06,3891.97,142402.1472226,7.493287008055877,0.5262060407237069
993,19396477,1709974463,0xc52136eac29e64e2fdd7b6edae54f24272278980c2d55446490894b21776e2ff,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd533a949740bb3306d119cc777fa900ba034cd52,Curve DAO Token,CRV,74248000000000000000000,18,72000,46164086977,34225,2024-03-09 08:54:23.000 UTC,OKX,OKX 81,0.001579965876787825,1709942400,0.7645,3891.97,56762.596,6.1491797934819115,1.0833154624361987
994,19396164,1709970707,0xc92a6f30770ce288e1a7f8d8677adae3f474478e2c253732eecff5fa03e9a740,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x163f8c2467924be0ae7b5347228cabf260318753,Worldcoin,WLD,7889000000000000000000,18,62419,47086654751,34511,2024-03-09 07:51:47.000 UTC,OKX,OKX 81,0.0016250075421117612,1709942400,7.541,3891.97,59490.949,6.324480603672711,1.0630996327983793
995,19396114,1709970107,0xadf0aabe06f511761b9c4ba631a614a9069808300ced8c2b71ab24282cd4446a,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x163f8c2467924be0ae7b5347228cabf260318753,Worldcoin,WLD,7784000000000000000000,18,62419,49365273883,34511,2024-03-09 07:41:47.000 UTC,OKX,OKX 81,0.0017036449669762131,1709942400,7.541,3891.97,58699.144,6.630535102122412,1.1295795219982103
996,19395967,1709968319,0xa90456f886ed7fd332edddeec786c1a961d7424cee28fe5293a5f816686b673f,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,133807400000000,8,76807,50749552477,63160,2024-03-09 07:11:59.000 UTC,OKX,OKX 81,0.0032053417344473202,1709942400,0.04387,3891.97,58701.30638,12.475093870216936,2.1251816423743675
997,19395650,1709964491,0xfe2acb86f56430c6d2ab40fa251f9143c22b9cdb5b0d3be2e50c6ffb610be61e,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x163f8c2467924be0ae7b5347228cabf260318753,Worldcoin,WLD,8007000000000000000000,18,62419,45110686954,34511,2024-03-09 06:08:11.000 UTC,OKX,OKX 81,0.0015568149174694942,1709942400,7.541,3891.97,60380.787000000004,6.059076954343747,1.0034776383990733
998,19395630,1709964251,0x2da94f0fe7cd2e5c383af7855d766aacf1f260f5029658af290763324115c5a7,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x25f8087ead173b73d6e8b84329989a8eea16cf73,Yield Guild Games Token,YGG,181507000000000000000000,18,62539,41595515549,34611,2024-03-09 06:04:11.000 UTC,OKX,OKX 81,0.001439662388666439,1709942400,0.6633,3891.97,120393.5931,5.603122826818121,0.465400415632094
999,19395545,1709963207,0xe1dae512157472e77b48b426105772cb852ed56cdad110a2021be345b0362b33,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x111111111117dc0aa78b770fa6a738034120c302,1INCH Token,1INCH,90345000000000000000000,18,62427,38978545187,34518,2024-03-09 05:46:47.000 UTC,OKX,OKX 81,0.0013454614227648661,1709942400,0.6084,3891.97,54965.89800000001,5.236495493558176,0.9526807864683982
1000,19395432,1709961839,0x21c8512f97c251d46fd4c7a4d6fb7dc00c96fc45973d99efef59107267249a16,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x6982508145454ce325ddbe47a25d4ec3d2311933,Pepe,PEPE,13831970821000000000000000000,18,73570,46917777460,43374,2024-03-09 05:23:59.000 UTC,OKX,OKX 81,0.00203501167955004,1709942400,9.05e-06,3891.97,125179.33593005,7.920204406458369,0.6327086134155693
1001,19395376,1709961167,0xb45e4ca39bdc90421d2499a230541c771e8b48af285d3301ec9d48ec85d10431,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x5283d291dbcf85356a21ba090e6db59121208b44,Blur,BLUR,75758000000000000000000,18,68136,49769155171,38863,2024-03-09 05:12:47.000 UTC,OKX,OKX 81,0.001934178677410573,1709942400,0.6805,3891.97,51553.319,7.527765387121628,1.4601902521778718
1002,19395362,1709960987,0x9aa260d30b1d6f0346491d4e752e97dbc61ca4f1c85697d5221ae6b8a37072d5,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x163f8c2467924be0ae7b5347228cabf260318753,Worldcoin,WLD,11127000000000000000000,18,62419,49049091152,34511,2024-03-09 05:09:47.000 UTC,OKX,OKX 81,0.001692733184746672,1709942400,7.541,3891.97,83908.70700000001,6.588066773038505,0.785146978017252
1003,19395339,1709960711,0x69bdd8b598d5a91f6b0ddcb418b42aae4286bcf2dd134837738a0a5bb5bba8bf,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x5283d291dbcf85356a21ba090e6db59121208b44,Blur,BLUR,81477000000000000000000,18,68136,41681812930,38863,2024-03-09 05:05:11.000 UTC,OKX,OKX 81,0.0016198802958985901,1709942400,0.6805,3891.97,55445.0985,6.304525515228436,1.137075356666277
1004,19395146,1709958371,0x33f6b02161d4f2670c76519b655108a4d46a50b142e0b8fc3db6e93ea18de54f,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x163f8c2467924be0ae7b5347228cabf260318753,Worldcoin,WLD,5514000000000000000000,18,62419,44400444400,34511,2024-03-09 04:26:11.000 UTC,OKX,OKX 81,0.0015323037366884,1709942400,7.541,3891.97,41581.07399999999,5.963680174079152,1.4342294703785556
1005,19394840,1709954687,0x83d230b1692c73527b5e8eeda931c7fdfce6c7b6c9a280baf1c17be69d45ed96,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x5283d291dbcf85356a21ba090e6db59121208b44,Blur,BLUR,73724000000000000000000,18,68136,42148935039,38863,2024-03-09 03:24:47.000 UTC,OKX,OKX 81,0.0016380340624206572,1709942400,0.6805,3891.97,50169.182,6.375179429919325,1.27073617224202
1006,19394823,1709954483,0x75fc6b9454fa5796943fe735ad466cd76e932d8a09646ae01a3c9f375a87869e,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,184566600000000,8,76807,44773867257,46060,2024-03-09 03:21:23.000 UTC,OKX,OKX 81,0.00206228432585742,1709942400,0.04387,3891.97,80969.36742,8.026348727707303,0.9912821334114486
1007,19394714,1709953175,0x692debdcc7f74373616ff476339a5383c05c903f421b7a11711346cc9b8d9403,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,182527900000000,8,76807,42854156000,63160,2024-03-09 02:59:35.000 UTC,OKX,OKX 81,0.0027066684929600003,1709942400,0.04387,3891.97,80074.98973,10.53427257454553,1.3155509117222999
1008,19394703,1709953043,0x83c138b3950228e2f04ed57272ad1f1053539840531ff6fdf28fdb2b4437c3ee,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd533a949740bb3306d119cc777fa900ba034cd52,Curve DAO Token,CRV,70033000000000000000000,18,72000,44553879519,34225,2024-03-09 02:57:23.000 UTC,OKX,OKX 81,0.0015248565265377752,1709942400,0.7645,3891.97,53540.2285,5.934695855589225,1.1084554589805728
1009,19394646,1709952359,0x3aca3936492356084037a3c815b59ea48420e541f007095940d22d24a9d7cf89,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x6982508145454ce325ddbe47a25d4ec3d2311933,Pepe,PEPE,13470817318000000000000000000,18,73570,44640085794,43374,2024-03-09 02:45:59.000 UTC,OKX,OKX 81,0.0019362190812289562,1709942400,9.05e-06,3891.97,121910.89672790002,7.53570657757066,0.6181323228546205
1010,19394338,1709948639,0x4eff4e63d7910f9c41b65581d008948bd706d5b3c13fb52e27695d39af85e553,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd533a949740bb3306d119cc777fa900ba034cd52,Curve DAO Token,CRV,68192000000000000000000,18,72000,49999385118,34225,2024-03-09 01:43:59.000 UTC,OKX,OKX 81,0.0017112289556635502,1709942400,0.7645,3891.97,52132.784,6.660051758573867,1.2775169955577024
1011,19393894,1709943287,0x3df468d85fbb2c7bebbdd3c9ced004164635845097f3b1919372670651a5fcac,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd533a949740bb3306d119cc777fa900ba034cd52,Curve DAO Token,CRV,73888000000000000000000,18,72000,50107906197,34225,2024-03-09 00:14:47.000 UTC,OKX,OKX 81,0.0017149430895923251,1709942400,0.7645,3891.97,56487.376,6.674507056400642,1.1815926900907279
1012,19393881,1709943131,0xe7624a72b1e37031239aa17ed75a7f2748b1aeb43ed79a038bf0fcdca8a4d7df,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xc00e94cb662c3520282e6f5717214004a7f26888,Compound,COMP,920000000000000000000,18,69894,50017194550,40322,2024-03-09 00:12:11.000 UTC,OKX,OKX 81,0.0020167933186451,1709942400,86.31,3891.97,79405.2,7.84929909236717,0.9885119730656392
1013,19393435,1709937527,0x965a16cb6317d92258f1f551450336c50843fd9c11aa529901e96f2bb7ccb389,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,200400300000000,8,76807,57750437059,46060,2024-03-08 22:38:47.000 UTC,OKX,OKX 81,0.00265998513093754,1709856000,0.04409,3874.46,88356.49226999999,10.306005990412261,1.1664118533496262
1014,19393384,1709936891,0xfa15e6736a7a4c2ee935f5869b6e7363d4583b239c33c8dab3ba7ce936aa7899,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,4014000000000000000000,18,69619,62294357734,40094,2024-03-08 22:28:11.000 UTC,OKX,OKX 81,0.002497629978986996,1709856000,14.89,3874.46,59768.46,9.676967448385957,1.6190759220475075
1015,19393303,1709935883,0x83a24cc48cfc6beaa1dda335d474188a1be137d64d7621d7ed8a34a79d311424,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,Matic Token,MATIC,83812000000000000000000,18,65790,75019039284,36916,2024-03-08 22:11:23.000 UTC,OKX,OKX 81,0.002769402854208144,1709856000,1.162,3874.46,97389.544,10.729940582515287,1.101754884745665
1016,19393265,1709935379,0x4135dbd7ae8da33ce2f4c87c0019d65a104f118ca0fb25e95ddb84ea49bf25f0,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,SHIBA INU,SHIB,2689613700000000000000000000,18,63235,73911615226,34795,2024-03-08 22:02:59.000 UTC,OKX,OKX 81,0.0025717546517886702,1709856000,3.155e-05,3874.46,84857.312235,9.964160528169131,1.1742253278744954
1017,19393206,1709934551,0x52162beae1a832e3bbf88d50c1abc4cdd631aa33873411eb54b754edd1c8c706,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x25f8087ead173b73d6e8b84329989a8eea16cf73,Yield Guild Games Token,YGG,212165000000000000000000,18,62539,66979294618,34611,2024-03-08 21:49:11.000 UTC,OKX,OKX 81,0.0023182203660235983,1709856000,0.6565,3874.46,139286.32249999998,8.98185207934379,0.644848102680275
1018,19392948,1709931095,0x988f3e5479d7bcc910fd7214b1004dc63d5e45ec15229c64cfd424b20bb611ff,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0xd1d2eb1b1e90b638588728b4130137d262c87cae,Gala,GALA,201339400000000,8,76807,69735687365,63160,2024-03-08 20:51:35.000 UTC,OKX,OKX 81,0.0044045060139734004,1709856000,0.04409,3874.46,88770.54146,17.065082370899383,1.92238124159566
1019,19392897,1709930459,0xbf2dc8aa2a8c26440ab1105cd324c00e0a6d02a197b39ad476f7518439b24424,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x6982508145454ce325ddbe47a25d4ec3d2311933,Pepe,PEPE,11749005228000000000000000000,18,73570,76357907323,43374,2024-03-08 20:40:59.000 UTC,OKX,OKX 81,0.003311947872227802,1709856000,6.83e-06,3874.46,80245.70570723999,12.83200955303173,1.5990898752696732
1020,19392870,1709930135,0x754279561fe292249575ff522a4c9ee6250f03975d2e415ec8324c2e0e9e305d,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x5283d291dbcf85356a21ba090e6db59121208b44,Blur,BLUR,135324000000000000000000,18,68136,78496385810,38863,2024-03-08 20:35:35.000 UTC,OKX,OKX 81,0.0030506050417340304,1709856000,0.7032,3874.46,95159.8368,11.81944720999683,1.2420625767610427
1021,19392401,1709924483,0x95c477ac899373c1d9901067b28e36ac6031398bf774f90e9b52344b98aa37c5,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x03ae1a796dfe0400439211133d065bda774b9d3e,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,Uniswap,UNI,5942000000000000000000,18,69633,71139352195,40106,2024-03-08 19:01:23.000 UTC,OKX,OKX 81,0.0028531148591326703,1709856000,14.89,3874.46,88476.38000000002,11.054279397115167,1.2494045752228067
1022,19392202,1709922083,0x1876e9abe7ffd3c1766d5dd898c4ff5f199ced57e76733b7e7bd5ad164cfbcda,0xdbf5e9c5206d0db70a90108bf936da60221dc080,0x2efb50e952580f4ff32d8d2122853432bbf2e204,0xc00e94cb662c3520282e6f5717214004a7f26888,Compound,COMP,2099940300000000000000,18,48860,70154390478,40346,2024-03-08 18:21:23.000 UTC,Robinhood,Robinhood 4,0.002830449038225388,1709856000,89.73,3874.46,188427.643119,10.966461580642738,0.5819985538808101
