,time,ETH,0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,0x09a3ecafa817268f77be1283176b946c4ff2e608,0x85eee30c52b0b379b046fb0f85f4f3dc3009afec,0xa3ee21c306a700e682abcdfe9baa6a08f3820419,0xbe9375c6a420d2eeb258962efb95551a5b722803,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0x4fe83213d56308330ec302a8bd641f1d0113a4cc
494,1665878400,1274.91,0.9795,0.2053,0.1355,0.3613,0.00656,0.03661,0.1469217975652462
495,1665964800,1305.87,1.016,0.204,0.135,0.3613,0.006655,0.03713,0.145809628867399
496,1666051200,1331.52,0.969,0.2069,0.135,0.3821,0.00677,0.03692,0.1491351023356642
497,1666137600,1310.78,0.952,0.2019,0.1326,0.3967,0.00668,0.03561,0.1466009015523594
498,1666224000,1284.85,0.9695,0.2014,0.1271,0.3829,0.00638,0.03294,0.1469590012830983
499,1666310400,1282.68,0.9595,0.1946,0.1231,0.3838,0.006425,0.03286,0.1445420796445979
500,1666396800,1299.88,0.951,0.1937,0.1222,0.3768,0.006471,0.03326,0.1440152019623308
501,1666483200,1313.91,0.936,0.1903,0.1235,0.3588,0.00649,0.0334,0.1447195736654789
502,1666569600,1364.2,0.953,0.19,0.1243,0.3645,0.006609,0.03405,0.1455202326948048
503,1666656000,1343.83,0.9069,0.1885,0.1203,0.3901,0.00657,0.03304,0.1444871570401651
504,1666742400,1460.37,0.9235,0.1905,0.1231,0.4018,0.00677,0.03401,0.1477313298253237
505,1666828800,1566.85,0.9336,0.1909,0.1261,0.4009,0.00692,0.03503,0.1491999589626115
506,1666915200,1514.35,0.8995,0.1915,0.1251,0.3932,0.006747,0.03445,0.1448735124289966
507,1667001600,1555.12,0.901,0.1907,0.1262,0.4372,0.00685,0.0352,0.1462639010562238
508,1667088000,1620.42,0.9785,0.1958,0.1271,0.4691,0.006984,0.03663,0.1463079951619494
509,1667174400,1590.93,0.947,0.1913,0.127,0.5318,0.006815,0.04389,0.1473015999098099
510,1667260800,1572.88,0.9785,0.1912,0.1262,0.5333,0.006795,0.04198,0.1486803012392087
511,1667347200,1578.51,0.972,0.1851,0.1253,0.5672,0.00717,0.03992,0.1467388272410827
512,1667433600,1518.33,0.9235,0.1794,0.1228,0.5618,0.006745,0.03831,0.1431912522119034
513,1667520000,1530.87,0.959,0.1824,0.1267,0.5297,0.006825,0.03342,0.143673795795608
514,1667606400,1645.06,1.031,0.1959,0.132,0.5479,0.00725,0.03863,0.1500045721916079
515,1667692800,1627.42,1.14,0.1943,0.1333,0.5713,0.007315,0.03864,0.1504887794493746
516,1667779200,1568.75,1.007,0.1835,0.131,0.5353,0.006965,0.03594,0.1476839078099871
517,1667865600,1568.45,0.9729,0.1828,0.1286,0.5363,0.007165,0.03613,0.1485560232797186
518,1667952000,1334.22,0.8505,0.1565,0.1064,0.4382,0.00568,0.0328,0.1323853814756407
519,1668038400,1104.17,0.5806,0.1156,0.07958,0.3741,0.00347,0.02547,0.0906393544866309
520,1668124800,1296.01,0.6379,0.1402,0.0935,0.4156,0.005093,0.03161,0.1107335616488444
521,1668211200,1285.23,0.6096,0.1295,0.08631,0.4048,0.005179,0.032,0.1067296084561816
522,1668297600,1254.95,0.6255,0.1298,0.08464,0.3922,0.004869,0.02944,0.1130766423038365
523,1668384000,1219.85,0.4805,0.1224,0.07894,0.3671,0.004648,0.02941,0.0988602158624682
524,1668470400,1241.39,0.4749,0.1215,0.07879,0.3704,0.004655,0.02959,0.1002913103732841
525,1668556800,1252.0,0.4874,0.1242,0.081,0.3802,0.004945,0.02927,0.1045744004331673
526,1668643200,1215.24,0.5034,0.1211,0.08081,0.3737,0.004922,0.02814,0.1057105757051248
527,1668729600,1199.45,0.4122,0.1209,0.08014,0.3812,0.005038,0.02733,0.1004241369316715
528,1668816000,1210.98,0.4327,0.1479,0.0798,0.3753,0.005086,0.02748,0.1039220417898279
529,1668902400,1216.52,0.4423,0.1332,0.09364,0.38,0.005304,0.02757,0.1072008720301598
530,1668988800,1140.47,0.5708,0.1267,0.07921,0.3585,0.004938,0.02571,0.1058473633674883
531,1669075200,1105.99,0.4216,0.1207,0.07681,0.3424,0.004778,0.02466,0.1033660408966204
532,1669161600,1137.75,0.4113,0.1287,0.08029,0.3515,0.005143,0.02543,0.1053244148735778
533,1669248000,1183.69,0.4829,0.1344,0.0833,0.3496,0.005267,0.02597,0.1075928447452743
534,1669334400,1202.96,0.3988,0.1318,0.0836,0.3457,0.005293,0.02531,0.1031638680525186
535,1669420800,1198.4,0.4877,0.1319,0.08421,0.3627,0.005189,0.02502,0.1025220390795447
536,1669507200,1204.94,0.5073,0.136,0.0853,0.3487,0.005241,0.02509,0.1033461579993988
537,1669593600,1193.2,0.4916,0.1309,0.08682,0.3408,0.005131,0.02529,0.1046781998801134
538,1669680000,1167.3,0.4903,0.127,0.085,0.3254,0.004996,0.02479,0.1017351885233929
539,1669766400,1215.7,0.5057,0.1297,0.0855,0.3344,0.005179,0.02525,0.1037074254980329
540,1669852800,1294.92,0.5244,0.1324,0.0882,0.3309,0.005348,0.02593,0.1066060856418675
541,1669939200,1276.36,0.5348,0.1319,0.08773,0.341,0.00558,0.02527,0.1049345035501239
542,1670025600,1295.61,0.5351,0.1361,0.08764,0.3461,0.005312,0.02556,0.1089991101238116
543,1670112000,1241.13,0.5113,0.1317,0.0887,0.3584,0.0053,0.02491,0.1083401184194478
544,1670198400,1279.89,0.5075,0.1344,0.08801,0.3723,0.005286,0.02516,0.1077148032792907
545,1670284800,1259.37,0.7503,0.1331,0.08766,0.3624,0.005201,0.02586,0.1060766976436509
546,1670371200,1271.38,0.7056,0.1317,0.0874,0.3747,0.005149,0.02707,0.105800467752161
547,1670457600,1231.35,0.7585,0.1291,0.0843,0.3951,0.004999,0.0256,0.1018699284698427
548,1670544000,1280.28,0.6657,0.1319,0.08862,0.423,0.005044,0.02643,0.1062204365986282
549,1670630400,1262.95,0.6315,0.1307,0.0943,0.4029,0.00514,0.02577,0.10791659848929
550,1670716800,1266.34,0.6256,0.1295,0.08827,0.4196,0.005205,0.02555,0.1069043674669276
551,1670803200,1263.27,0.6101,0.1285,0.0859,0.4605,0.005053,0.0252,0.1071265415133232
552,1670889600,1275.37,0.6045,0.1297,0.08822,0.4559,0.00555,0.02517,0.1052761265570748
553,1670976000,1320.43,0.5959,0.1285,0.08847,0.4999,0.00511,0.0252,0.1059546538800865
554,1671062400,1307.5,0.59,0.1257,0.08635,0.5055,0.005047,0.0244,0.1040740872052031
555,1671148800,1266.59,0.5852,0.1219,0.08609,0.4876,0.004788,0.02403,0.1018615857036577
556,1671235200,1167.85,0.4671,0.1064,0.078,0.4212,0.004251,0.02025,0.09242950011519
557,1671321600,1187.11,0.4832,0.1117,0.07733,0.45,0.00419,0.02071,0.0942553481559053
558,1671408000,1183.19,0.5064,0.1095,0.07537,0.4403,0.00456,0.02028,0.0932634585207131
559,1671494400,1167.68,0.4928,0.1037,0.07208,0.5097,0.0039,0.01848,0.087697464908625
560,1671580800,1216.96,0.6305,0.1101,0.076,0.531,0.004174,0.01943,0.0929874704608822
561,1671667200,1213.84,0.5399,0.0994,0.0756,0.5756,0.004127,0.019,0.0923802321515549
562,1671753600,1217.51,0.5178,0.0945,0.0767,0.6932,0.004103,0.01897,0.0912871106583423
563,1671840000,1219.97,0.5333,0.0921,0.0776,0.6023,0.004184,0.01893,0.092166213283193
564,1671926400,1220.49,0.5116,0.0914,0.0776,0.5298,0.00404,0.01872,0.0928640759993301
565,1672012800,1218.3,0.5114,0.1918,0.0767,0.522,0.00583,0.0184,0.0917110261841683
566,1672099200,1227.3,0.4971,0.1487,0.0768,0.468,0.004111,0.01831,0.0906159008893781
567,1672185600,1211.07,0.5094,0.1425,0.0752,0.4509,0.003912,0.0178,0.0881388355854723
568,1672272000,1189.27,0.4639,0.1289,0.0723,0.4219,0.00422,0.01687,0.0844764993553803
569,1672358400,1200.06,0.4599,0.1502,0.0725,0.4388,0.003552,0.01618,0.0841421369473401
570,1672444800,1199.12,0.4723,0.1362,0.07077,0.4599,0.003441,0.01651,0.0828909448921783
571,1672531200,1195.0,0.4656,0.1366,0.07865,0.4566,0.003501,0.01664,0.0838629169405082
572,1672617600,1200.1,0.4751,0.1332,0.0748,0.4474,0.003564,0.01687,0.0850425832815674
573,1672704000,1213.98,0.4974,0.1331,0.07561,0.5794,0.00388,0.01771,0.0849726599501892
574,1672790400,1214.11,0.475,0.1333,0.07619,0.5332,0.003715,0.01758,0.0850258865813755
575,1672876800,1256.42,0.519,0.1377,0.07691,0.5421,0.003807,0.0179,0.0864778420368289
576,1672963200,1250.73,0.5064,0.1343,0.0772,0.4974,0.003752,0.01805,0.0856931085703893
577,1673049600,1268.71,0.5168,0.1318,0.07788,0.4836,0.003832,0.02347,0.087548956267473
578,1673136000,1263.86,0.495,0.1303,0.0779,0.5004,0.003741,0.02333,0.0877385415950536
579,1673222400,1288.62,0.5161,0.1279,0.07861,0.4953,0.003982,0.03443,0.0890699138498415
580,1673308800,1320.11,0.5419,0.1301,0.0802,0.5025,0.004158,0.04049,0.0916126741305147
581,1673395200,1335.42,0.5349,0.1314,0.08701,0.5228,0.00301,0.04162,0.0935639751745151
582,1673481600,1388.95,0.5768,0.1297,0.08477,0.5417,0.00303,0.03828,0.0941063123322423
583,1673568000,1416.05,0.5706,0.1306,0.0875,0.5516,0.00404,0.0404,0.0974887876609395
584,1673654400,1451.18,0.5875,0.1313,0.09148,0.569,0.004571,0.05065,0.0992457695751776
585,1673740800,1550.07,0.6319,0.1505,0.0973,0.5766,0.004728,0.04972,0.1034887095132961
586,1673827200,1552.71,0.6181,0.1755,0.1049,0.5717,0.005372,0.04892,0.1658182217007709
587,1673913600,1577.02,0.6337,0.1618,0.1043,0.5637,0.005173,0.04671,0.153310606009665
588,1674000000,1565.15,0.637,0.1593,0.1083,0.5708,0.005275,0.04958,0.1421190102478901
589,1674086400,1512.28,0.5523,0.146,0.09819,0.5294,0.00455,0.04461,0.133058085866313
590,1674172800,1551.2,0.573,0.162,0.1023,0.5287,0.004964,0.0456,0.1367922269250032
591,1674259200,1659.02,0.6137,0.1647,0.108,0.5566,0.00505,0.04905,0.1395163384978194
592,1674345600,1626.68,0.6261,0.1586,0.1142,0.5575,0.005319,0.04688,0.138625047205742
593,1674432000,1627.79,0.5716,0.1578,0.1116,0.552,0.00602,0.04877,0.1400376500239121
594,1674518400,1626.47,0.6591,0.1646,0.1961,0.5611,0.005481,0.05295,0.1551425399824498
595,1674604800,1556.12,0.5883,0.1561,0.24,0.5535,0.0054,0.0477,0.1791347139938445
596,1674691200,1610.94,0.6038,0.1588,0.2399,0.5456,0.0053,0.04952,0.1782944574891688
597,1674777600,1601.35,0.6066,0.1615,0.2574,0.5859,0.005525,0.04875,0.1851379764239056
598,1674864000,1597.86,0.6218,0.1592,0.2351,0.5658,0.0058,0.05304,0.179617504154744
599,1674950400,1572.46,0.6614,0.1643,0.2198,0.5825,0.005629,0.05706,0.1805566733142961
600,1675036800,1645.46,0.6603,0.166,0.2226,0.6025,0.006121,0.05915,0.1807879585838429
601,1675123200,1566.49,0.6227,0.1562,0.2003,0.5837,0.00553,0.05381,0.1646434323749576
602,1675209600,1585.47,0.5818,0.1625,0.2332,0.6147,0.00552,0.05417,0.1702876071603624
603,1675296000,1641.61,0.5904,0.1632,0.2394,0.6547,0.005778,0.05678,0.17504755471067
604,1675382400,1642.74,0.5998,0.1625,0.2291,0.6267,0.00614,0.05411,0.1788948511142926
605,1675468800,1663.97,0.6246,0.1908,0.2313,0.6373,0.00644,0.05607,0.173718725176116
606,1675555200,1666.89,0.6144,0.1801,0.2284,0.637,0.006401,0.05568,0.1773984602860306
607,1675641600,1629.8,0.6049,0.1705,0.2151,0.6022,0.00647,0.05408,0.1687144659947111
608,1675728000,1614.31,0.6216,0.1709,0.2126,0.5898,0.006264,0.05185,0.1613011438705016
609,1675814400,1671.61,0.6161,0.175,0.2169,0.6908,0.006469,0.05557,0.1694425736319504
610,1675900800,1650.95,0.6094,0.1708,0.2066,0.6451,0.006917,0.05209,0.1680447724746866
611,1675987200,1545.78,0.5321,0.1519,0.1867,0.5912,0.00635,0.04449,0.1520632897806899
612,1676073600,1513.79,0.5406,0.1581,0.1802,0.5844,0.005919,0.04435,0.1526562167325864
613,1676160000,1538.79,0.5556,0.16,0.1938,0.575,0.00301,0.04549,0.1479085816216498
614,1676246400,1515.42,0.5333,0.1611,0.1891,0.566,0.006107,0.04364,0.1455485907851764
615,1676332800,1506.37,0.5235,0.1607,0.1774,0.5621,0.00583,0.04216,0.1455696997536592
616,1676419200,1556.14,0.5309,0.1657,0.1869,0.5582,0.006007,0.04418,0.1485853693474033
617,1676505600,1675.34,0.5337,0.1683,0.1988,0.5756,0.00401,0.04944,0.1552805366407085
618,1676592000,1638.41,0.504,0.1653,0.188,0.5552,0.00672,0.04585,0.1485270191303449
619,1676678400,1694.3,0.5174,0.1708,0.1955,0.5576,0.007285,0.04794,0.1545453058431567
620,1676764800,1691.98,0.5231,0.1713,0.2009,0.5581,0.00637,0.04766,0.1544009849749571
621,1676851200,1681.25,0.5193,0.1677,0.2179,0.5621,0.00637,0.04723,0.1609772758322334
622,1676937600,1703.53,0.5299,0.1558,0.2101,0.5705,0.00713,0.04822,0.163603176504376
623,1677024000,1659.64,0.5236,0.1505,0.1932,0.5517,0.007219,0.04614,0.1545659579509431
624,1677110400,1643.28,0.4764,0.1472,0.193,0.5422,0.007132,0.04523,0.1534638777809245
625,1677196800,1650.59,0.51,0.1472,0.2014,0.5263,0.00738,0.04414,0.157029369166871
626,1677283200,1608.09,0.5171,0.1413,0.1887,0.5114,0.006979,0.04126,0.1520347914889425
627,1677369600,1594.89,0.5098,0.1364,0.1857,0.5085,0.006794,0.04039,0.1506181595235904
628,1677456000,1641.93,0.5032,0.133,0.1885,0.5181,0.007947,0.04116,0.1504548461728768
629,1677542400,1633.97,0.4783,0.1368,0.1867,0.5002,0.007048,0.04072,0.1554922464572982
630,1677628800,1605.0,0.4772,0.1315,0.1834,0.4941,0.00671,0.03954,0.1505201050085229
631,1677715200,1665.45,0.4965,0.1333,0.1921,0.4992,0.007093,0.04158,0.1546317752571121
632,1677801600,1647.79,0.4681,0.136,0.218,0.4836,0.006377,0.04001,0.2383853073812062
633,1677888000,1569.58,0.397,0.1267,0.2032,0.4602,0.006545,0.03749,0.2398569744551115
634,1677974400,1566.93,0.3823,0.1199,0.1883,0.4444,0.006035,0.03504,0.1281953582835127
635,1678060800,1564.76,0.396,0.124,0.1923,0.4439,0.006525,0.03622,0.129254463773556
636,1678147200,1565.91,0.4006,0.1244,0.1966,0.433,0.006051,0.03889,0.1361865358438122
637,1678233600,1561.65,0.3852,0.1178,0.1841,0.4418,0.00641,0.03702,0.1289740508368572
638,1678320000,1532.44,0.3675,0.1128,0.1687,0.4198,0.006077,0.03368,0.1143009556421204
639,1678406400,1437.54,0.3315,0.1106,0.1534,0.3975,0.00546,0.03231,0.1802211587914751
640,1678492800,1431.4,0.3735,0.108,0.1553,0.3816,0.005254,0.0329,0.1682997424912223
641,1678579200,1483.2,0.3805,0.1057,0.1568,0.3696,0.00536,0.03151,0.1118030933819299
642,1678665600,1591.86,0.3964,0.1104,0.1647,0.3857,0.005768,0.03524,0.1106077261854522
643,1678752000,1680.71,0.4059,0.116,0.1734,0.4037,0.006555,0.03803,0.1927272506119392
644,1678838400,1705.06,0.4117,0.1165,0.2093,0.4043,0.006189,0.04306,0.1968561416476946
645,1678924800,1652.94,0.371,0.1004,0.1907,0.3961,0.005606,0.03811,0.1850277576879121
646,1679011200,1676.86,0.4195,0.1015,0.1961,0.3922,0.006012,0.03995,0.1881751471157849
647,1679097600,1793.04,0.3928,0.1023,0.2122,0.4034,0.006312,0.04414,0.1909971119052342
648,1679184000,1763.35,0.3761,0.1006,0.2045,0.3982,0.00477,0.04594,0.1878598514175782
649,1679270400,1785.66,0.3792,0.102,0.2045,0.394,0.00705,0.04645,0.1856335568880855
650,1679356800,1738.39,0.3596,0.09546,0.199,0.3847,0.007232,0.04312,0.1792849051000474
651,1679443200,1806.98,0.3826,0.09463,0.2026,0.3766,0.00632,0.04352,0.1979001010448815
652,1679529600,1738.78,0.3559,0.0926,0.1978,0.3562,0.00586,0.04062,0.2055404702807099
653,1679616000,1817.43,0.3627,0.0945,0.2031,0.3795,0.00607,0.04248,0.2067432093100507
654,1679702400,1751.94,0.3434,0.0894,0.1964,0.3577,0.005499,0.03969,0.2029739753461069
655,1679788800,1743.78,0.3367,0.104,0.1939,0.3561,0.005499,0.03829,0.197550567994682
656,1679875200,1775.76,0.344,0.09991,0.2006,0.354,0.005599,0.03995,0.209125433960787
657,1679961600,1716.29,0.3278,0.09484,0.1933,0.3342,0.005429,0.03753,0.2018200103982347
658,1680048000,1773.6,0.334,0.0933,0.1944,0.3616,0.005453,0.03895,0.2017955909861132
659,1680134400,1793.38,0.3433,0.09692,0.1981,0.3728,0.00588,0.04195,0.1957310844614233
660,1680220800,1793.89,0.3603,0.09164,0.2,0.3622,0.005561,0.04075,0.1367500951723237
661,1680307200,1822.07,0.3608,0.093,0.2004,0.3504,0.00541,0.04144,0.1401239043407021
662,1680393600,1821.79,0.3844,0.093,0.198,0.3499,0.005694,0.0415,0.1370051134758495
663,1680480000,1795.71,0.3573,0.089,0.1833,0.3523,0.008332,0.0406,0.1242617175231172
664,1680566400,1810.94,0.3478,0.087,0.1766,0.344,0.005541,0.04007,0.118657090218421
665,1680652800,1871.46,0.3512,0.089,0.1785,0.3553,0.00524,0.04045,0.1174854018775649
666,1680739200,1909.28,0.3519,0.089,0.1792,0.3693,0.00536,0.0415,0.118450972004649
667,1680825600,1872.91,0.3379,0.09,0.179,0.3755,0.00617,0.04031,0.1187636539233442
668,1680912000,1864.89,0.3277,0.093,0.1745,0.3639,0.00607,0.03992,0.1153333032174116
669,1680998400,1849.91,0.3347,0.09,0.1716,0.3673,0.00587,0.03961,0.114795430290493
670,1681084800,1859.73,0.3446,0.09,0.1753,0.3652,0.005952,0.04006,0.1150746206948157
671,1681171200,1911.14,0.3432,0.089,0.1749,0.3718,0.005447,0.04149,0.1197158165445698
672,1681257600,1891.5,0.3489,0.08981,0.1749,0.3641,0.00301,0.04161,0.1175767934243049
673,1681344000,1918.62,0.3402,0.09419,0.1717,0.3663,0.005682,0.04365,0.1145138469006786
674,1681430400,2013.97,0.3481,0.0915,0.175,0.3665,0.005777,0.04322,0.117915502471612
675,1681516800,2101.73,0.3599,0.093,0.1772,0.3659,0.006098,0.04341,0.1160408065496799
676,1681603200,2092.41,0.3562,0.08992,0.1737,0.3678,0.006064,0.04288,0.116353148064559
677,1681689600,2120.17,0.3615,0.091,0.1789,0.3678,0.00799,0.04414,0.1168992969422609
678,1681776000,2075.88,0.3499,0.088,0.1754,0.3666,0.005667,0.04376,0.1138703870887807
679,1681862400,2104.71,0.3555,0.09,0.1761,0.3757,0.005746,0.04709,0.1144921622853333
680,1681948800,1935.92,0.3064,0.086,0.1666,0.3966,0.0061,0.04336,0.1048314830988322
681,1682035200,1943.43,0.2771,0.085,0.1594,0.3648,0.005617,0.04241,0.1113210602541217
682,1682121600,1849.09,0.2702,0.07898,0.1555,0.3323,0.005452,0.03943,0.1036765779029396
683,1682208000,1874.58,0.2722,0.08127,0.157,0.348,0.005286,0.04094,0.1075966858747047
684,1682294400,1862.38,0.2706,0.079,0.1535,0.329,0.005243,0.04011,0.1044140269405421
685,1682380800,1842.55,0.29,0.079,0.1546,0.3208,0.005229,0.03933,0.1033969190579092
686,1682467200,1866.52,0.2806,0.079,0.1549,0.3183,0.005379,0.03969,0.1043136777165107
687,1682553600,1866.8,0.2776,0.07541,0.1516,0.3154,0.005402,0.03845,0.1035032711112754
688,1682640000,1909.45,0.293,0.077,0.153,0.3145,0.005602,0.03938,0.1029510184507338
689,1682726400,1896.05,0.2803,0.08197,0.1523,0.3117,0.005575,0.03892,0.1016014063435649
690,1682812800,1911.23,0.2911,0.07807,0.1605,0.3154,0.005558,0.03932,0.1027896977861118
691,1682899200,1872.4,0.2898,0.07507,0.1521,0.3261,0.005411,0.03819,0.1007918503090312
692,1682985600,1832.65,0.2777,0.074,0.1478,0.3051,0.005336,0.03723,0.0999134259062451
693,1683072000,1871.76,0.282,0.073,0.1473,0.3396,0.005452,0.03749,0.100852500144924
694,1683158400,1906.04,0.2769,0.07047,0.149,0.3562,0.005227,0.03706,0.1027745564620338
695,1683244800,1878.59,0.2774,0.07083,0.1489,0.364,0.00487,0.03492,0.0966391951588976
696,1683331200,1996.13,0.2871,0.07023,0.1523,0.3838,0.005614,0.03448,0.1100509730470483
697,1683417600,1901.94,0.2616,0.067,0.149,0.3886,0.00487,0.03225,0.1017177397627557
698,1683504000,1879.47,0.2676,0.066,0.1494,0.3651,0.00557,0.03196,0.0985643455444999
699,1683590400,1853.94,0.2602,0.059,0.1382,0.351,0.00414,0.02847,0.094716816228268
700,1683676800,1848.91,0.2496,0.05515,0.1396,0.3288,0.00301,0.02843,0.097432708554872
701,1683763200,1842.62,0.2329,0.057,0.1424,0.3341,0.004973,0.03131,0.0907519983226425
702,1683849600,1795.51,0.2207,0.063,0.1357,0.3165,0.004858,0.02846,0.0952541323342978
703,1683936000,1808.28,0.2105,0.06163,0.1331,0.3249,0.001754,0.03006,0.0903236473007856
704,1684022400,1796.08,0.213,0.06108,0.1289,0.3369,0.004286,0.02952,0.086602063153409
705,1684108800,1800.16,0.218,0.05812,0.1297,0.3401,0.004309,0.0305,0.0871710220899098
706,1684195200,1817.04,0.2346,0.058,0.1346,0.3398,0.001654,0.02991,0.0853355119033552
707,1684281600,1824.54,0.2367,0.058,0.1339,0.3297,0.004598,0.03197,0.0861143277248241
708,1684368000,1822.22,0.2269,0.058,0.1335,0.3284,0.004683,0.0324,0.0878863957463102
709,1684454400,1800.84,0.2173,0.045,0.1312,0.3329,0.00489,0.03196,0.0842629916281011
710,1684540800,1812.74,0.2181,0.045,0.1317,0.333,0.00301,0.03105,0.0909403509431774
711,1684627200,1820.0,0.2238,0.043,0.1311,0.3282,0.004677,0.03092,0.0883662958036158
712,1684713600,1805.38,0.228,0.043,0.1286,0.3203,0.00455,0.02948,0.0878553057853229
713,1684800000,1817.83,0.2234,0.038,0.1301,0.3207,0.004508,0.02999,0.0870958060950155
714,1684886400,1854.48,0.2235,0.03625,0.1308,0.3152,0.004543,0.03068,0.0878901796383481
715,1684972800,1799.99,0.2154,0.033,0.1244,0.3071,0.004266,0.02972,0.0835809708645059
716,1685059200,1806.04,0.2211,0.0319,0.1228,0.3054,0.004262,0.02999,0.0773937550281556
717,1685145600,1828.68,0.2175,0.043,0.1226,0.3073,0.004279,0.03019,0.0825678101396119
718,1685232000,1830.98,0.2315,0.03876,0.1225,0.3075,0.004303,0.03027,0.0802240058326653
719,1685318400,1909.28,0.2254,0.037,0.1261,0.3109,0.004468,0.03133,0.08572317520466
720,1685404800,1893.17,0.2257,0.0368,0.1255,0.3088,0.004354,0.03015,0.084004543154662
721,1685491200,1901.19,0.2215,0.035,0.1259,0.3073,0.004392,0.03007,0.0839933073192442
722,1685577600,1874.03,0.2106,0.031,0.121,0.3081,0.004254,0.02947,0.0802228634876606
723,1685664000,1862.24,0.2063,0.032,0.1214,0.3048,0.00419,0.02979,0.0799519863992533
724,1685750400,1907.36,0.2035,0.032,0.1223,0.3053,0.00433,0.03021,0.0818713352541946
725,1685836800,1892.63,0.244,0.032,0.1253,0.3037,0.004353,0.03011,0.0829470064074415
726,1685923200,1890.37,0.233,0.03414,0.1238,0.3036,0.004329,0.02962,0.0831864389532573
727,1686009600,1811.47,0.1899,0.02967,0.113,0.2815,0.00799,0.02643,0.0799246417944621
728,1686096000,1886.35,0.2074,0.02955,0.115,0.2889,0.004056,0.02774,0.0768207443138849
729,1686182400,1832.56,0.1886,0.02868,0.1116,0.2654,0.003903,0.02581,0.073450384024771
730,1686268800,1846.12,0.1798,0.02871,0.1067,0.2624,0.003914,0.02609,0.0721780085241679
731,1686355200,1840.51,0.1832,0.02875,0.1042,0.2597,0.003,0.02557,0.0703292677603137
732,1686441600,1752.49,0.1297,0.02371,0.08604,0.2379,0.003523,0.02121,0.0605956121797051
733,1686528000,1753.15,0.1175,0.02368,0.0885,0.2366,0.003541,0.02161,0.0602494845258836
734,1686614400,1742.66,0.1279,0.02311,0.08772,0.2282,0.003555,0.02177,0.0597579966331869
735,1686700800,1739.4,0.1189,0.0238,0.08833,0.2256,0.003514,0.02213,0.0591942300717032
736,1686787200,1650.8,0.1092,0.02288,0.0815,0.2147,0.0002,0.02128,0.0573406110240523
737,1686873600,1665.43,0.1124,0.0245,0.08242,0.2159,0.003397,0.02212,0.0584303808584717
738,1686960000,1716.87,0.1105,0.025,0.08562,0.2297,0.003399,0.02227,0.060059108780858
739,1687046400,1727.25,0.1061,0.026,0.09098,0.2302,0.003472,0.0233,0.0586453547201921
740,1687132800,1720.51,0.1162,0.0276,0.08614,0.222,0.003407,0.023,0.0586736413928262
741,1687219200,1736.79,0.1087,0.02575,0.08644,0.2253,0.003474,0.02328,0.059462416184564
742,1687305600,1792.7,0.1127,0.02658,0.09264,0.2322,0.003567,0.02427,0.0626727563930715
743,1687392000,1889.61,0.1617,0.02687,0.1012,0.2355,0.00384,0.0256,0.0697108595764975
744,1687478400,1872.42,0.1614,0.02626,0.09842,0.2375,0.00384,0.02494,0.0655938400367942
745,1687564800,1893.52,0.1658,0.027,0.1246,0.2396,0.003976,0.02618,0.0897711276472682
746,1687651200,1875.91,0.165,0.029,0.121,0.2349,0.004033,0.02659,0.0830858853262479
747,1687737600,1899.41,0.1646,0.035,0.1143,0.2369,0.003989,0.02682,0.0795917713369539
748,1687824000,1859.19,0.1574,0.03771,0.1126,0.2343,0.003904,0.02561,0.0784915401120172
749,1687910400,1889.8,0.1108,0.03796,0.112,0.2347,0.003969,0.0257,0.0763224016518841
750,1687996800,1827.54,0.1156,0.03492,0.1047,0.2266,0.003692,0.02341,0.0710581368929828
751,1688083200,1852.08,0.06292,0.03239,0.1053,0.2295,0.003723,0.02414,0.0709516381123443
752,1688169600,1933.62,0.1586,0.03115,0.1077,0.231,0.003906,0.02469,0.0742236815411648
753,1688256000,1924.32,0.2103,0.03128,0.1152,0.23,0.004003,0.02549,0.0751184719437863
754,1688342400,1937.46,0.1861,0.03227,0.1111,0.2298,0.00408,0.02512,0.0750307783798254
755,1688428800,1955.81,0.205,0.03233,0.1121,0.2335,0.004146,0.0258,0.07540515747528
756,1688515200,1936.37,0.1754,0.03073,0.109,0.2294,0.004221,0.0252,0.0727647917387423
757,1688601600,1910.36,0.1525,0.03382,0.1166,0.2212,0.004203,0.02429,0.0758661077661196
758,1688688000,1846.23,0.207,0.02991,0.112,0.216,0.003951,0.02342,0.0743151355926002
759,1688774400,1870.78,0.1403,0.02949,0.1111,0.2123,0.00533,0.02418,0.0745328265820042
760,1688860800,1865.62,0.2096,0.03035,0.111,0.2181,0.004011,0.02411,0.0740997301752778
761,1688947200,1863.09,0.1764,0.03113,0.1076,0.2136,0.004043,0.02406,0.0739567855552891
762,1689033600,1880.69,0.1965,0.04015,0.1071,0.2117,0.00396,0.02432,0.0727548991912866
763,1689120000,1878.62,0.2107,0.03333,0.108,0.2108,0.00465,0.02467,0.0736949971234531
764,1689206400,1871.83,0.1516,0.03313,0.1123,0.2082,0.004062,0.02419,0.0760607779123627
765,1689292800,2005.75,0.1762,0.03373,0.1168,0.2164,0.004252,0.02621,0.0807626736871501
766,1689379200,1939.13,0.1688,0.032,0.1142,0.2092,0.00037,0.02529,0.0768049158876027
767,1689465600,1931.84,0.1794,0.03273,0.1198,0.2061,0.00439,0.02571,0.0826990901696053
