,time,ETH,0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,0x09a3ecafa817268f77be1283176b946c4ff2e608,0x85eee30c52b0b379b046fb0f85f4f3dc3009afec,0xa3ee21c306a700e682abcdfe9baa6a08f3820419,0xbe9375c6a420d2eeb258962efb95551a5b722803,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0x4fe83213d56308330ec302a8bd641f1d0113a4cc
1041,1713139200,3158.26,0.1443,0.06091,0.1702,0.6935,0.007706,0.0441,0.1206267966542631
1042,1713225600,3103.0,0.148,0.05724,0.1618,0.6608,0.007292,0.04117,0.1103355832153969
1043,1713312000,3085.42,0.1533,0.0559,0.157,0.6533,0.00722,0.04165,0.1086274040312891
1044,1713398400,2985.12,0.1511,0.05539,0.1661,0.6297,0.006985,0.04029,0.1054437661273479
1045,1713484800,3065.69,0.1546,0.05511,0.1604,0.7103,0.007235,0.04457,0.1094679347023376
1046,1713571200,3057.95,0.1481,0.05676,0.1632,0.7033,0.007523,0.0442,0.1107262281864641
1047,1713657600,3157.04,0.1682,0.06166,0.1757,0.7351,0.008177,0.04976,0.1213632287604282
1048,1713744000,3148.11,0.1645,0.05981,0.1837,0.7342,0.007965,0.04891,0.1215787328806864
1049,1713830400,3201.55,0.1663,0.06028,0.167,0.7609,0.008324,0.04997,0.1273165179781265
1050,1713916800,3219.78,0.1569,0.05596,0.1781,0.7479,0.008243,0.04988,0.1182040305729405
1051,1714003200,3139.1,0.1503,0.055,0.1668,0.7082,0.007785,0.04727,0.1219966456684375
1052,1714089600,3155.47,0.1595,0.05526,0.1645,0.6997,0.00792,0.04763,0.1139807213882065
1053,1714176000,3130.07,0.1492,0.05568,0.1641,0.694,0.007637,0.04605,0.1121037960060143
1054,1714262400,3253.23,0.1496,0.05364,0.1786,0.6832,0.007775,0.04549,0.1202713834980878
1055,1714348800,3262.43,0.1493,0.0533,0.178,0.6642,0.007634,0.04558,0.1243522971953054
1056,1714435200,3215.73,0.1472,0.05053,0.1708,0.6824,0.007557,0.04509,0.1181903705557245
1057,1714521600,3011.46,0.1378,0.04551,0.1573,0.6342,0.007137,0.0412,0.1085563606609994
1058,1714608000,2968.82,0.3025,0.04839,0.1615,0.6309,0.007155,0.04207,0.111550773516803
1059,1714694400,2986.41,0.2496,0.04834,0.1746,0.6254,0.007317,0.04298,0.1145125852201941
1060,1714780800,3103.77,0.2203,0.05109,0.1701,0.6631,0.007542,0.04517,0.1190952340836541
1061,1714867200,3117.52,0.3202,0.05482,0.1753,0.6782,0.007576,0.04507,0.1195062807661144
1062,1714953600,3137.09,0.5684,0.06038,0.1803,0.6778,0.007686,0.04633,0.1209245163747573
1063,1715040000,3063.19,0.5394,0.05931,0.1762,0.6834,0.007535,0.04557,0.1266853924923745
1064,1715126400,3005.91,0.5594,0.05683,0.1736,0.6877,0.007395,0.04397,0.1176490407294131
1065,1715212800,2973.31,0.8985,0.05218,0.1698,0.675,0.007314,0.04294,0.1221294073626813
1066,1715299200,3035.93,0.9029,0.05524,0.1751,0.7107,0.007408,0.0445,0.1186389118668329
1067,1715385600,2909.58,0.9084,0.053,0.1676,0.6783,0.00707,0.04219,0.1139668832839359
1068,1715472000,2911.82,0.9169,0.04928,0.1729,0.6802,0.007017,0.04238,0.1157794509738524
1069,1715558400,2927.97,0.7668,0.04826,0.1697,0.6658,0.007027,0.04156,0.1162740560705923
1070,1715644800,2950.16,0.747,0.0543,0.1681,0.6642,0.006933,0.04102,0.1142736836691639
1071,1715731200,2880.64,0.6983,0.04871,0.1651,0.6507,0.006856,0.03958,0.1133911339595906
1072,1715817600,3033.46,0.6792,0.05234,0.1703,0.6996,0.007371,0.04336,0.1171982722158049
1073,1715904000,2945.17,0.6406,0.05048,0.1753,0.7014,0.007363,0.04411,0.1197858410051073
1074,1715990400,3093.44,0.6586,0.04606,0.1811,0.7184,0.007517,0.04546,0.1233504131475568
1075,1716076800,3123.72,0.611,0.04706,0.1772,0.733,0.007434,0.04572,0.1146001056978652
1076,1716163200,3070.68,0.639,0.0463,0.174,0.6994,0.007093,0.04309,0.1209537348201597
1077,1716249600,3661.58,0.5968,0.0483,0.1854,0.7427,0.007836,0.0432,0.129647374444697
1078,1716336000,3789.36,0.5555,0.04518,0.1865,0.7406,0.008526,0.04296,0.1280649461740051
1079,1716422400,3736.33,0.5455,0.044,0.184,0.7225,0.008818,0.04602,0.1322322419767081
1080,1716508800,3781.61,0.5374,0.038,0.1748,0.7062,0.00813,0.04375,0.1224324549954633
1081,1716595200,3727.14,1.325,0.03525,0.168,0.7267,0.008051,0.04392,0.1220846876994206
1082,1716681600,3749.23,1.155,0.03624,0.1799,0.7267,0.008023,0.04459,0.1300622827802391
1083,1716768000,3824.34,1.479,0.03496,0.1714,0.7095,0.007878,0.04387,0.131022727039624
1084,1716854400,3891.26,1.234,0.03615,0.1782,0.7169,0.008172,0.04564,0.1195586842548888
1085,1716940800,3840.39,1.411,0.03412,0.1729,0.6963,0.008103,0.04575,0.1165251827306608
1086,1717027200,3762.22,1.281,0.033,0.171,0.6865,0.007976,0.04365,0.1150269176744979
1087,1717113600,3746.97,1.198,0.03003,0.1701,0.6694,0.007981,0.04273,0.1116454536569802
1088,1717200000,3758.65,1.193,0.03138,0.1707,0.6645,0.007743,0.04349,0.1134606762611301
1089,1717286400,3812.81,1.172,0.032,0.1762,0.6811,0.007664,0.04292,0.1138907857396409
1090,1717372800,3779.06,1.079,0.03008,0.1755,0.666,0.007558,0.04366,0.1129687081827109
1091,1717459200,3766.32,1.124,0.02876,0.1688,0.6514,0.007382,0.04512,0.1108064875490273
1092,1717545600,3810.73,1.059,0.02927,0.1647,0.6704,0.00724,0.04677,0.1126498063409297
1093,1717632000,3866.46,1.718,0.02897,0.1688,0.6797,0.007385,0.04683,0.1171694765593972
1094,1717718400,3812.05,1.742,0.02953,0.166,0.6638,0.007243,0.04538,0.1132648924417428
1095,1717804800,3676.79,1.45,0.02936,0.1571,0.6317,0.006802,0.04003,
